material1,material2,material3,pred_temp,weights
Li1+,Ca2+,Hg1+,[32.8153715],[0.5  0.25 0.25]
Al3+,Y3+,Fr1+,[32.72925754],[0.5  0.25 0.25]
Al3+,Rb1+,Fr1+,[32.6589979],[0.5  0.25 0.25]
Li1+,Be2+,Hg1+,[32.61562149],[0.5  0.25 0.25]
Na1+,Ag1+,Pu4+,[32.61030429],[0.5  0.25 0.25]
Ag1+,Cs1+,U6+,[32.36446648],[0.5  0.25 0.25]
K1+,Ca2+,Hg1+,[32.16182413],[0.5  0.25 0.25]
Ca2+,Rb1+,Fr1+,[32.08947448],[0.5  0.25 0.25]
Na1+,Ag1+,Bk3+,[32.02924574],[0.5  0.25 0.25]
Zr4+,Ag1+,Au3+,[31.90195495],[0.5  0.25 0.25]
Ca2+,Sc3+,Fr1+,[31.89697068],[0.5  0.25 0.25]
Ca2+,Ag1+,Pu4+,[31.8933295],[0.5  0.25 0.25]
Li1+,Mg2+,Hg1+,[31.86995838],[0.5  0.25 0.25]
Mg2+,Rb1+,Fr1+,[31.8538529],[0.5  0.25 0.25]
Na1+,Ag1+,U6+,[31.84064446],[0.5  0.25 0.25]
Zr4+,Ag1+,W6+,[31.71889685],[0.5  0.25 0.25]
K1+,Ca2+,Am3+,[31.53641247],[0.5  0.25 0.25]
Na1+,Cs1+,Hg1+,[31.5111532],[0.5  0.25 0.25]
Be2+,Sr2+,Ba2+,[31.50454726],[0.5  0.25 0.25]
Na1+,Ag1+,Np5+,[31.41812784],[0.5  0.25 0.25]
Zr4+,Ag1+,Ta5+,[31.40334487],[0.5  0.25 0.25]
Rb1+,Ag1+,U6+,[31.23939087],[0.5  0.25 0.25]
Li1+,Al3+,Cm3+,[31.23486005],[0.5  0.25 0.25]
K1+,Ca2+,Cm3+,[31.21489987],[0.5  0.25 0.25]
Na1+,Ag1+,Cm3+,[31.21217023],[0.5  0.25 0.25]
Mn2+,Ag1+,W6+,[31.18298789],[0.5  0.25 0.25]
Na1+,Ag1+,Am3+,[31.17686445],[0.5  0.25 0.25]
Al3+,Ag1+,Pu4+,[31.11092398],[0.5  0.25 0.25]
Li1+,Al3+,Pb2+,[31.0634884],[0.5  0.25 0.25]
Li1+,Al3+,Tl1+,[30.86902089],[0.5  0.25 0.25]
Ag1+,Cs1+,Np5+,[30.77247291],[0.5  0.25 0.25]
Li1+,Na1+,Hg1+,[30.77110059],[0.5  0.25 0.25]
Ca2+,Ag1+,Np5+,[30.7349782],[0.5  0.25 0.25]
Mg2+,Ba2+,Fr1+,[30.71707033],[0.5  0.25 0.25]
Zr4+,Ag1+,Os4+,[30.71388866],[0.5  0.25 0.25]
K1+,Ag1+,U6+,[30.65506184],[0.5  0.25 0.25]
Ca2+,Ag1+,Bk3+,[30.62678099],[0.5  0.25 0.25]
Be2+,Cs1+,Ba2+,[30.61463191],[0.5  0.25 0.25]
Li1+,Be2+,Mn2+,[30.58458955],[0.5  0.25 0.25]
Na1+,Ca2+,Hg1+,[30.51961976],[0.5  0.25 0.25]
Li1+,K1+,Hg1+,[30.51570124],[0.5  0.25 0.25]
Al3+,Ba2+,Ra2+,[30.46120862],[0.5  0.25 0.25]
Na1+,Ag1+,Ac3+,[30.3977153],[0.5  0.25 0.25]
Zr4+,Ag1+,Pu4+,[30.37899358],[0.5  0.25 0.25]
Ga3+,Ag1+,Au3+,[30.32474628],[0.5  0.25 0.25]
Ag1+,Hf4+,Os4+,[30.32195892],[0.5  0.25 0.25]
K1+,Rb1+,Hg1+,[30.31703955],[0.5  0.25 0.25]
Li1+,Be2+,Bi3+,[30.30700537],[0.5  0.25 0.25]
Zn2+,Ag1+,Np5+,[30.30335817],[0.5  0.25 0.25]
Na1+,Rb1+,Tl1+,[30.26073046],[0.5  0.25 0.25]
Ca2+,Ag1+,Am3+,[30.19099868],[0.5  0.25 0.25]
Li1+,Cs1+,Hg1+,[30.18469464],[0.5  0.25 0.25]
Y3+,Ag1+,Ta5+,[30.18176886],[0.5  0.25 0.25]
Li1+,Ba2+,Tl1+,[30.16522516],[0.5  0.25 0.25]
Zn2+,Ag1+,U6+,[30.15934493],[0.5  0.25 0.25]
Li1+,Al3+,Po2+,[30.15019048],[0.5  0.25 0.25]
Li1+,Ag1+,U6+,[30.12614866],[0.5  0.25 0.25]
Y3+,Ag1+,Au3+,[30.11993622],[0.5  0.25 0.25]
Ag1+,Cs1+,Pu4+,[30.10004922],[0.5  0.25 0.25]
Be2+,Al3+,Ba2+,[30.09987491],[0.5  0.25 0.25]
Y3+,Ag1+,Pt2+,[30.07628702],[0.5  0.25 0.25]
Ca2+,Ag1+,Cm3+,[30.07291545],[0.5  0.25 0.25]
Li1+,Yb3+,Po2+,[30.06728357],[0.5  0.25 0.25]
Al3+,Y3+,Ra2+,[30.04777291],[0.5  0.25 0.25]
Li1+,Al3+,Bi3+,[30.04242411],[0.5  0.25 0.25]
Y3+,Ag1+,Re4+,[30.03560585],[0.5  0.25 0.25]
Li1+,Rb1+,Hg1+,[30.0158224],[0.5  0.25 0.25]
Li1+,La3+,Bi3+,[29.95637495],[0.5  0.25 0.25]
Ag1+,Os4+,Am3+,[29.94865825],[0.5  0.25 0.25]
Sc3+,Ag1+,W6+,[29.94021646],[0.5  0.25 0.25]
Li1+,Bi3+,Ra2+,[29.91791016],[0.5  0.25 0.25]
Li1+,Ba2+,Pb2+,[29.91736036],[0.5  0.25 0.25]
Ag1+,Hf4+,Re4+,[29.90530841],[0.5  0.25 0.25]
Sr2+,Ba2+,Fr1+,[29.86007122],[0.5  0.25 0.25]
Li1+,Be2+,Pb2+,[29.78231511],[0.5  0.25 0.25]
Zn2+,Y3+,Ra2+,[29.77941144],[0.5  0.25 0.25]
K1+,Ag1+,Bk3+,[29.75855611],[0.5  0.25 0.25]
Na1+,Mg2+,Am3+,[29.75674154],[0.5  0.25 0.25]
Sr2+,Ag1+,Hf4+,[29.75076608],[0.5  0.25 0.25]
Zr4+,Ag1+,Re4+,[29.71282763],[0.5  0.25 0.25]
Na1+,Rb1+,Hg1+,[29.7040826],[0.5  0.25 0.25]
Y3+,Ag1+,W6+,[29.70307653],[0.5  0.25 0.25]
Na1+,Mg2+,Cm3+,[29.67246872],[0.5  0.25 0.25]
Ca2+,Rb1+,Hg1+,[29.66811006],[0.5  0.25 0.25]
Na1+,Rb1+,Pb2+,[29.66321598],[0.5  0.25 0.25]
Li1+,Te2+,Po2+,[29.64785547],[0.5  0.25 0.25]
Mo4+,Ag1+,Pu4+,[29.62742867],[0.5  0.25 0.25]
Zn2+,Ag1+,Pu4+,[29.61395825],[0.5  0.25 0.25]
Al3+,Ag1+,Bk3+,[29.60056215],[0.5  0.25 0.25]
Ag1+,Re4+,Am3+,[29.58396917],[0.5  0.25 0.25]
Li1+,Be2+,Am3+,[29.57767717],[0.5  0.25 0.25]
Y3+,Ag1+,Pa5+,[29.5669119],[0.5  0.25 0.25]
Na1+,Cs1+,Pb2+,[29.53217402],[0.5  0.25 0.25]
Li1+,Mg2+,Pb2+,[29.49115398],[0.5  0.25 0.25]
Al3+,Ca2+,Fr1+,[29.47798374],[0.5  0.25 0.25]
Na1+,Sr2+,Ac3+,[29.47371222],[0.5  0.25 0.25]
Li1+,Cu2+,Fr1+,[29.46849817],[0.5  0.25 0.25]
Li1+,Be2+,Tl1+,[29.40531722],[0.5  0.25 0.25]
K1+,Ag1+,Am3+,[29.39024244],[0.5  0.25 0.25]
Li1+,Sb3+,Po2+,[29.38276149],[0.5  0.25 0.25]
Li1+,Bi3+,Fr1+,[29.37019305],[0.5  0.25 0.25]
Na1+,Mg2+,Hg1+,[29.36259815],[0.5  0.25 0.25]
Al3+,Ti4+,Fr1+,[29.36180751],[0.5  0.25 0.25]
Li1+,Pb2+,Fr1+,[29.35570018],[0.5  0.25 0.25]
Ag1+,Hf4+,Pt2+,[29.34385696],[0.5  0.25 0.25]
Ca2+,Y3+,Ag1+,[29.32711645],[0.5  0.25 0.25]
Ag1+,Os4+,U6+,[29.31809939],[0.5  0.25 0.25]
Li1+,Al3+,Mn2+,[29.31407035],[0.5  0.25 0.25]
Na1+,Tb3+,Fr1+,[29.30608699],[0.5  0.25 0.25]
Na1+,Ca2+,Am3+,[29.27938327],[0.5  0.25 0.25]
Ti4+,Ag1+,W6+,[29.27867225],[0.5  0.25 0.25]
K1+,Y3+,Ag1+,[29.25599629],[0.5  0.25 0.25]
Mg2+,Ag1+,Np5+,[29.25020469],[0.5  0.25 0.25]
Na1+,Dy3+,Fr1+,[29.24449035],[0.5  0.25 0.25]
Rb1+,Cs1+,Fr1+,[29.23888262],[0.5  0.25 0.25]
K1+,Ba2+,Ac3+,[29.23265698],[0.5  0.25 0.25]
Ag1+,Os4+,Cm3+,[29.23156275],[0.5  0.25 0.25]
Na1+,K1+,Pb2+,[29.22876379],[0.5  0.25 0.25]
Na1+,Cu2+,Fr1+,[29.20889369],[0.5  0.25 0.25]
Li1+,Sr2+,Hg1+,[29.2015786],[0.5  0.25 0.25]
Li1+,Ca2+,Bi3+,[29.19990678],[0.5  0.25 0.25]
Na1+,Mg2+,Pb2+,[29.17858858],[0.5  0.25 0.25]
Ag1+,Re4+,U6+,[29.17089248],[0.5  0.25 0.25]
Li1+,Al3+,Am3+,[29.16481014],[0.5  0.25 0.25]
Li1+,Al3+,Ac3+,[29.13831465],[0.5  0.25 0.25]
Ti4+,Ag1+,Au3+,[29.12899812],[0.5  0.25 0.25]
Ca2+,Rb1+,Cm3+,[29.08916531],[0.5  0.25 0.25]
Li1+,Ag1+,Ba2+,[29.07126151],[0.5  0.25 0.25]
Be2+,Sc3+,Cs1+,[29.06726946],[0.5  0.25 0.25]
Li1+,Mn2+,Fr1+,[29.0627713],[0.5  0.25 0.25]
Li1+,Be2+,Cm3+,[29.06169011],[0.5  0.25 0.25]
K1+,Ag1+,Cm3+,[29.05584469],[0.5  0.25 0.25]
Ga3+,Ag1+,W6+,[29.05575995],[0.5  0.25 0.25]
Zr4+,Ag1+,U6+,[29.05032438],[0.5  0.25 0.25]
K1+,Cu2+,Fr1+,[29.03884058],[0.5  0.25 0.25]
Ag1+,Hf4+,Ir3+,[29.03341037],[0.5  0.25 0.25]
Mg2+,Ag1+,Am3+,[29.03300302],[0.5  0.25 0.25]
K1+,Tb3+,Fr1+,[29.03115527],[0.5  0.25 0.25]
Mg2+,Ag1+,Pu4+,[29.03043864],[0.5  0.25 0.25]
Li1+,Ga3+,Po2+,[29.020498],[0.5  0.25 0.25]
Li1+,Te2+,Bi3+,[29.0197136],[0.5  0.25 0.25]
Rh3+,Ag1+,Fr1+,[28.99950751],[0.5  0.25 0.25]
Li1+,Tl1+,Fr1+,[28.98112761],[0.5  0.25 0.25]
Ca2+,Ga3+,Ag1+,[28.96910721],[0.5  0.25 0.25]
K1+,Gd3+,Fr1+,[28.96645421],[0.5  0.25 0.25]
Na1+,K1+,Tl1+,[28.96358183],[0.5  0.25 0.25]
Na1+,Cs1+,Tl1+,[28.95954512],[0.5  0.25 0.25]
Li1+,Ga3+,Bi3+,[28.93519263],[0.5  0.25 0.25]
Ti4+,Ag1+,Ir3+,[28.92323641],[0.5  0.25 0.25]
Li1+,Ba2+,Bi3+,[28.91818159],[0.5  0.25 0.25]
Zr4+,Ag1+,Pt2+,[28.91577574],[0.5  0.25 0.25]
K1+,Dy3+,Fr1+,[28.89604122],[0.5  0.25 0.25]
Ag1+,Ir3+,Am3+,[28.88653866],[0.5  0.25 0.25]
Mn2+,Ag1+,Au3+,[28.88412865],[0.5  0.25 0.25]
Ca2+,Ag1+,U6+,[28.87521886],[0.5  0.25 0.25]
Ag1+,Re4+,Cm3+,[28.86687368],[0.5  0.25 0.25]
Mg2+,Ag1+,Bk3+,[28.86220296],[0.5  0.25 0.25]
Na1+,Ca2+,Cm3+,[28.85875278],[0.5  0.25 0.25]
K1+,Pd4+,Fr1+,[28.8585128],[0.5  0.25 0.25]
Sr2+,Ag1+,Am3+,[28.84724122],[0.5  0.25 0.25]
Li1+,Ba2+,Th4+,[28.83928379],[0.5  0.25 0.25]
K1+,Cs1+,Hg1+,[28.79689383],[0.5  0.25 0.25]
Sr2+,Ag1+,Hg1+,[28.79462662],[0.5  0.25 0.25]
Li1+,Tb3+,Fr1+,[28.77855556],[0.5  0.25 0.25]
Ti4+,Ag1+,Os4+,[28.76797135],[0.5  0.25 0.25]
Li1+,Eu3+,Ac3+,[28.76704944],[0.5  0.25 0.25]
Sr2+,Ag1+,Pu4+,[28.75881671],[0.5  0.25 0.25]
Li1+,Ca2+,Mn2+,[28.75839872],[0.5  0.25 0.25]
K1+,Fr1+,Ac3+,[28.75313271],[0.5  0.25 0.25]
Sc3+,Ag1+,Au3+,[28.75270606],[0.5  0.25 0.25]
Be2+,Ag1+,Bk3+,[28.74147488],[0.5  0.25 0.25]
K1+,Ag1+,Np5+,[28.72872217],[0.5  0.25 0.25]
Li1+,Ag1+,Nd3+,[28.72871286],[0.5  0.25 0.25]
Mg2+,Ag1+,U6+,[28.70152283],[0.5  0.25 0.25]
Na1+,Ag1+,Hg1+,[28.68246954],[0.5  0.25 0.25]
Nb5+,Ag1+,Pu4+,[28.64115935],[0.5  0.25 0.25]
Ca2+,Rb1+,Ra2+,[28.63693617],[0.5  0.25 0.25]
Mn2+,Ag1+,Re4+,[28.62691573],[0.5  0.25 0.25]
Na1+,Po2+,Fr1+,[28.62382333],[0.5  0.25 0.25]
K1+,Pb2+,Fr1+,[28.59437702],[0.5  0.25 0.25]
Na1+,K1+,Hg1+,[28.56845943],[0.5  0.25 0.25]
Ca2+,Zr4+,Ag1+,[28.5665741],[0.5  0.25 0.25]
Ag1+,Os4+,Bk3+,[28.56581223],[0.5  0.25 0.25]
Li1+,Y3+,Po2+,[28.5617364],[0.5  0.25 0.25]
Li1+,Dy3+,Fr1+,[28.56118213],[0.5  0.25 0.25]
Ga3+,Ag1+,Ta5+,[28.54235343],[0.5  0.25 0.25]
Li1+,Y3+,Pb2+,[28.53617381],[0.5  0.25 0.25]
K1+,Sr2+,Th4+,[28.4995308],[0.5  0.25 0.25]
Li1+,Sc3+,Pb2+,[28.49246862],[0.5  0.25 0.25]
Li1+,Pd4+,Fr1+,[28.49157339],[0.5  0.25 0.25]
Li1+,Sc3+,Th4+,[28.47767952],[0.5  0.25 0.25]
Li1+,Cu2+,Ra2+,[28.47390698],[0.5  0.25 0.25]
Li1+,Sr2+,Tl1+,[28.47321489],[0.5  0.25 0.25]
Na1+,Mg2+,Tl1+,[28.45154165],[0.5  0.25 0.25]
Ag1+,Nd3+,Au3+,[28.45118376],[0.5  0.25 0.25]
Be2+,Sc3+,Ba2+,[28.45034538],[0.5  0.25 0.25]
Li1+,Sr2+,Pb2+,[28.42722058],[0.5  0.25 0.25]
Li1+,Be2+,Ac3+,[28.41542476],[0.5  0.25 0.25]
Na1+,Ca2+,Pb2+,[28.39925841],[0.5  0.25 0.25]
Na1+,Al3+,Po2+,[28.39340121],[0.5  0.25 0.25]
Li1+,Eu3+,Bi3+,[28.39094256],[0.5  0.25 0.25]
Li1+,Ca2+,Pb2+,[28.38666058],[0.5  0.25 0.25]
Ag1+,Re4+,Bk3+,[28.361745],[0.5  0.25 0.25]
K1+,Sc3+,Th4+,[28.36041924],[0.5  0.25 0.25]
Ag1+,Ba2+,U6+,[28.35715298],[0.5  0.25 0.25]
Ag1+,Os4+,Fr1+,[28.35256284],[0.5  0.25 0.25]
Y3+,Ag1+,Os4+,[28.32181845],[0.5  0.25 0.25]
Li1+,Sr2+,Th4+,[28.29861624],[0.5  0.25 0.25]
Sr2+,Ag1+,U6+,[28.29105665],[0.5  0.25 0.25]
Na1+,Sr2+,Bi3+,[28.27163994],[0.5  0.25 0.25]
Na1+,Ca2+,Ac3+,[28.26980539],[0.5  0.25 0.25]
Ag1+,Ir3+,Bk3+,[28.26906565],[0.5  0.25 0.25]
Li1+,Ag1+,Fr1+,[28.26571193],[0.5  0.25 0.25]
Li1+,Ag1+,Po2+,[28.24536687],[0.5  0.25 0.25]
Li1+,Rb1+,Pb2+,[28.21204691],[0.5  0.25 0.25]
Cr3+,Ag1+,U6+,[28.20606546],[0.5  0.25 0.25]
Ag1+,Fr1+,Np5+,[28.19446166],[0.5  0.25 0.25]
Ag1+,Ir3+,Cm3+,[28.16944316],[0.5  0.25 0.25]
K1+,Ca2+,Ac3+,[28.16866445],[0.5  0.25 0.25]
Ag1+,Eu3+,Au3+,[28.15723837],[0.5  0.25 0.25]
Li1+,Mg2+,Tl1+,[28.15600505],[0.5  0.25 0.25]
Ag1+,Ir3+,Hg1+,[28.15349427],[0.5  0.25 0.25]
Li1+,Cs1+,Pb2+,[28.13699998],[0.5  0.25 0.25]
Ag1+,Re4+,Fr1+,[28.13458805],[0.5  0.25 0.25]
K1+,Sc3+,Ag1+,[28.13066871],[0.5  0.25 0.25]
Li1+,Ag1+,Ac3+,[28.12790167],[0.5  0.25 0.25]
Ag1+,Ho3+,Re4+,[28.12588987],[0.5  0.25 0.25]
Y3+,Ag1+,Ir3+,[28.09451292],[0.5  0.25 0.25]
Li1+,Ca2+,Am3+,[28.09348473],[0.5  0.25 0.25]
Na1+,Ca2+,Bi3+,[28.09136965],[0.5  0.25 0.25]
Na1+,Al3+,Pb2+,[28.08900692],[0.5  0.25 0.25]
Fe3+,Ag1+,U6+,[28.08896092],[0.5  0.25 0.25]
Li1+,Sc3+,Bi3+,[28.07829728],[0.5  0.25 0.25]
Be2+,Mg2+,Rb1+,[28.07647254],[0.5  0.25 0.25]
Li1+,Ca2+,Cm3+,[28.07042452],[0.5  0.25 0.25]
Al3+,Ag1+,Am3+,[28.0646449],[0.5  0.25 0.25]
Ag1+,Tm3+,Re4+,[28.04702433],[0.5  0.25 0.25]
Li1+,Rb1+,Tl1+,[28.03257225],[0.5  0.25 0.25]
Ag1+,Os4+,Hg1+,[28.02507277],[0.5  0.25 0.25]
Li1+,Y3+,Bi3+,[28.02055439],[0.5  0.25 0.25]
Mn2+,Ag1+,Pt2+,[28.01508864],[0.5  0.25 0.25]
Ag1+,Dy3+,Au3+,[28.01173143],[0.5  0.25 0.25]
Li1+,Fr1+,Ac3+,[27.98405628],[0.5  0.25 0.25]
Li1+,Gd3+,Fr1+,[27.97620389],[0.5  0.25 0.25]
K1+,Sr2+,Ac3+,[27.9673495],[0.5  0.25 0.25]
Li1+,Cs1+,Tl1+,[27.9519596],[0.5  0.25 0.25]
Ag1+,Ho3+,Au3+,[27.94794006],[0.5  0.25 0.25]
Li1+,Sc3+,Mn2+,[27.94740658],[0.5  0.25 0.25]
Cu2+,Ag1+,Np5+,[27.94281237],[0.5  0.25 0.25]
Ag1+,Ba2+,W6+,[27.94274885],[0.5  0.25 0.25]
Ag1+,Pt2+,U6+,[27.94155206],[0.5  0.25 0.25]
Li1+,Cs1+,Fr1+,[27.93601827],[0.5  0.25 0.25]
Li1+,Mg2+,Po2+,[27.93073685],[0.5  0.25 0.25]
Ag1+,W6+,Ra2+,[27.9281001],[0.5  0.25 0.25]
Ag1+,Ir3+,U6+,[27.92226793],[0.5  0.25 0.25]
Ag1+,Au3+,Fr1+,[27.90594384],[0.5  0.25 0.25]
Li1+,Fr1+,Th4+,[27.89738312],[0.5  0.25 0.25]
Ti4+,Ag1+,Ta5+,[27.88996803],[0.5  0.25 0.25]
K1+,Bi3+,Fr1+,[27.88843723],[0.5  0.25 0.25]
Ca2+,Ag1+,Ac3+,[27.88159582],[0.5  0.25 0.25]
Ag1+,Re4+,Hg1+,[27.87835849],[0.5  0.25 0.25]
Al3+,Ag1+,Cm3+,[27.87516591],[0.5  0.25 0.25]
K1+,Tl1+,Fr1+,[27.86975436],[0.5  0.25 0.25]
Ca2+,Ba2+,Fr1+,[27.86342536],[0.5  0.25 0.25]
Mg2+,Ag1+,Hg1+,[27.85346794],[0.5  0.25 0.25]
K1+,Pr3+,Ra2+,[27.83264284],[0.5  0.25 0.25]
Li1+,Ag1+,Dy3+,[27.82764556],[0.5  0.25 0.25]
Ca2+,Rb1+,Am3+,[27.82120838],[0.5  0.25 0.25]
Ag1+,Os4+,Pu4+,[27.81930332],[0.5  0.25 0.25]
Li1+,Sr2+,Bi3+,[27.81455201],[0.5  0.25 0.25]
Ag1+,Ir3+,Pu4+,[27.8139451],[0.5  0.25 0.25]
Mg2+,Ag1+,Cm3+,[27.81009796],[0.5  0.25 0.25]
Na1+,Al3+,Ac3+,[27.80508674],[0.5  0.25 0.25]
Ag1+,Re4+,Np5+,[27.80466899],[0.5  0.25 0.25]
Li1+,Pr3+,Po2+,[27.80156212],[0.5  0.25 0.25]
Li1+,Mg2+,Cm3+,[27.79166182],[0.5  0.25 0.25]
Li1+,Sr2+,Po2+,[27.79051646],[0.5  0.25 0.25]
Li1+,Al3+,Th4+,[27.77902924],[0.5  0.25 0.25]
Ag1+,La3+,Au3+,[27.77627733],[0.5  0.25 0.25]
Ga3+,Ag1+,Os4+,[27.76426629],[0.5  0.25 0.25]
Ag1+,Tm3+,Au3+,[27.75974574],[0.5  0.25 0.25]
Li1+,Po2+,Ra2+,[27.755858],[0.5  0.25 0.25]
Y3+,Ag1+,Bk3+,[27.74106994],[0.5  0.25 0.25]
Ag1+,Os4+,Ac3+,[27.72159265],[0.5  0.25 0.25]
Li1+,Ce3+,Po2+,[27.72088134],[0.5  0.25 0.25]
Li1+,Y3+,Th4+,[27.71283353],[0.5  0.25 0.25]
Ag1+,Os4+,Np5+,[27.70217944],[0.5  0.25 0.25]
Ag1+,Lu3+,Au3+,[27.70061583],[0.5  0.25 0.25]
Rb1+,Ag1+,Pu4+,[27.6965669],[0.5  0.25 0.25]
Ag1+,Ir3+,Fr1+,[27.69639778],[0.5  0.25 0.25]
Sc3+,Cu2+,Ag1+,[27.67025393],[0.5  0.25 0.25]
Y3+,Ag1+,U6+,[27.66199521],[0.5  0.25 0.25]
K1+,Ho3+,Fr1+,[27.66068021],[0.5  0.25 0.25]
Ag1+,Pt2+,Cm3+,[27.6585987],[0.5  0.25 0.25]
Ag1+,Pt2+,Am3+,[27.6585987],[0.5  0.25 0.25]
Li1+,Sr2+,Cm3+,[27.65719123],[0.5  0.25 0.25]
Ag1+,Lu3+,Os4+,[27.65055127],[0.5  0.25 0.25]
Li1+,Eu3+,Po2+,[27.64879345],[0.5  0.25 0.25]
Nb5+,Ag1+,U6+,[27.64294918],[0.5  0.25 0.25]
Na1+,Ho3+,Fr1+,[27.64269897],[0.5  0.25 0.25]
Ag1+,Ho3+,Ir3+,[27.63912223],[0.5  0.25 0.25]
Ag1+,Sb3+,Au3+,[27.63904971],[0.5  0.25 0.25]
Li1+,Ca2+,Tl1+,[27.63289692],[0.5  0.25 0.25]
Sc3+,Ag1+,Pt2+,[27.62803298],[0.5  0.25 0.25]
Li1+,Na1+,Pb2+,[27.62746474],[0.5  0.25 0.25]
Cr3+,Y3+,Ra2+,[27.62302982],[0.5  0.25 0.25]
Ag1+,Ho3+,U6+,[27.61563937],[0.5  0.25 0.25]
Li1+,V5+,Po2+,[27.61399928],[0.5  0.25 0.25]
Li1+,Be2+,Tb3+,[27.61301028],[0.5  0.25 0.25]
Ag1+,Tb3+,Au3+,[27.60821322],[0.5  0.25 0.25]
Li1+,Zr4+,Po2+,[27.60535505],[0.5  0.25 0.25]
Ca2+,Rb1+,Ac3+,[27.59964325],[0.5  0.25 0.25]
Li1+,Ca2+,Ra2+,[27.5988196],[0.5  0.25 0.25]
Rb1+,Ag1+,Np5+,[27.59612334],[0.5  0.25 0.25]
Li1+,Mg2+,Bi3+,[27.59535747],[0.5  0.25 0.25]
Zr4+,Ag1+,Ir3+,[27.58246922],[0.5  0.25 0.25]
K1+,Tc4+,Fr1+,[27.57781905],[0.5  0.25 0.25]
Mg2+,K1+,Bi3+,[27.56880397],[0.5  0.25 0.25]
Na1+,Mg2+,Th4+,[27.56571121],[0.5  0.25 0.25]
Co3+,Ag1+,U6+,[27.56428089],[0.5  0.25 0.25]
Ag1+,Os4+,Po2+,[27.55748165],[0.5  0.25 0.25]
K1+,Fr1+,Th4+,[27.55564015],[0.5  0.25 0.25]
Ag1+,Re4+,Pu4+,[27.5556164],[0.5  0.25 0.25]
Ag1+,Tm3+,Ir3+,[27.55242756],[0.5  0.25 0.25]
Ag1+,Ho3+,Os4+,[27.54738813],[0.5  0.25 0.25]
Ag1+,Tm3+,Os4+,[27.54738813],[0.5  0.25 0.25]
Ag1+,Cs1+,Hf4+,[27.53887247],[0.5  0.25 0.25]
Li1+,Sr2+,Am3+,[27.53429515],[0.5  0.25 0.25]
Ag1+,Os4+,Ra2+,[27.52191456],[0.5  0.25 0.25]
Ag1+,Re4+,Ra2+,[27.52191456],[0.5  0.25 0.25]
Ag1+,Ba2+,Pa5+,[27.52174237],[0.5  0.25 0.25]
Ag1+,Pr3+,Au3+,[27.52161412],[0.5  0.25 0.25]
Ag1+,Gd3+,Au3+,[27.52151854],[0.5  0.25 0.25]
Sr2+,Ag1+,Bk3+,[27.52033441],[0.5  0.25 0.25]
Li1+,Ca2+,Ac3+,[27.50304965],[0.5  0.25 0.25]
K1+,Sc3+,Ac3+,[27.50092833],[0.5  0.25 0.25]
Ag1+,Nd3+,Re4+,[27.48899559],[0.5  0.25 0.25]
Ag1+,Nd3+,Os4+,[27.48630007],[0.5  0.25 0.25]
Na1+,Mg2+,Bi3+,[27.48303241],[0.5  0.25 0.25]
Na1+,Sc3+,Po2+,[27.47454246],[0.5  0.25 0.25]
Ca2+,Ag1+,Hg1+,[27.47243178],[0.5  0.25 0.25]
Ag1+,Pt2+,Hg1+,[27.4703809],[0.5  0.25 0.25]
