material1,material2,material3,pred_temp,weights
Be2+,Mn2+,Te2+,[10.61723865],[0.5  0.25 0.25]
Rb1+,Re4+,U6+,[10.61658025],[0.5  0.25 0.25]
Ni2+,Sb3+,Tb3+,[10.61462856],[0.5  0.25 0.25]
Gd3+,Tb3+,Dy3+,[10.61418022],[0.5  0.25 0.25]
Al3+,Sr2+,Ce3+,[10.613701],[0.5  0.25 0.25]
Mg2+,V5+,Ho3+,[10.61143419],[0.5  0.25 0.25]
K1+,Cu2+,Pd4+,[10.61079118],[0.5  0.25 0.25]
Na1+,Zn2+,Pa5+,[10.61008035],[0.5  0.25 0.25]
K1+,Fe3+,Pa5+,[10.60939516],[0.5  0.25 0.25]
Be2+,Al3+,Nb5+,[10.60894735],[0.5  0.25 0.25]
Al3+,Cu2+,Au3+,[10.60839324],[0.5  0.25 0.25]
Al3+,Ag1+,Au3+,[10.60830628],[0.5  0.25 0.25]
Ga3+,Cs1+,Th4+,[10.60754723],[0.5  0.25 0.25]
K1+,Mo4+,Sn2+,[10.60724276],[0.5  0.25 0.25]
Sc3+,Ba2+,Yb3+,[10.607206],[0.5  0.25 0.25]
Na1+,Cs1+,Pt2+,[10.60668989],[0.5  0.25 0.25]
Sc3+,Sr2+,Te2+,[10.60583812],[0.5  0.25 0.25]
Sm3+,Tm3+,Lu3+,[10.60512769],[0.5  0.25 0.25]
Zn2+,Pm3+,Fr1+,[10.60511101],[0.5  0.25 0.25]
Eu3+,Ho3+,Tm3+,[10.60496174],[0.5  0.25 0.25]
Eu3+,Er3+,Tm3+,[10.60496174],[0.5  0.25 0.25]
Eu3+,Ho3+,Er3+,[10.60496174],[0.5  0.25 0.25]
Cs1+,Os4+,Pa5+,[10.60450329],[0.5  0.25 0.25]
Fe3+,Sr2+,Ce3+,[10.60436983],[0.5  0.25 0.25]
Al3+,Ni2+,Ra2+,[10.60261534],[0.5  0.25 0.25]
Al3+,Te2+,Ba2+,[10.60140323],[0.5  0.25 0.25]
Nb5+,Cs1+,Th4+,[10.60103665],[0.5  0.25 0.25]
V5+,Cs1+,Po2+,[10.60073894],[0.5  0.25 0.25]
Pr3+,Sm3+,Dy3+,[10.59978515],[0.5  0.25 0.25]
V5+,La3+,Ra2+,[10.5992493],[0.5  0.25 0.25]
Ti4+,Pd4+,Cs1+,[10.59919928],[0.5  0.25 0.25]
Li1+,Mn2+,Po2+,[10.59826648],[0.5  0.25 0.25]
Li1+,Tb3+,Hg1+,[10.5978633],[0.5  0.25 0.25]
Cs1+,Hf4+,Pa5+,[10.59763229],[0.5  0.25 0.25]
Zr4+,Nb5+,In3+,[10.5973991],[0.5  0.25 0.25]
Ho3+,Er3+,Tm3+,[10.597163],[0.5  0.25 0.25]
Be2+,Sm3+,Tb3+,[10.59697317],[0.5  0.25 0.25]
Sc3+,Te2+,Eu3+,[10.59611955],[0.5  0.25 0.25]
V5+,Cs1+,Th4+,[10.59457629],[0.5  0.25 0.25]
Dy3+,Np5+,Bk3+,[10.59359195],[0.5  0.25 0.25]
Rb1+,Mo4+,Sn2+,[10.59329337],[0.5  0.25 0.25]
Be2+,Nb5+,Ce3+,[10.59323322],[0.5  0.25 0.25]
Sm3+,Dy3+,Er3+,[10.59314876],[0.5  0.25 0.25]
Ni2+,Rb1+,Os4+,[10.59275871],[0.5  0.25 0.25]
Cr3+,Te2+,Er3+,[10.59218558],[0.5  0.25 0.25]
Y3+,Cs1+,Hf4+,[10.59159969],[0.5  0.25 0.25]
La3+,Nd3+,Er3+,[10.59072045],[0.5  0.25 0.25]
Ba2+,Fr1+,Bk3+,[10.59020683],[0.5  0.25 0.25]
K1+,Cu2+,Pt2+,[10.5890677],[0.5  0.25 0.25]
K1+,Nb5+,W6+,[10.58901123],[0.5  0.25 0.25]
Be2+,Mn2+,Pr3+,[10.58838679],[0.5  0.25 0.25]
Be2+,Na1+,Np5+,[10.58814384],[0.5  0.25 0.25]
K1+,Sn2+,Sb3+,[10.58805213],[0.5  0.25 0.25]
Li1+,Dy3+,Tl1+,[10.58799864],[0.5  0.25 0.25]
Al3+,Ce3+,Yb3+,[10.58675406],[0.5  0.25 0.25]
Be2+,Sb3+,Pm3+,[10.58598829],[0.5  0.25 0.25]
Sr2+,Tb3+,Yb3+,[10.58580789],[0.5  0.25 0.25]
Dy3+,Np5+,Am3+,[10.58549575],[0.5  0.25 0.25]
Na1+,Fe3+,Pt2+,[10.58409887],[0.5  0.25 0.25]
Zn2+,Y3+,Nd3+,[10.58350661],[0.5  0.25 0.25]
K1+,V5+,Ir3+,[10.58332995],[0.5  0.25 0.25]
Eu3+,Fr1+,Ra2+,[10.58271331],[0.5  0.25 0.25]
Ti4+,Dy3+,Fr1+,[10.58263026],[0.5  0.25 0.25]
K1+,Tc4+,In3+,[10.58096774],[0.5  0.25 0.25]
Pr3+,Eu3+,Tb3+,[10.58045042],[0.5  0.25 0.25]
Pr3+,Eu3+,Dy3+,[10.58045042],[0.5  0.25 0.25]
Sc3+,Pm3+,Lu3+,[10.57696427],[0.5  0.25 0.25]
Ba2+,Eu3+,Am3+,[10.57686937],[0.5  0.25 0.25]
Pr3+,Gd3+,Er3+,[10.57683294],[0.5  0.25 0.25]
Fe3+,Nb5+,Ho3+,[10.57633155],[0.5  0.25 0.25]
Nb5+,Cs1+,Pb2+,[10.57473953],[0.5  0.25 0.25]
Mn2+,Pd4+,Cs1+,[10.57448043],[0.5  0.25 0.25]
Pr3+,Po2+,Bk3+,[10.5731809],[0.5  0.25 0.25]
Y3+,Ag1+,Pb2+,[10.57259998],[0.5  0.25 0.25]
Mn2+,Rb1+,Au3+,[10.57221862],[0.5  0.25 0.25]
Mn2+,Rb1+,Ir3+,[10.57210129],[0.5  0.25 0.25]
Be2+,Te2+,Gd3+,[10.57153592],[0.5  0.25 0.25]
Be2+,Sb3+,Nd3+,[10.57151506],[0.5  0.25 0.25]
Fe3+,Sb3+,La3+,[10.56953873],[0.5  0.25 0.25]
V5+,Cs1+,Ho3+,[10.56888569],[0.5  0.25 0.25]
Nd3+,Eu3+,Lu3+,[10.5688289],[0.5  0.25 0.25]
Be2+,Sb3+,La3+,[10.56857401],[0.5  0.25 0.25]
Rb1+,Cd2+,Tl1+,[10.56803728],[0.5  0.25 0.25]
K1+,Sn2+,Ir3+,[10.56728042],[0.5  0.25 0.25]
Mg2+,Mn2+,Yb3+,[10.5672743],[0.5  0.25 0.25]
Sc3+,Nd3+,Lu3+,[10.56591385],[0.5  0.25 0.25]
V5+,Sr2+,Pb2+,[10.56546501],[0.5  0.25 0.25]
Ti4+,Sb3+,Fr1+,[10.56390637],[0.5  0.25 0.25]
Fe3+,Sb3+,Tb3+,[10.56274106],[0.5  0.25 0.25]
K1+,Ru3+,Pb2+,[10.56269202],[0.5  0.25 0.25]
Ba2+,La3+,Ac3+,[10.56224138],[0.5  0.25 0.25]
Be2+,Fe3+,Y3+,[10.56150156],[0.5  0.25 0.25]
Mg2+,V5+,Tb3+,[10.56044133],[0.5  0.25 0.25]
Zn2+,Nb5+,Pm3+,[10.56033102],[0.5  0.25 0.25]
Cu2+,Rb1+,Pd4+,[10.56001242],[0.5  0.25 0.25]
Ba2+,Pr3+,Yb3+,[10.5593472],[0.5  0.25 0.25]
Ti4+,Ag1+,Th4+,[10.55898626],[0.5  0.25 0.25]
Ca2+,Mn2+,In3+,[10.55751086],[0.5  0.25 0.25]
Al3+,Ti4+,Sr2+,[10.5570183],[0.5  0.25 0.25]
Co3+,Pd4+,Ho3+,[10.5568428],[0.5  0.25 0.25]
Na1+,Rh3+,Ba2+,[10.55586366],[0.5  0.25 0.25]
Nd3+,Ho3+,Lu3+,[10.55554768],[0.5  0.25 0.25]
Rb1+,Pb2+,Pa5+,[10.55409709],[0.5  0.25 0.25]
Sc3+,Ti4+,Ho3+,[10.55224515],[0.5  0.25 0.25]
Ba2+,Fr1+,Am3+,[10.55216325],[0.5  0.25 0.25]
Ba2+,Pm3+,U6+,[10.5516974],[0.5  0.25 0.25]
V5+,Yb3+,Ta5+,[10.55037292],[0.5  0.25 0.25]
Tc4+,Yb3+,Pb2+,[10.55019853],[0.5  0.25 0.25]
Pr3+,Eu3+,Tm3+,[10.54755098],[0.5  0.25 0.25]
Al3+,Ba2+,Nd3+,[10.54502087],[0.5  0.25 0.25]
V5+,Ga3+,Mo4+,[10.54460788],[0.5  0.25 0.25]
Be2+,Cr3+,La3+,[10.54398783],[0.5  0.25 0.25]
Be2+,Cs1+,Am3+,[10.54334133],[0.5  0.25 0.25]
Pr3+,Eu3+,Er3+,[10.54314341],[0.5  0.25 0.25]
K1+,Pm3+,Er3+,[10.54224225],[0.5  0.25 0.25]
Nb5+,In3+,Yb3+,[10.54159051],[0.5  0.25 0.25]
Nb5+,Cs1+,Pt2+,[10.54134366],[0.5  0.25 0.25]
Cr3+,Te2+,Pr3+,[10.54014692],[0.5  0.25 0.25]
Pr3+,Er3+,Tm3+,[10.53955188],[0.5  0.25 0.25]
Sm3+,Er3+,Lu3+,[10.53948063],[0.5  0.25 0.25]
Sm3+,Ho3+,Lu3+,[10.53948063],[0.5  0.25 0.25]
Zn2+,Nb5+,Pr3+,[10.53918416],[0.5  0.25 0.25]
K1+,Fe3+,W6+,[10.53865642],[0.5  0.25 0.25]
Ba2+,Pb2+,Ra2+,[10.53717907],[0.5  0.25 0.25]
Na1+,Ca2+,V5+,[10.53705095],[0.5  0.25 0.25]
Sc3+,Pm3+,Tm3+,[10.53660266],[0.5  0.25 0.25]
Pr3+,Ho3+,Er3+,[10.53647905],[0.5  0.25 0.25]
K1+,Mo4+,Te2+,[10.53527655],[0.5  0.25 0.25]
K1+,Pd4+,La3+,[10.53414416],[0.5  0.25 0.25]
La3+,Pm3+,Dy3+,[10.53206891],[0.5  0.25 0.25]
Rb1+,Ru3+,Rh3+,[10.5316145],[0.5  0.25 0.25]
Ba2+,Pr3+,Ra2+,[10.53158659],[0.5  0.25 0.25]
Sc3+,Nd3+,Tm3+,[10.53117084],[0.5  0.25 0.25]
Ti4+,Cs1+,Eu3+,[10.531151],[0.5  0.25 0.25]
Mg2+,Zn2+,Cd2+,[10.53040155],[0.5  0.25 0.25]
Cs1+,Nd3+,Tl1+,[10.52978653],[0.5  0.25 0.25]
Pr3+,Pm3+,U6+,[10.52974879],[0.5  0.25 0.25]
V5+,Cs1+,Tl1+,[10.52921934],[0.5  0.25 0.25]
Al3+,Mn2+,Yb3+,[10.52791245],[0.5  0.25 0.25]
Rb1+,In3+,Pt2+,[10.5270219],[0.5  0.25 0.25]
Ti4+,Te2+,Pr3+,[10.52685297],[0.5  0.25 0.25]
Al3+,Sr2+,Tl1+,[10.52671418],[0.5  0.25 0.25]
Be2+,V5+,Sr2+,[10.52652137],[0.5  0.25 0.25]
Ca2+,Sb3+,Ce3+,[10.52625546],[0.5  0.25 0.25]
Rb1+,Zr4+,Pd4+,[10.52613888],[0.5  0.25 0.25]
K1+,Fe3+,Pt2+,[10.52489106],[0.5  0.25 0.25]
Al3+,Ga3+,Y3+,[10.52415817],[0.5  0.25 0.25]
Pm3+,Ho3+,Tm3+,[10.52256519],[0.5  0.25 0.25]
Pr3+,Hg1+,Bk3+,[10.52229363],[0.5  0.25 0.25]
K1+,Mn2+,Pb2+,[10.52199951],[0.5  0.25 0.25]
Pm3+,Tm3+,U6+,[10.52137996],[0.5  0.25 0.25]
Zn2+,Nb5+,Tb3+,[10.52133703],[0.5  0.25 0.25]
Ba2+,Eu3+,Bk3+,[10.52133046],[0.5  0.25 0.25]
Pr3+,Tb3+,Er3+,[10.52071918],[0.5  0.25 0.25]
Ga3+,Rb1+,Po2+,[10.52055812],[0.5  0.25 0.25]
Rb1+,Pd4+,Re4+,[10.52044931],[0.5  0.25 0.25]
Fe3+,Ni2+,Cs1+,[10.51963664],[0.5  0.25 0.25]
Na1+,In3+,Tl1+,[10.51908235],[0.5  0.25 0.25]
Sb3+,Cs1+,Ba2+,[10.51832844],[0.5  0.25 0.25]
Cs1+,Pt2+,Tl1+,[10.51760981],[0.5  0.25 0.25]
Pr3+,Nd3+,U6+,[10.51754391],[0.5  0.25 0.25]
Cs1+,Nd3+,Pb2+,[10.51654556],[0.5  0.25 0.25]
Fe3+,Zr4+,Ho3+,[10.51310774],[0.5  0.25 0.25]
Nd3+,Er3+,Lu3+,[10.51251564],[0.5  0.25 0.25]
Co3+,Pd4+,Cs1+,[10.51219751],[0.5  0.25 0.25]
Pr3+,Dy3+,Er3+,[10.51042893],[0.5  0.25 0.25]
K1+,Zr4+,Ir3+,[10.51025083],[0.5  0.25 0.25]
Ce3+,Eu3+,Bk3+,[10.50945538],[0.5  0.25 0.25]
Mn2+,Te2+,Sm3+,[10.5077609],[0.5  0.25 0.25]
K1+,Ni2+,Ru3+,[10.50638591],[0.5  0.25 0.25]
Nb5+,Cs1+,Pa5+,[10.50628716],[0.5  0.25 0.25]
Mg2+,Ni2+,Zr4+,[10.50616654],[0.5  0.25 0.25]
Be2+,Mn2+,Nd3+,[10.50615548],[0.5  0.25 0.25]
Al3+,Ba2+,Pm3+,[10.5056123],[0.5  0.25 0.25]
Rb1+,Sr2+,Re4+,[10.50496128],[0.5  0.25 0.25]
Sc3+,Gd3+,Ho3+,[10.50473249],[0.5  0.25 0.25]
Pr3+,Sm3+,Er3+,[10.5045382],[0.5  0.25 0.25]
Sr2+,Sn2+,Ra2+,[10.5044559],[0.5  0.25 0.25]
Ti4+,Mn2+,Ba2+,[10.50405919],[0.5  0.25 0.25]
V5+,Y3+,Mo4+,[10.50292965],[0.5  0.25 0.25]
Ti4+,Ag1+,Tl1+,[10.50288492],[0.5  0.25 0.25]
Sr2+,Yb3+,Po2+,[10.50283158],[0.5  0.25 0.25]
Pr3+,Tm3+,Lu3+,[10.50174527],[0.5  0.25 0.25]
Pr3+,Nd3+,Ho3+,[10.50159268],[0.5  0.25 0.25]
Ca2+,Cr3+,Cs1+,[10.50124026],[0.5  0.25 0.25]
Cs1+,Re4+,Pb2+,[10.49763609],[0.5  0.25 0.25]
Ce3+,Er3+,Cm3+,[10.49653698],[0.5  0.25 0.25]
Zr4+,Cs1+,Re4+,[10.49585185],[0.5  0.25 0.25]
La3+,Pm3+,Ho3+,[10.49478768],[0.5  0.25 0.25]
Cu2+,Ag1+,Ba2+,[10.49403976],[0.5  0.25 0.25]
Cs1+,Pm3+,Gd3+,[10.4927656],[0.5  0.25 0.25]
Al3+,Sb3+,Pm3+,[10.4927002],[0.5  0.25 0.25]
Sc3+,Ti4+,Sr2+,[10.49259612],[0.5  0.25 0.25]
Ca2+,Rb1+,Au3+,[10.49176168],[0.5  0.25 0.25]
Nb5+,Th4+,Pa5+,[10.49135657],[0.5  0.25 0.25]
Eu3+,Ho3+,Bk3+,[10.49058316],[0.5  0.25 0.25]
Pr3+,Tm3+,Cm3+,[10.49035345],[0.5  0.25 0.25]
Ca2+,Cr3+,Nd3+,[10.49033227],[0.5  0.25 0.25]
Ti4+,Gd3+,Fr1+,[10.48986226],[0.5  0.25 0.25]
K1+,Ru3+,Sn2+,[10.48982435],[0.5  0.25 0.25]
Sm3+,Tm3+,Cm3+,[10.48857875],[0.5  0.25 0.25]
Pr3+,Nd3+,Tm3+,[10.48846968],[0.5  0.25 0.25]
Ba2+,Ho3+,Er3+,[10.48818261],[0.5  0.25 0.25]
Ba2+,Fr1+,Cm3+,[10.48773207],[0.5  0.25 0.25]
Ti4+,Rb1+,Yb3+,[10.48739396],[0.5  0.25 0.25]
Cs1+,Ta5+,Pt2+,[10.4873497],[0.5  0.25 0.25]
Ba2+,Ra2+,U6+,[10.48645711],[0.5  0.25 0.25]
Mg2+,Te2+,Ba2+,[10.48626873],[0.5  0.25 0.25]
Sr2+,Re4+,Pa5+,[10.48622333],[0.5  0.25 0.25]
Rb1+,Y3+,Pd4+,[10.48358522],[0.5  0.25 0.25]
Y3+,Ba2+,Ac3+,[10.48328162],[0.5  0.25 0.25]
Eu3+,Tb3+,Cm3+,[10.48273627],[0.5  0.25 0.25]
Pm3+,Er3+,Tm3+,[10.48228157],[0.5  0.25 0.25]
Nd3+,Ho3+,Er3+,[10.48228157],[0.5  0.25 0.25]
Pm3+,Ho3+,Er3+,[10.48228157],[0.5  0.25 0.25]
Al3+,Ti4+,Ba2+,[10.48182812],[0.5  0.25 0.25]
Y3+,La3+,Eu3+,[10.48160956],[0.5  0.25 0.25]
Cs1+,Nd3+,Pa5+,[10.48138275],[0.5  0.25 0.25]
Na1+,Sr2+,Ir3+,[10.48025471],[0.5  0.25 0.25]
Mg2+,Ga3+,In3+,[10.48008452],[0.5  0.25 0.25]
Mg2+,Zr4+,Yb3+,[10.47942062],[0.5  0.25 0.25]
Sc3+,Ga3+,La3+,[10.4793986],[0.5  0.25 0.25]
Sm3+,Tm3+,Bk3+,[10.47923032],[0.5  0.25 0.25]
Mn2+,Cd2+,Sm3+,[10.47889554],[0.5  0.25 0.25]
K1+,Ca2+,Os4+,[10.47887464],[0.5  0.25 0.25]
Tc4+,Cs1+,Pb2+,[10.47884394],[0.5  0.25 0.25]
K1+,Zr4+,Ru3+,[10.4778986],[0.5  0.25 0.25]
Be2+,Mn2+,In3+,[10.4772128],[0.5  0.25 0.25]
Sr2+,Re4+,U6+,[10.47680868],[0.5  0.25 0.25]
Be2+,Ga3+,Te2+,[10.47639212],[0.5  0.25 0.25]
Zr4+,Ba2+,Pm3+,[10.47517742],[0.5  0.25 0.25]
Er3+,Lu3+,Ac3+,[10.47411837],[0.5  0.25 0.25]
Ba2+,Po2+,Bk3+,[10.4740781],[0.5  0.25 0.25]
Pr3+,Ho3+,Tm3+,[10.47390482],[0.5  0.25 0.25]
Cs1+,Hf4+,Th4+,[10.47303705],[0.5  0.25 0.25]
Na1+,Cr3+,Nd3+,[10.47257265],[0.5  0.25 0.25]
Pm3+,Ho3+,Lu3+,[10.47220052],[0.5  0.25 0.25]
Pm3+,Er3+,Lu3+,[10.47220052],[0.5  0.25 0.25]
Cs1+,Pt2+,Th4+,[10.47214096],[0.5  0.25 0.25]
Pm3+,Eu3+,Lu3+,[10.47175327],[0.5  0.25 0.25]
Sr2+,Tl1+,Pb2+,[10.4695225],[0.5  0.25 0.25]
Nb5+,Ta5+,Pa5+,[10.46936098],[0.5  0.25 0.25]
Nd3+,Er3+,Tm3+,[10.46919894],[0.5  0.25 0.25]
Nd3+,Ho3+,Tm3+,[10.46919894],[0.5  0.25 0.25]
Eu3+,Er3+,Cm3+,[10.46915059],[0.5  0.25 0.25]
Pr3+,Nd3+,Er3+,[10.46894447],[0.5  0.25 0.25]
Sm3+,Er3+,Cm3+,[10.46869659],[0.5  0.25 0.25]
Sc3+,Sm3+,Ra2+,[10.46829058],[0.5  0.25 0.25]
Be2+,Ga3+,Sb3+,[10.46774939],[0.5  0.25 0.25]
K1+,Ni2+,Cu2+,[10.46743604],[0.5  0.25 0.25]
Cs1+,Eu3+,U6+,[10.46718283],[0.5  0.25 0.25]
K1+,Pd4+,Eu3+,[10.46709685],[0.5  0.25 0.25]
Y3+,Tb3+,Ra2+,[10.46599245],[0.5  0.25 0.25]
Ca2+,V5+,Pm3+,[10.4659234],[0.5  0.25 0.25]
Li1+,Pr3+,Pu4+,[10.46439203],[0.5  0.25 0.25]
K1+,Ti4+,Pd4+,[10.46197701],[0.5  0.25 0.25]
Sc3+,Dy3+,Ra2+,[10.46128248],[0.5  0.25 0.25]
Pr3+,Tm3+,Bk3+,[10.46119987],[0.5  0.25 0.25]
K1+,Pd4+,Yb3+,[10.46102057],[0.5  0.25 0.25]
Mg2+,Pd4+,Ir3+,[10.46101313],[0.5  0.25 0.25]
Cr3+,Zn2+,Ac3+,[10.4609325],[0.5  0.25 0.25]
Cs1+,Re4+,Pt2+,[10.46080149],[0.5  0.25 0.25]
K1+,Te2+,Hf4+,[10.46078247],[0.5  0.25 0.25]
Sc3+,Sr2+,Ba2+,[10.46060495],[0.5  0.25 0.25]
La3+,Tm3+,Lu3+,[10.459083],[0.5  0.25 0.25]
Ti4+,Y3+,Ba2+,[10.45844248],[0.5  0.25 0.25]
Be2+,Ti4+,Sn2+,[10.45799241],[0.5  0.25 0.25]
Rb1+,Yb3+,Tl1+,[10.45784847],[0.5  0.25 0.25]
Y3+,Ce3+,Sm3+,[10.45717523],[0.5  0.25 0.25]
Rb1+,Ta5+,Pb2+,[10.45680083],[0.5  0.25 0.25]
Zr4+,Nb5+,Tl1+,[10.45654289],[0.5  0.25 0.25]
Sr2+,Rh3+,Cs1+,[10.45591442],[0.5  0.25 0.25]
Sm3+,Ho3+,Bk3+,[10.45500886],[0.5  0.25 0.25]
Zn2+,Zr4+,Tm3+,[10.45401477],[0.5  0.25 0.25]
Zn2+,Sn2+,Sm3+,[10.45379265],[0.5  0.25 0.25]
Rb1+,Ru3+,Fr1+,[10.4533241],[0.5  0.25 0.25]
Cs1+,Lu3+,U6+,[10.45240424],[0.5  0.25 0.25]
Be2+,In3+,Pm3+,[10.45223145],[0.5  0.25 0.25]
Ba2+,Nd3+,U6+,[10.45215679],[0.5  0.25 0.25]
Ba2+,Po2+,Ac3+,[10.45152938],[0.5  0.25 0.25]
Pr3+,Eu3+,Ho3+,[10.45147918],[0.5  0.25 0.25]
Co3+,Rb1+,Nb5+,[10.45127416],[0.5  0.25 0.25]
La3+,Er3+,Lu3+,[10.45120421],[0.5  0.25 0.25]
La3+,Ho3+,Lu3+,[10.45120421],[0.5  0.25 0.25]
Al3+,Sc3+,Sb3+,[10.4510711],[0.5  0.25 0.25]
K1+,Nb5+,Rh3+,[10.45073843],[0.5  0.25 0.25]
Pr3+,Tb3+,Dy3+,[10.45046993],[0.5  0.25 0.25]
Be2+,Cu2+,La3+,[10.44996034],[0.5  0.25 0.25]
Ba2+,Pb2+,Po2+,[10.44981566],[0.5  0.25 0.25]
Nd3+,Pm3+,Er3+,[10.44902507],[0.5  0.25 0.25]
La3+,Pm3+,Er3+,[10.4485734],[0.5  0.25 0.25]
Be2+,Te2+,Pm3+,[10.44822522],[0.5  0.25 0.25]
Be2+,Co3+,Eu3+,[10.44817956],[0.5  0.25 0.25]
Mg2+,V5+,Cs1+,[10.44803793],[0.5  0.25 0.25]
Zn2+,Sn2+,La3+,[10.44775476],[0.5  0.25 0.25]
Cu2+,Ag1+,Fr1+,[10.44732557],[0.5  0.25 0.25]
Co3+,Te2+,Sm3+,[10.44703875],[0.5  0.25 0.25]
Rb1+,Os4+,Pa5+,[10.44581367],[0.5  0.25 0.25]
Nd3+,Tm3+,U6+,[10.44463936],[0.5  0.25 0.25]
Cr3+,Sb3+,Dy3+,[10.4444045],[0.5  0.25 0.25]
Ba2+,Po2+,Cm3+,[10.44389912],[0.5  0.25 0.25]
Zn2+,Ga3+,Sm3+,[10.4433428],[0.5  0.25 0.25]
Rb1+,Pd4+,Tl1+,[10.44242471],[0.5  0.25 0.25]
Ca2+,Sr2+,Hg1+,[10.44215715],[0.5  0.25 0.25]
Ni2+,Zr4+,Yb3+,[10.44161611],[0.5  0.25 0.25]
Rb1+,In3+,Re4+,[10.44022887],[0.5  0.25 0.25]
Cr3+,Ga3+,Mo4+,[10.44004043],[0.5  0.25 0.25]
K1+,Rh3+,Ta5+,[10.43994361],[0.5  0.25 0.25]
Mg2+,Ti4+,Nd3+,[10.43761637],[0.5  0.25 0.25]
Sc3+,Ti4+,La3+,[10.43584604],[0.5  0.25 0.25]
Al3+,Sn2+,Ce3+,[10.43525035],[0.5  0.25 0.25]
K1+,Co3+,Pa5+,[10.43323928],[0.5  0.25 0.25]
Ga3+,Cs1+,Ta5+,[10.433142],[0.5  0.25 0.25]
Sc3+,Tb3+,Ra2+,[10.43303938],[0.5  0.25 0.25]
La3+,Nd3+,Tm3+,[10.43275751],[0.5  0.25 0.25]
La3+,Pm3+,Tm3+,[10.43275751],[0.5  0.25 0.25]
Cs1+,Pr3+,Dy3+,[10.43215334],[0.5  0.25 0.25]
Rb1+,Tc4+,Rh3+,[10.43042317],[0.5  0.25 0.25]
Ti4+,Y3+,Ce3+,[10.42992452],[0.5  0.25 0.25]
Nb5+,Hf4+,Tl1+,[10.42930882],[0.5  0.25 0.25]
Fe3+,Sn2+,Ho3+,[10.42818661],[0.5  0.25 0.25]
Cs1+,Tm3+,Pb2+,[10.42696646],[0.5  0.25 0.25]
Rb1+,Cd2+,Os4+,[10.42553445],[0.5  0.25 0.25]
Al3+,Fe3+,Ra2+,[10.42537625],[0.5  0.25 0.25]
Ba2+,Po2+,U6+,[10.42518537],[0.5  0.25 0.25]
Ti4+,Cs1+,Sm3+,[10.42473743],[0.5  0.25 0.25]
Li1+,La3+,Bk3+,[10.4247019],[0.5  0.25 0.25]
Mn2+,Sb3+,Ho3+,[10.42437439],[0.5  0.25 0.25]
Eu3+,Dy3+,Cm3+,[10.42386232],[0.5  0.25 0.25]
Cs1+,Ba2+,Pa5+,[10.42221754],[0.5  0.25 0.25]
Cs1+,Tm3+,U6+,[10.42152679],[0.5  0.25 0.25]
Rb1+,Sr2+,Zr4+,[10.42151182],[0.5  0.25 0.25]
Sm3+,Np5+,Cm3+,[10.420922],[0.5  0.25 0.25]
Nd3+,Sm3+,Eu3+,[10.41942054],[0.5  0.25 0.25]
V5+,Nb5+,In3+,[10.41909589],[0.5  0.25 0.25]
Ti4+,Zn2+,Sm3+,[10.41764767],[0.5  0.25 0.25]
La3+,Pr3+,Ra2+,[10.41706946],[0.5  0.25 0.25]
Li1+,Tb3+,Dy3+,[10.41534387],[0.5  0.25 0.25]
K1+,Cu2+,Mo4+,[10.41518872],[0.5  0.25 0.25]
K1+,Ag1+,Os4+,[10.4151022],[0.5  0.25 0.25]
Ca2+,Zr4+,Mo4+,[10.41485456],[0.5  0.25 0.25]
Li1+,In3+,Pu4+,[10.41313164],[0.5  0.25 0.25]
Na1+,Co3+,Pt2+,[10.41285227],[0.5  0.25 0.25]
Rb1+,Yb3+,Re4+,[10.41264205],[0.5  0.25 0.25]
Zn2+,In3+,Sn2+,[10.40925362],[0.5  0.25 0.25]
Cs1+,Sm3+,U6+,[10.4091156],[0.5  0.25 0.25]
Y3+,Ba2+,Ce3+,[10.40904729],[0.5  0.25 0.25]
Mg2+,In3+,Eu3+,[10.40871012],[0.5  0.25 0.25]
Nb5+,Hf4+,Pb2+,[10.40830455],[0.5  0.25 0.25]
V5+,Y3+,Te2+,[10.40767669],[0.5  0.25 0.25]
Ce3+,Eu3+,Cm3+,[10.40730317],[0.5  0.25 0.25]
Pr3+,Nd3+,Lu3+,[10.40725556],[0.5  0.25 0.25]
Rb1+,Eu3+,Lu3+,[10.40704686],[0.5  0.25 0.25]
Rb1+,Os4+,Th4+,[10.40700165],[0.5  0.25 0.25]
Cs1+,Re4+,Po2+,[10.4068866],[0.5  0.25 0.25]
La3+,Eu3+,Bk3+,[10.40557257],[0.5  0.25 0.25]
Be2+,V5+,Cd2+,[10.40469472],[0.5  0.25 0.25]
Pr3+,Gd3+,Tb3+,[10.40374024],[0.5  0.25 0.25]
Pr3+,Gd3+,Dy3+,[10.40374024],[0.5  0.25 0.25]
Sc3+,Ba2+,Sm3+,[10.40310037],[0.5  0.25 0.25]
Na1+,Pb2+,Ra2+,[10.40273075],[0.5  0.25 0.25]
K1+,Mn2+,Ru3+,[10.40232874],[0.5  0.25 0.25]
K1+,Zr4+,Os4+,[10.4022539],[0.5  0.25 0.25]
Gd3+,Hg1+,Np5+,[10.40211349],[0.5  0.25 0.25]
Zn2+,Sr2+,Gd3+,[10.40198146],[0.5  0.25 0.25]
Eu3+,Np5+,Bk3+,[10.40158734],[0.5  0.25 0.25]
Rb1+,Ta5+,U6+,[10.40155355],[0.5  0.25 0.25]
Rb1+,Pd4+,Os4+,[10.40130898],[0.5  0.25 0.25]
