material1,material2,pred_temp,weights
Na1+,Zr4+,[19.11329874],[0.75 0.25]
Li1+,Ac3+,[19.10495746],[0.75 0.25]
Y3+,Ra2+,[19.09584438],[0.75 0.25]
Mg2+,Ba2+,[19.09253727],[0.75 0.25]
Mg2+,Y3+,[19.07688766],[0.75 0.25]
Li1+,Fr1+,[19.07306123],[0.75 0.25]
Yb3+,Fr1+,[19.07184549],[0.75 0.25]
Tb3+,Fr1+,[19.06162744],[0.75 0.25]
Be2+,Y3+,[19.05905577],[0.75 0.25]
Ca2+,Eu3+,[19.05330493],[0.75 0.25]
Mn4+,Rb1+,[19.03644612],[0.75 0.25]
Ti4+,Pr3+,[19.01778864],[0.75 0.25]
Al3+,La3+,[19.01502251],[0.75 0.25]
Ti4+,Ba2+,[19.01137193],[0.75 0.25]
V5+,Fr1+,[19.00421384],[0.75 0.25]
Cu2+,Rb1+,[19.00329151],[0.75 0.25]
Na1+,Lu3+,[19.00243002],[0.75 0.25]
V5+,Ra2+,[18.99883463],[0.75 0.25]
Li1+,Rb1+,[18.9872511],[0.75 0.25]
Cr3+,Sr2+,[18.98576564],[0.75 0.25]
Fe3+,Fr1+,[18.98191464],[0.75 0.25]
Ca2+,Nb5+,[18.95824212],[0.75 0.25]
Na1+,Nb5+,[18.95200375],[0.75 0.25]
Sr2+,Pr3+,[18.94585677],[0.75 0.25]
Sr2+,Tb3+,[18.94526541],[0.75 0.25]
Sr2+,Dy3+,[18.94412196],[0.75 0.25]
Be2+,Po4+,[18.94408367],[0.75 0.25]
Mg2+,Ti4+,[18.9199338],[0.75 0.25]
Al3+,Ra2+,[18.90034182],[0.75 0.25]
Be2+,Mn4+,[18.88725395],[0.75 0.25]
Y3+,Ba2+,[18.8830642],[0.75 0.25]
Al3+,Ti4+,[18.85954763],[0.75 0.25]
Na1+,Ca2+,[18.81764433],[0.75 0.25]
Cr3+,Ba2+,[18.81675122],[0.75 0.25]
Ti4+,Zr4+,[18.80041199],[0.75 0.25]
Al3+,Fe3+,[18.78820912],[0.75 0.25]
Be2+,Pm3+,[18.78621378],[0.75 0.25]
Be2+,Nd3+,[18.78590666],[0.75 0.25]
V5+,Y3+,[18.78555778],[0.75 0.25]
Al3+,Mn4+,[18.7800066],[0.75 0.25]
Zn2+,Rb1+,[18.77529037],[0.75 0.25]
Cd2+,Cs1+,[18.76442937],[0.75 0.25]
Be2+,Pr3+,[18.71782789],[0.75 0.25]
Sc3+,Yb3+,[18.7157916],[0.75 0.25]
Mg2+,Sc3+,[18.71039213],[0.75 0.25]
Be2+,Sn4+,[18.67570906],[0.75 0.25]
Al3+,Y3+,[18.67530926],[0.75 0.25]
Zr4+,Ba2+,[18.67421217],[0.75 0.25]
Al3+,Rb1+,[18.66537848],[0.75 0.25]
Na1+,Y3+,[18.66491587],[0.75 0.25]
Al3+,Sc3+,[18.66240566],[0.75 0.25]
Co3+,Rb1+,[18.64961405],[0.75 0.25]
Li1+,V5+,[18.6464949],[0.75 0.25]
Fe3+,Rb1+,[18.64168878],[0.75 0.25]
Sr2+,Sm3+,[18.63315582],[0.75 0.25]
Y3+,Eu3+,[18.61797071],[0.75 0.25]
Na1+,Ho3+,[18.56233319],[0.75 0.25]
Y3+,Yb3+,[18.56175469],[0.75 0.25]
Be2+,Sm3+,[18.55062434],[0.75 0.25]
Be2+,Yb3+,[18.52124336],[0.75 0.25]
Li1+,Nd3+,[18.51583627],[0.75 0.25]
Be2+,Ca2+,[18.50810927],[0.75 0.25]
Sr2+,Gd3+,[18.4750863],[0.75 0.25]
Li1+,Pm3+,[18.46981929],[0.75 0.25]
Mg2+,Cu2+,[18.46606293],[0.75 0.25]
V5+,Eu3+,[18.4489816],[0.75 0.25]
Na1+,Eu3+,[18.44829711],[0.75 0.25]
Ca2+,Yb3+,[18.43053161],[0.75 0.25]
Fe3+,Sr2+,[18.41646672],[0.75 0.25]
Na1+,Tm3+,[18.41123865],[0.75 0.25]
Li1+,Pr3+,[18.39139464],[0.75 0.25]
Ca2+,Zr4+,[18.38403451],[0.75 0.25]
Mg2+,V5+,[18.37954607],[0.75 0.25]
Ti4+,Sr2+,[18.37807098],[0.75 0.25]
Li1+,Ba2+,[18.3743343],[0.75 0.25]
Al3+,Zr4+,[18.37385099],[0.75 0.25]
Li1+,Tm3+,[18.37265295],[0.75 0.25]
Mg2+,Fe3+,[18.36089438],[0.75 0.25]
Na1+,Nd3+,[18.35483907],[0.75 0.25]
Mg2+,Eu3+,[18.34865765],[0.75 0.25]
Mg2+,La3+,[18.3483831],[0.75 0.25]
Ca2+,Nd3+,[18.33894721],[0.75 0.25]
Be2+,Tb3+,[18.32758575],[0.75 0.25]
Be2+,Dy3+,[18.32758575],[0.75 0.25]
Mg2+,K1+,[18.31825665],[0.75 0.25]
Ca2+,Pr3+,[18.31525154],[0.75 0.25]
Be2+,Gd3+,[18.31411525],[0.75 0.25]
Y3+,Pr3+,[18.29479039],[0.75 0.25]
Ti4+,Yb3+,[18.29401232],[0.75 0.25]
Mg2+,Zr4+,[18.2866221],[0.75 0.25]
Al3+,Sr2+,[18.28355666],[0.75 0.25]
Be2+,Zn2+,[18.27912555],[0.75 0.25]
Be2+,Zr4+,[18.27280836],[0.75 0.25]
Na1+,Mo6+,[18.27203411],[0.75 0.25]
Al3+,Ce4+,[18.27066535],[0.75 0.25]
Sr2+,Yb3+,[18.25716108],[0.75 0.25]
Al3+,Eu3+,[18.25697306],[0.75 0.25]
Na1+,Pm3+,[18.25373612],[0.75 0.25]
Li1+,Ho3+,[18.24589195],[0.75 0.25]
Al3+,Ba2+,[18.24280509],[0.75 0.25]
Li1+,Ce4+,[18.19385245],[0.75 0.25]
Na1+,Sm3+,[18.19168939],[0.75 0.25]
Na1+,Pr3+,[18.19139264],[0.75 0.25]
Na1+,Yb3+,[18.19121805],[0.75 0.25]
Li1+,Sm3+,[18.16181071],[0.75 0.25]
Ca2+,Tm3+,[18.15575718],[0.75 0.25]
Mg2+,Pr3+,[18.1487716],[0.75 0.25]
Li1+,La3+,[18.14614638],[0.75 0.25]
Mg2+,Co3+,[18.14170869],[0.75 0.25]
Li1+,Zr4+,[18.13040806],[0.75 0.25]
Mg2+,Ce4+,[18.12859494],[0.75 0.25]
Ca2+,Er3+,[18.11612293],[0.75 0.25]
Mg2+,Nd3+,[18.11335884],[0.75 0.25]
Na1+,Tb3+,[18.11168011],[0.75 0.25]
Na1+,Gd3+,[18.10427742],[0.75 0.25]
Fe3+,Ba2+,[18.0972294],[0.75 0.25]
Al3+,Pr3+,[18.09361625],[0.75 0.25]
Li1+,Gd3+,[18.03055697],[0.75 0.25]
Al3+,Nd3+,[18.02208346],[0.75 0.25]
Li1+,Yb3+,[18.00281457],[0.75 0.25]
Mg2+,Ni2+,[17.998372],[0.75 0.25]
Li1+,Eu3+,[17.99785832],[0.75 0.25]
Na1+,Dy3+,[17.98780199],[0.75 0.25]
Be2+,Er3+,[17.96519174],[0.75 0.25]
Li1+,Tb3+,[17.95620454],[0.75 0.25]
Al3+,Pm3+,[17.94931],[0.75 0.25]
Mg2+,Ca2+,[17.94406544],[0.75 0.25]
Ca2+,Ho3+,[17.92689659],[0.75 0.25]
Mg2+,In3+,[17.91368037],[0.75 0.25]
Be2+,Fe3+,[17.90881817],[0.75 0.25]
Mg2+,Sn4+,[17.88883006],[0.75 0.25]
Li1+,Dy3+,[17.88864809],[0.75 0.25]
Mg2+,Mn4+,[17.88490641],[0.75 0.25]
Li1+,Sr2+,[17.87594125],[0.75 0.25]
Mg2+,Pm3+,[17.84595445],[0.75 0.25]
Li1+,Y3+,[17.83607833],[0.75 0.25]
Li1+,Mo6+,[17.80214681],[0.75 0.25]
Be2+,K1+,[17.79389571],[0.75 0.25]
Be2+,Cd2+,[17.7685972],[0.75 0.25]
Be2+,Nb5+,[17.75731266],[0.75 0.25]
Mg2+,Yb3+,[17.72959375],[0.75 0.25]
Sr2+,Ho3+,[17.69490821],[0.75 0.25]
Ca2+,Pm3+,[17.69241012],[0.75 0.25]
Ca2+,Dy3+,[17.67932695],[0.75 0.25]
Ca2+,Gd3+,[17.66720388],[0.75 0.25]
Mg2+,Er3+,[17.66549882],[0.75 0.25]
Be2+,Tm3+,[17.64055517],[0.75 0.25]
Ca2+,Sm3+,[17.6368928],[0.75 0.25]
Al3+,Sm3+,[17.63065331],[0.75 0.25]
Mg2+,Cr3+,[17.62761586],[0.75 0.25]
Be2+,Fr1+,[17.62736061],[0.75 0.25]
Be2+,Ho3+,[17.621148],[0.75 0.25]
In3+,Cs1+,[17.60599288],[0.75 0.25]
Al3+,Yb3+,[17.5539521],[0.75 0.25]
Mg2+,Sm3+,[17.54312579],[0.75 0.25]
Ca2+,Tb3+,[17.51659835],[0.75 0.25]
Mg2+,Ho3+,[17.50271275],[0.75 0.25]
Al3+,Tb3+,[17.49217542],[0.75 0.25]
Li1+,Nb5+,[17.48842733],[0.75 0.25]
Mg2+,Tb3+,[17.37082437],[0.75 0.25]
Mg2+,Gd3+,[17.36222549],[0.75 0.25]
Mg2+,Dy3+,[17.34718636],[0.75 0.25]
Al3+,Cd2+,[17.33720802],[0.75 0.25]
Be2+,Rb1+,[17.3301211],[0.75 0.25]
Al3+,Gd3+,[17.30082643],[0.75 0.25]
Al3+,Fr1+,[17.27211039],[0.75 0.25]
Al3+,Ca2+,[17.25032704],[0.75 0.25]
Be2+,Cu2+,[17.24508745],[0.75 0.25]
Li1+,Mg2+,[17.14213109],[0.75 0.25]
Ti4+,Ag1+,[17.12735661],[0.75 0.25]
Co3+,Cs1+,[17.08973347],[0.75 0.25]
Be2+,Ni2+,[17.08848831],[0.75 0.25]
La3+,Eu3+,[16.97846766],[0.75 0.25]
Mg2+,Cs1+,[16.97588832],[0.75 0.25]
Li1+,Be2+,[16.96758126],[0.75 0.25]
Be2+,Cs1+,[16.91877577],[0.75 0.25]
Mg2+,Cd2+,[16.91049161],[0.75 0.25]
Mg2+,Tm3+,[16.88878213],[0.75 0.25]
Be2+,Ba2+,[16.88539528],[0.75 0.25]
Be2+,Co3+,[16.73438704],[0.75 0.25]
Zn2+,Cs1+,[16.67282907],[0.75 0.25]
Ni2+,Cs1+,[16.64261111],[0.75 0.25]
Al3+,Dy3+,[16.45922544],[0.75 0.25]
Al3+,Cs1+,[16.41835556],[0.75 0.25]
Fe3+,Cs1+,[16.39157707],[0.75 0.25]
Dy3+,Fr1+,[16.23749677],[0.75 0.25]
Cu2+,Cs1+,[15.99626209],[0.75 0.25]
Ca2+,Lu3+,[15.70395506],[0.75 0.25]
Sn4+,Cs1+,[15.42068204],[0.75 0.25]
Nb5+,Sn4+,[15.33844464],[0.75 0.25]
Mn4+,Ag1+,[15.02667028],[0.75 0.25]
V5+,In3+,[12.45575028],[0.75 0.25]
Ag1+,Fr1+,[12.08184768],[0.75 0.25]
K1+,Ir4+,[11.77315841],[0.75 0.25]
Zr4+,In3+,[11.66737697],[0.75 0.25]
K1+,Os4+,[11.57306133],[0.75 0.25]
Nb5+,Hf4+,[11.56052935],[0.75 0.25]
Rb1+,Pd4+,[11.52969641],[0.75 0.25]
K1+,Pt4+,[11.3794653],[0.75 0.25]
Nb5+,In3+,[11.32383628],[0.75 0.25]
K1+,Au3+,[11.16906974],[0.75 0.25]
Ni2+,Pt4+,[10.87078696],[0.75 0.25]
Zn2+,Rh3+,[10.67759063],[0.75 0.25]
Zr4+,Tc4+,[10.65524509],[0.75 0.25]
Co3+,Pt4+,[10.49446296],[0.75 0.25]
Sr2+,Lu3+,[10.4792912],[0.75 0.25]
Fe3+,Pt4+,[10.47755049],[0.75 0.25]
Ti4+,Tc4+,[10.39279703],[0.75 0.25]
Fe3+,Os4+,[10.37427564],[0.75 0.25]
Co3+,Os4+,[10.36753978],[0.75 0.25]
V5+,Tc4+,[10.29204803],[0.75 0.25]
Be2+,Na1+,[10.28993131],[0.75 0.25]
V5+,Hf4+,[10.28802426],[0.75 0.25]
V5+,Yb3+,[10.2444695],[0.75 0.25]
V5+,Tl3+,[10.23856984],[0.75 0.25]
Ti4+,Nb5+,[10.19759202],[0.75 0.25]
Rb1+,Ag1+,[10.10644714],[0.75 0.25]
Be2+,Ac3+,[10.10370037],[0.75 0.25]
Mn4+,Hf4+,[10.07244309],[0.75 0.25]
Mg2+,Ir4+,[10.05742995],[0.75 0.25]
Co3+,Er3+,[10.05229089],[0.75 0.25]
Fe3+,Re4+,[10.04932773],[0.75 0.25]
Ti4+,Hf4+,[10.04840712],[0.75 0.25]
Ni2+,Os4+,[10.04564867],[0.75 0.25]
Zr4+,Nb5+,[10.04470578],[0.75 0.25]
Co3+,Pd4+,[9.99964339],[0.75 0.25]
Rb1+,Rh3+,[9.99657163],[0.75 0.25]
Mn4+,Tm3+,[9.98213149],[0.75 0.25]
Y3+,Ag1+,[9.97828905],[0.75 0.25]
Co3+,Ho3+,[9.96725935],[0.75 0.25]
K1+,Re4+,[9.93894765],[0.75 0.25]
Fe3+,Pd4+,[9.92805743],[0.75 0.25]
Mo6+,W6+,[9.91974185],[0.75 0.25]
Mo6+,W4+,[9.91974185],[0.75 0.25]
Be2+,Am3+,[9.91948717],[0.75 0.25]
V5+,Ta5+,[9.91235132],[0.75 0.25]
K1+,Pu4+,[9.91028874],[0.75 0.25]
Mn4+,Er3+,[9.9005624],[0.75 0.25]
Sc3+,Tc4+,[9.88836924],[0.75 0.25]
K1+,Pd4+,[9.88826944],[0.75 0.25]
V5+,Re4+,[9.88428577],[0.75 0.25]
Mo6+,Os4+,[9.85771973],[0.75 0.25]
K1+,Tl3+,[9.83661417],[0.75 0.25]
K1+,Pb4+,[9.82872286],[0.75 0.25]
Mo6+,Re4+,[9.80560334],[0.75 0.25]
Fe3+,Pa5+,[9.80132672],[0.75 0.25]
K1+,W4+,[9.79287418],[0.75 0.25]
K1+,W6+,[9.79287418],[0.75 0.25]
Fe3+,Hf4+,[9.77081503],[0.75 0.25]
Co3+,Tm3+,[9.7678704],[0.75 0.25]
Y3+,Tc4+,[9.75732846],[0.75 0.25]
Rb1+,Tc4+,[9.70379483],[0.75 0.25]
Sr2+,Pd4+,[9.69365262],[0.75 0.25]
Zn2+,Pd4+,[9.67538786],[0.75 0.25]
Ti4+,Re4+,[9.66528001],[0.75 0.25]
Fe3+,Ta5+,[9.65841644],[0.75 0.25]
Zn2+,Yb3+,[9.64796681],[0.75 0.25]
Sr2+,Tm3+,[9.64126585],[0.75 0.25]
Zn2+,Lu3+,[9.58783957],[0.75 0.25]
Sc3+,Nb5+,[9.57534071],[0.75 0.25]
Mo6+,Tc4+,[9.56775316],[0.75 0.25]
Rb1+,Ru3+,[9.54367704],[0.75 0.25]
Fe3+,Ho3+,[9.51675992],[0.75 0.25]
Ni2+,Er3+,[9.50579867],[0.75 0.25]
Mn4+,Re4+,[9.49271904],[0.75 0.25]
Ag1+,Am3+,[9.4802678],[0.75 0.25]
Nb5+,Cd2+,[9.47015222],[0.75 0.25]
Zr4+,Hf4+,[9.46099597],[0.75 0.25]
Sc3+,Hf4+,[9.44574992],[0.75 0.25]
Be2+,Bi3+,[9.42532357],[0.75 0.25]
Ni2+,Ru3+,[9.40565773],[0.75 0.25]
V5+,Tb3+,[9.40166321],[0.75 0.25]
Y3+,Lu3+,[9.40101779],[0.75 0.25]
V5+,Dy3+,[9.39627658],[0.75 0.25]
Ni2+,Hf4+,[9.39230688],[0.75 0.25]
Sc3+,Co3+,[9.37993251],[0.75 0.25]
Mn4+,Lu3+,[9.36681723],[0.75 0.25]
Fe3+,Er3+,[9.36330314],[0.75 0.25]
K1+,Np5+,[9.34297068],[0.75 0.25]
V5+,Gd3+,[9.33539276],[0.75 0.25]
Fe3+,Tc4+,[9.305555],[0.75 0.25]
Zr4+,Lu3+,[9.29271567],[0.75 0.25]
K1+,Bk3+,[9.29193529],[0.75 0.25]
Y3+,Mo6+,[9.29032836],[0.75 0.25]
Zn2+,Sm3+,[9.28145031],[0.75 0.25]
Cr3+,In3+,[9.27548875],[0.75 0.25]
Cu2+,Ir4+,[9.26934941],[0.75 0.25]
K1+,Ta5+,[9.26344752],[0.75 0.25]
Mn4+,Os4+,[9.25613711],[0.75 0.25]
Zr4+,Ra2+,[9.25254174],[0.75 0.25]
Ni2+,Re4+,[9.24780481],[0.75 0.25]
Sc3+,Dy3+,[9.24267399],[0.75 0.25]
V5+,Pu4+,[9.23750562],[0.75 0.25]
Y3+,Pd4+,[9.23659223],[0.75 0.25]
Zn2+,Pt4+,[9.21732638],[0.75 0.25]
Be2+,Pt4+,[9.21728475],[0.75 0.25]
Be2+,Ag1+,[9.21314604],[0.75 0.25]
Li1+,Tl3+,[9.20642165],[0.75 0.25]
Mo6+,Ag1+,[9.2027396],[0.75 0.25]
Be2+,Tc4+,[9.19445616],[0.75 0.25]
Be2+,Al3+,[9.18984698],[0.75 0.25]
Sc3+,Re4+,[9.1782959],[0.75 0.25]
Sc3+,Pd4+,[9.16126452],[0.75 0.25]
Zn2+,Y3+,[9.16071379],[0.75 0.25]
Be2+,Np5+,[9.15996839],[0.75 0.25]
Be2+,Pa5+,[9.13647753],[0.75 0.25]
Zr4+,Rh3+,[9.12839676],[0.75 0.25]
Sc3+,Mo6+,[9.11542487],[0.75 0.25]
Tc4+,Ru3+,[9.10518388],[0.75 0.25]
Sc3+,Ni2+,[9.09386535],[0.75 0.25]
Be2+,Au3+,[9.07959748],[0.75 0.25]
Be2+,Cm3+,[9.07943089],[0.75 0.25]
Li1+,Bk3+,[9.07829451],[0.75 0.25]
Ni2+,Ta5+,[9.07183862],[0.75 0.25]
Sr2+,Er3+,[9.05852332],[0.75 0.25]
Sr2+,Tc4+,[9.03841116],[0.75 0.25]
Co3+,Re4+,[9.03720913],[0.75 0.25]
Zn2+,Tb3+,[9.02355354],[0.75 0.25]
V5+,Er3+,[9.00565128],[0.75 0.25]
Zn2+,Eu3+,[9.00052815],[0.75 0.25]
Na1+,Pu4+,[8.97521252],[0.75 0.25]
Cu2+,Ho3+,[8.97354229],[0.75 0.25]
Nb5+,Au3+,[8.95610098],[0.75 0.25]
Y3+,Nb5+,[8.94374586],[0.75 0.25]
Cu2+,Er3+,[8.93817355],[0.75 0.25]
K1+,Ru3+,[8.93298225],[0.75 0.25]
Sr2+,Rh3+,[8.93283838],[0.75 0.25]
Mn4+,Pt4+,[8.93116199],[0.75 0.25]
Co3+,Hf4+,[8.92333548],[0.75 0.25]
Co3+,Ru3+,[8.91481135],[0.75 0.25]
Y3+,Tm3+,[8.91426185],[0.75 0.25]
Al3+,Os4+,[8.91159502],[0.75 0.25]
V5+,Nb5+,[8.90125863],[0.75 0.25]
Mn4+,Th4+,[8.90052449],[0.75 0.25]
Cr3+,Er3+,[8.89934346],[0.75 0.25]
V5+,Ho3+,[8.89046712],[0.75 0.25]
Ti4+,Ta5+,[8.88401199],[0.75 0.25]
Sr2+,Hf4+,[8.87951343],[0.75 0.25]
Y3+,Ru3+,[8.8792676],[0.75 0.25]
Nb5+,Tc4+,[8.87022466],[0.75 0.25]
Sc3+,Tm3+,[8.85571546],[0.75 0.25]
Rb1+,Mo6+,[8.85203176],[0.75 0.25]
Mn4+,Tc4+,[8.84911871],[0.75 0.25]
Mn4+,Ta5+,[8.83520779],[0.75 0.25]
Zn2+,Pm3+,[8.82518708],[0.75 0.25]
Zn2+,Ag1+,[8.82174192],[0.75 0.25]
Ni2+,Fr1+,[8.81592546],[0.75 0.25]
Y3+,Hf4+,[8.81265349],[0.75 0.25]
Sr2+,Mo6+,[8.80939896],[0.75 0.25]
Cu2+,Os4+,[8.80696522],[0.75 0.25]
Mn4+,Ho3+,[8.80569071],[0.75 0.25]
Mn4+,Ac3+,[8.80461144],[0.75 0.25]
V5+,Pr3+,[8.7923291],[0.75 0.25]
Al3+,Ho3+,[8.78097053],[0.75 0.25]
Cu2+,W4+,[8.77986514],[0.75 0.25]
Cu2+,W6+,[8.77986514],[0.75 0.25]
Ag1+,Cm3+,[8.77787984],[0.75 0.25]
Fe3+,Th4+,[8.7750901],[0.75 0.25]
Ag1+,Bk3+,[8.7666951],[0.75 0.25]
Be2+,Rh3+,[8.7577282],[0.75 0.25]
Zn2+,Au3+,[8.74290984],[0.75 0.25]
Mo6+,Ta5+,[8.73443288],[0.75 0.25]
Ti4+,Nd3+,[8.72729867],[0.75 0.25]
V5+,Os4+,[8.70573708],[0.75 0.25]
V5+,Ce4+,[8.6995814],[0.75 0.25]
Be2+,Lu3+,[8.68651141],[0.75 0.25]
K1+,Tc4+,[8.6811261],[0.75 0.25]
V5+,Zr4+,[8.66045636],[0.75 0.25]
Cu2+,Tm3+,[8.64907203],[0.75 0.25]
Mn4+,Ir4+,[8.64267737],[0.75 0.25]
Ti4+,Er3+,[8.63670539],[0.75 0.25]
Li1+,Pb4+,[8.63614767],[0.75 0.25]
V5+,Sm3+,[8.61216327],[0.75 0.25]
K1+,Rh3+,[8.60554216],[0.75 0.25]
V5+,La3+,[8.60297106],[0.75 0.25]
Ti4+,Pt4+,[8.59482029],[0.75 0.25]
