material1,material2,pred_temp,weights
Hg2+,Am3+,[4.76426095],[0.5 0.5]
Ce4+,Cm3+,[4.7614762],[0.5 0.5]
Ni2+,Ce4+,[4.75958397],[0.5 0.5]
Cs1+,Ho3+,[4.7556773],[0.5 0.5]
Pr3+,Ra2+,[4.75492722],[0.5 0.5]
Pm3+,Hf4+,[4.75399731],[0.5 0.5]
Mn4+,Zn2+,[4.75388031],[0.5 0.5]
Fe3+,Nb5+,[4.74986483],[0.5 0.5]
Rb1+,Au3+,[4.74894619],[0.5 0.5]
Ca2+,Cm3+,[4.74873076],[0.5 0.5]
Sc3+,V5+,[4.74507057],[0.5 0.5]
Ta5+,Hg2+,[4.745052],[0.5 0.5]
Tl3+,U6+,[4.7428464],[0.5 0.5]
Cs1+,Po4+,[4.74268798],[0.5 0.5]
Mo6+,Sm3+,[4.74211855],[0.5 0.5]
K1+,Pb4+,[4.73911596],[0.5 0.5]
In3+,Cs1+,[4.73788104],[0.5 0.5]
Zr4+,Ho3+,[4.73737141],[0.5 0.5]
Pb4+,U6+,[4.73394926],[0.5 0.5]
Mn4+,Cd2+,[4.72823812],[0.5 0.5]
Sm3+,Dy3+,[4.72592834],[0.5 0.5]
Cs1+,Ac3+,[4.72378834],[0.5 0.5]
Be2+,Re4+,[4.72265373],[0.5 0.5]
Mo6+,Pm3+,[4.72256728],[0.5 0.5]
Na1+,Rb1+,[4.71520242],[0.5 0.5]
Sc3+,Dy3+,[4.71429399],[0.5 0.5]
Ti4+,Rb1+,[4.71390742],[0.5 0.5]
Hg2+,Np5+,[4.71302102],[0.5 0.5]
Y3+,Ra2+,[4.71194195],[0.5 0.5]
Pt4+,Am3+,[4.70769042],[0.5 0.5]
Pb4+,Bk3+,[4.70353976],[0.5 0.5]
Na1+,Ca2+,[4.69586372],[0.5 0.5]
Ce4+,Th4+,[4.6938231],[0.5 0.5]
Pb4+,Ac3+,[4.69199354],[0.5 0.5]
Cu2+,In3+,[4.69130271],[0.5 0.5]
Mg2+,Po4+,[4.68722858],[0.5 0.5]
Nb5+,Ce4+,[4.68591985],[0.5 0.5]
Pt4+,Cm3+,[4.68382113],[0.5 0.5]
Tc4+,Lu3+,[4.68257594],[0.5 0.5]
Cr3+,Sn4+,[4.68161734],[0.5 0.5]
Zr4+,Tm3+,[4.68036854],[0.5 0.5]
Li1+,Pt4+,[4.67748926],[0.5 0.5]
Ti4+,Ra2+,[4.67746253],[0.5 0.5]
Ta5+,Bk3+,[4.67202643],[0.5 0.5]
Lu3+,Pu4+,[4.66620304],[0.5 0.5]
V5+,Tl3+,[4.66406494],[0.5 0.5]
Cu2+,Ho3+,[4.66302005],[0.5 0.5]
Re4+,Am3+,[4.66250419],[0.5 0.5]
Re4+,Tl3+,[4.66052066],[0.5 0.5]
Ti4+,Mn4+,[4.65444953],[0.5 0.5]
Sn4+,Re4+,[4.65434221],[0.5 0.5]
Th4+,Pa5+,[4.64781872],[0.5 0.5]
Mn4+,Tc4+,[4.64767509],[0.5 0.5]
Pr3+,Np5+,[4.64760025],[0.5 0.5]
Eu3+,Tm3+,[4.64661256],[0.5 0.5]
Li1+,Th4+,[4.64543432],[0.5 0.5]
Np5+,Am3+,[4.64531057],[0.5 0.5]
Sm3+,Ta5+,[4.63559343],[0.5 0.5]
Cs1+,Th4+,[4.63399052],[0.5 0.5]
Rb1+,Os4+,[4.63394507],[0.5 0.5]
Fe3+,Sn4+,[4.63283746],[0.5 0.5]
Li1+,Am3+,[4.62616509],[0.5 0.5]
Nb5+,Er3+,[4.622331],[0.5 0.5]
Ac3+,Cm3+,[4.61417262],[0.5 0.5]
Ho3+,Lu3+,[4.61389386],[0.5 0.5]
Tm3+,Pa5+,[4.61290789],[0.5 0.5]
Bi3+,Ra2+,[4.6126792],[0.5 0.5]
Na1+,Tl3+,[4.61221303],[0.5 0.5]
Mo6+,Sn4+,[4.61115381],[0.5 0.5]
Y3+,W6+,[4.60708214],[0.5 0.5]
Y3+,W4+,[4.60708214],[0.5 0.5]
Ni2+,Tm3+,[4.60495071],[0.5 0.5]
Ni2+,Rb1+,[4.59917518],[0.5 0.5]
Li1+,V5+,[4.59549335],[0.5 0.5]
Li1+,U6+,[4.59308174],[0.5 0.5]
Sc3+,Re4+,[4.59245037],[0.5 0.5]
Li1+,Sc3+,[4.59175986],[0.5 0.5]
V5+,Pu4+,[4.591247],[0.5 0.5]
Y3+,Ho3+,[4.58990137],[0.5 0.5]
V5+,Nb5+,[4.5826302],[0.5 0.5]
Hg2+,Ac3+,[4.5820467],[0.5 0.5]
Rb1+,Er3+,[4.5810065],[0.5 0.5]
Cr3+,Tb3+,[4.58097767],[0.5 0.5]
Cr3+,Gd3+,[4.57893182],[0.5 0.5]
Na1+,Nb5+,[4.57642585],[0.5 0.5]
Cs1+,Ir4+,[4.57474042],[0.5 0.5]
Yb3+,Pu4+,[4.57249101],[0.5 0.5]
K1+,Sr2+,[4.57058695],[0.5 0.5]
Eu3+,Ho3+,[4.56994041],[0.5 0.5]
In3+,Os4+,[4.56836379],[0.5 0.5]
Cu2+,Tb3+,[4.56782136],[0.5 0.5]
Tm3+,Lu3+,[4.56697954],[0.5 0.5]
V5+,Pb4+,[4.56518946],[0.5 0.5]
Al3+,Hf4+,[4.56395211],[0.5 0.5]
Th4+,Pu4+,[4.5605291],[0.5 0.5]
Ac3+,Pa5+,[4.55869318],[0.5 0.5]
Eu3+,Er3+,[4.55771198],[0.5 0.5]
Gd3+,Yb3+,[4.55339517],[0.5 0.5]
Eu3+,Bi3+,[4.5492822],[0.5 0.5]
Mn4+,Sm3+,[4.54901118],[0.5 0.5]
Tb3+,Lu3+,[4.54877099],[0.5 0.5]
Sn4+,Pr3+,[4.54563914],[0.5 0.5]
Pt4+,Bk3+,[4.54352981],[0.5 0.5]
Sn4+,Sm3+,[4.54118729],[0.5 0.5]
Ca2+,Nb5+,[4.53913626],[0.5 0.5]
Pm3+,W4+,[4.53410801],[0.5 0.5]
Pm3+,W6+,[4.53410801],[0.5 0.5]
Zn2+,Nb5+,[4.53270875],[0.5 0.5]
Li1+,Po4+,[4.53253244],[0.5 0.5]
K1+,Nb5+,[4.52864119],[0.5 0.5]
Fe3+,Zn2+,[4.52643243],[0.5 0.5]
Fe3+,Ba2+,[4.52604112],[0.5 0.5]
Mo6+,Eu3+,[4.52318549],[0.5 0.5]
Sr2+,Pb4+,[4.52256975],[0.5 0.5]
Ca2+,Tl3+,[4.52249407],[0.5 0.5]
Gd3+,U6+,[4.5221008],[0.5 0.5]
Po4+,Bk3+,[4.52115555],[0.5 0.5]
Co3+,Nb5+,[4.51806426],[0.5 0.5]
Li1+,Zr4+,[4.51206655],[0.5 0.5]
Sc3+,Pu4+,[4.51034585],[0.5 0.5]
Mo6+,Tb3+,[4.50961966],[0.5 0.5]
Pt4+,Th4+,[4.50886454],[0.5 0.5]
Lu3+,Ra2+,[4.50818119],[0.5 0.5]
Li1+,Np5+,[4.50699637],[0.5 0.5]
Na1+,Pb4+,[4.50423567],[0.5 0.5]
Li1+,Lu3+,[4.49955346],[0.5 0.5]
Cs1+,Bi3+,[4.49810624],[0.5 0.5]
Y3+,Cd2+,[4.49598804],[0.5 0.5]
Sc3+,Tl3+,[4.49503662],[0.5 0.5]
Ac3+,Pu4+,[4.49483338],[0.5 0.5]
Hg2+,Pu4+,[4.49074495],[0.5 0.5]
Tl3+,Cm3+,[4.48965046],[0.5 0.5]
V5+,Zn2+,[4.48639271],[0.5 0.5]
Na1+,Bi3+,[4.48221175],[0.5 0.5]
Rb1+,Pb4+,[4.47705238],[0.5 0.5]
Hf4+,Hg2+,[4.47315296],[0.5 0.5]
Cu2+,Fr1+,[4.47199196],[0.5 0.5]
Li1+,Ac3+,[4.46924583],[0.5 0.5]
Rb1+,Fr1+,[4.46749315],[0.5 0.5]
Zr4+,Yb3+,[4.46660503],[0.5 0.5]
Sc3+,Hf4+,[4.46597812],[0.5 0.5]
K1+,Th4+,[4.46346738],[0.5 0.5]
Nd3+,Th4+,[4.45967052],[0.5 0.5]
Fe3+,Mo6+,[4.45862987],[0.5 0.5]
Ru3+,Sn4+,[4.45482913],[0.5 0.5]
Nb5+,Hg2+,[4.45437948],[0.5 0.5]
Ni2+,La3+,[4.45378379],[0.5 0.5]
Cs1+,Au3+,[4.45366261],[0.5 0.5]
Os4+,Am3+,[4.45358217],[0.5 0.5]
Po4+,Am3+,[4.45287514],[0.5 0.5]
Po4+,Pa5+,[4.45163035],[0.5 0.5]
Nb5+,Ho3+,[4.44781692],[0.5 0.5]
Nb5+,Tb3+,[4.4472787],[0.5 0.5]
Tl3+,Ac3+,[4.4465206],[0.5 0.5]
Cu2+,Sr2+,[4.44547422],[0.5 0.5]
Cs1+,Hg2+,[4.44494252],[0.5 0.5]
Sn4+,Eu3+,[4.44458457],[0.5 0.5]
Pb4+,Np5+,[4.43766061],[0.5 0.5]
Mo6+,Dy3+,[4.4371111],[0.5 0.5]
Nd3+,Re4+,[4.4364565],[0.5 0.5]
Ta5+,Tl3+,[4.43587915],[0.5 0.5]
Ba2+,Ta5+,[4.43556105],[0.5 0.5]
Nd3+,Lu3+,[4.43129518],[0.5 0.5]
Re4+,Bk3+,[4.4300632],[0.5 0.5]
Ru3+,Pb4+,[4.42991789],[0.5 0.5]
Sm3+,U6+,[4.42881747],[0.5 0.5]
Nd3+,W4+,[4.42813683],[0.5 0.5]
Nd3+,W6+,[4.42813683],[0.5 0.5]
Cr3+,Lu3+,[4.42389554],[0.5 0.5]
Pr3+,Ta5+,[4.42336473],[0.5 0.5]
Zn2+,Cd2+,[4.42151682],[0.5 0.5]
Ho3+,Ra2+,[4.42144439],[0.5 0.5]
Ra2+,Pu4+,[4.41986843],[0.5 0.5]
Rb1+,Tl3+,[4.41736841],[0.5 0.5]
Be2+,Ba2+,[4.41660783],[0.5 0.5]
Hf4+,Np5+,[4.41311372],[0.5 0.5]
Cr3+,Er3+,[4.41118692],[0.5 0.5]
Ru3+,Ta5+,[4.4101838],[0.5 0.5]
Rb1+,Lu3+,[4.40630839],[0.5 0.5]
In3+,Ra2+,[4.40410754],[0.5 0.5]
Zr4+,Ce4+,[4.40210281],[0.5 0.5]
Ac3+,Np5+,[4.39940271],[0.5 0.5]
Tl3+,Ra2+,[4.39921929],[0.5 0.5]
Rb1+,Bk3+,[4.3966629],[0.5 0.5]
Be2+,K1+,[4.39241795],[0.5 0.5]
Ho3+,Pa5+,[4.39001272],[0.5 0.5]
Cs1+,Lu3+,[4.38902745],[0.5 0.5]
K1+,Pa5+,[4.38832937],[0.5 0.5]
Y3+,Er3+,[4.38806871],[0.5 0.5]
Po4+,Cm3+,[4.38724866],[0.5 0.5]
Gd3+,Bi3+,[4.38485764],[0.5 0.5]
Zr4+,Eu3+,[4.38295475],[0.5 0.5]
Mo6+,Bi3+,[4.38014484],[0.5 0.5]
Re4+,Th4+,[4.38008176],[0.5 0.5]
Tl3+,Bk3+,[4.37973093],[0.5 0.5]
Co3+,Ho3+,[4.37960629],[0.5 0.5]
K1+,U6+,[4.37533201],[0.5 0.5]
Sn4+,Pu4+,[4.37452796],[0.5 0.5]
Co3+,Cu2+,[4.37217014],[0.5 0.5]
Al3+,Cd2+,[4.37143831],[0.5 0.5]
Yb3+,Ta5+,[4.37095342],[0.5 0.5]
Be2+,V5+,[4.3679439],[0.5 0.5]
Rb1+,Pa5+,[4.36616427],[0.5 0.5]
Ni2+,Cu2+,[4.36572311],[0.5 0.5]
Sr2+,Pu4+,[4.36517691],[0.5 0.5]
Fe3+,La3+,[4.36385309],[0.5 0.5]
Nb5+,Tm3+,[4.3622882],[0.5 0.5]
Pm3+,Am3+,[4.36170331],[0.5 0.5]
Ti4+,Sn4+,[4.35854939],[0.5 0.5]
Cu2+,Nd3+,[4.35519427],[0.5 0.5]
Pt4+,Ac3+,[4.3500993],[0.5 0.5]
Lu3+,Np5+,[4.34908016],[0.5 0.5]
Na1+,Pa5+,[4.34903293],[0.5 0.5]
In3+,Am3+,[4.34688756],[0.5 0.5]
Al3+,Pu4+,[4.34579879],[0.5 0.5]
K1+,Lu3+,[4.34371323],[0.5 0.5]
Po4+,Ra2+,[4.34362738],[0.5 0.5]
Y3+,Pa5+,[4.34140827],[0.5 0.5]
Sr2+,Nb5+,[4.34033324],[0.5 0.5]
Tb3+,Pu4+,[4.33892579],[0.5 0.5]
Cr3+,Zn2+,[4.33834591],[0.5 0.5]
Sr2+,Ac3+,[4.33721098],[0.5 0.5]
Ti4+,Ce4+,[4.33521291],[0.5 0.5]
Cu2+,Dy3+,[4.33502464],[0.5 0.5]
Tm3+,Pu4+,[4.33450742],[0.5 0.5]
Rb1+,Ac3+,[4.33380912],[0.5 0.5]
Er3+,Pu4+,[4.33191104],[0.5 0.5]
Ni2+,Ho3+,[4.32403929],[0.5 0.5]
Ru3+,Ce4+,[4.31874753],[0.5 0.5]
Fe3+,Fr1+,[4.31719679],[0.5 0.5]
Sm3+,Ra2+,[4.31285386],[0.5 0.5]
Nb5+,Ru3+,[4.30999672],[0.5 0.5]
Ti4+,Hg2+,[4.309683],[0.5 0.5]
Nb5+,Tl3+,[4.30886096],[0.5 0.5]
Pm3+,Os4+,[4.3084585],[0.5 0.5]
Co3+,Tm3+,[4.30779925],[0.5 0.5]
Ti4+,Hf4+,[4.30709987],[0.5 0.5]
Ho3+,Pu4+,[4.30659512],[0.5 0.5]
Cu2+,Nb5+,[4.30604528],[0.5 0.5]
Pr3+,Re4+,[4.30544105],[0.5 0.5]
Nd3+,Os4+,[4.30520004],[0.5 0.5]
Pb4+,Am3+,[4.30482968],[0.5 0.5]
V5+,Sr2+,[4.30398377],[0.5 0.5]
Hf4+,Tl3+,[4.30385863],[0.5 0.5]
Tb3+,Ta5+,[4.30260086],[0.5 0.5]
Sr2+,Yb3+,[4.30089019],[0.5 0.5]
Ba2+,W4+,[4.29996244],[0.5 0.5]
Ba2+,W6+,[4.29996244],[0.5 0.5]
Cs1+,Cm3+,[4.29855682],[0.5 0.5]
Ac3+,Am3+,[4.29721379],[0.5 0.5]
In3+,Pu4+,[4.29611591],[0.5 0.5]
Sc3+,Mo6+,[4.29556659],[0.5 0.5]
Na1+,U6+,[4.29082146],[0.5 0.5]
Nb5+,Th4+,[4.29015696],[0.5 0.5]
Fe3+,Ce4+,[4.29008449],[0.5 0.5]
Cs1+,Bk3+,[4.28909463],[0.5 0.5]
Sn4+,U6+,[4.28883885],[0.5 0.5]
La3+,Pr3+,[4.2869721],[0.5 0.5]
Be2+,Pr3+,[4.28687581],[0.5 0.5]
Ce4+,Bk3+,[4.28639421],[0.5 0.5]
Rb1+,Np5+,[4.28517478],[0.5 0.5]
V5+,Lu3+,[4.28342606],[0.5 0.5]
Ca2+,Lu3+,[4.28296224],[0.5 0.5]
Yb3+,Np5+,[4.28255171],[0.5 0.5]
Sm3+,Re4+,[4.28185948],[0.5 0.5]
Rb1+,Th4+,[4.28165943],[0.5 0.5]
Zr4+,Gd3+,[4.28146753],[0.5 0.5]
Mn4+,Cs1+,[4.27959795],[0.5 0.5]
Fe3+,Ta5+,[4.27893515],[0.5 0.5]
Fe3+,Pm3+,[4.27892458],[0.5 0.5]
Mg2+,Ra2+,[4.27890296],[0.5 0.5]
Sn4+,Os4+,[4.27846041],[0.5 0.5]
Ba2+,Np5+,[4.27702195],[0.5 0.5]
Eu3+,Tl3+,[4.27195875],[0.5 0.5]
Yb3+,U6+,[4.2718558],[0.5 0.5]
Pm3+,Re4+,[4.26835288],[0.5 0.5]
Mn4+,Hg2+,[4.26280452],[0.5 0.5]
Nb5+,Yb3+,[4.26199756],[0.5 0.5]
Pm3+,Cm3+,[4.25967511],[0.5 0.5]
Pa5+,Am3+,[4.25826892],[0.5 0.5]
K1+,Pu4+,[4.25796829],[0.5 0.5]
Li1+,Cm3+,[4.25663174],[0.5 0.5]
Tc4+,Sn4+,[4.24922558],[0.5 0.5]
Dy3+,Ra2+,[4.24782781],[0.5 0.5]
Pr3+,W4+,[4.24712825],[0.5 0.5]
Pr3+,W6+,[4.24712825],[0.5 0.5]
Cs1+,Am3+,[4.24568691],[0.5 0.5]
Th4+,Np5+,[4.24462261],[0.5 0.5]
Zr4+,Am3+,[4.24237284],[0.5 0.5]
Ca2+,Ra2+,[4.24078183],[0.5 0.5]
Na1+,Lu3+,[4.23942453],[0.5 0.5]
Mg2+,Bi3+,[4.23897928],[0.5 0.5]
Po4+,Ac3+,[4.23774537],[0.5 0.5]
Rh3+,Pb4+,[4.23760804],[0.5 0.5]
Cu2+,Eu3+,[4.23579855],[0.5 0.5]
Co3+,Sm3+,[4.23494283],[0.5 0.5]
Co3+,Ce4+,[4.23437795],[0.5 0.5]
Ti4+,Tl3+,[4.23369899],[0.5 0.5]
Zn2+,Ba2+,[4.2323859],[0.5 0.5]
Tl3+,Np5+,[4.23205017],[0.5 0.5]
Fe3+,Pb4+,[4.23182455],[0.5 0.5]
Cd2+,Ba2+,[4.23126419],[0.5 0.5]
K1+,Eu3+,[4.23068204],[0.5 0.5]
Eu3+,Pu4+,[4.23059504],[0.5 0.5]
Zr4+,Cd2+,[4.22960021],[0.5 0.5]
Ir4+,Bk3+,[4.22945266],[0.5 0.5]
In3+,Eu3+,[4.22724716],[0.5 0.5]
Mg2+,Nb5+,[4.22720065],[0.5 0.5]
Pb4+,Cm3+,[4.22499564],[0.5 0.5]
Zr4+,Tb3+,[4.22426235],[0.5 0.5]
In3+,Lu3+,[4.22316895],[0.5 0.5]
Pr3+,U6+,[4.22262812],[0.5 0.5]
Sm3+,Yb3+,[4.21898535],[0.5 0.5]
Ir4+,Ac3+,[4.21713373],[0.5 0.5]
Cr3+,Ni2+,[4.2159281],[0.5 0.5]
Sm3+,Bk3+,[4.21527694],[0.5 0.5]
Li1+,Nd3+,[4.21429335],[0.5 0.5]
Gd3+,Tm3+,[4.21305211],[0.5 0.5]
Ir4+,Cm3+,[4.20926972],[0.5 0.5]
Er3+,Ra2+,[4.20819012],[0.5 0.5]
Sc3+,Cm3+,[4.20573896],[0.5 0.5]
Cu2+,Pr3+,[4.20371847],[0.5 0.5]
Ni2+,Tl3+,[4.20313119],[0.5 0.5]
Na1+,Po4+,[4.20249968],[0.5 0.5]
K1+,Pr3+,[4.20126606],[0.5 0.5]
Cr3+,Fe3+,[4.20052774],[0.5 0.5]
Zr4+,Cm3+,[4.19966347],[0.5 0.5]
Zn2+,Sm3+,[4.19949108],[0.5 0.5]
Mn4+,Tl3+,[4.19606053],[0.5 0.5]
Re4+,Pu4+,[4.19305247],[0.5 0.5]
In3+,Sm3+,[4.19133109],[0.5 0.5]
Ti4+,Th4+,[4.18943139],[0.5 0.5]
K1+,Ac3+,[4.18923548],[0.5 0.5]
Dy3+,Ta5+,[4.18814053],[0.5 0.5]
Zn2+,Dy3+,[4.18766107],[0.5 0.5]
Ba2+,Dy3+,[4.1863645],[0.5 0.5]
Pr3+,Os4+,[4.18398984],[0.5 0.5]
Ta5+,Pu4+,[4.1835003],[0.5 0.5]
In3+,Pr3+,[4.18240553],[0.5 0.5]
Ni2+,Sm3+,[4.18223599],[0.5 0.5]
Sc3+,Bk3+,[4.18153288],[0.5 0.5]
Ni2+,Er3+,[4.18080435],[0.5 0.5]
Po4+,Th4+,[4.18057078],[0.5 0.5]
Zr4+,Dy3+,[4.18016753],[0.5 0.5]
Be2+,Ca2+,[4.17948548],[0.5 0.5]
V5+,Gd3+,[4.17837623],[0.5 0.5]
Li1+,Pb4+,[4.17762099],[0.5 0.5]
Al3+,Ra2+,[4.17719018],[0.5 0.5]
Pa5+,Np5+,[4.17667503],[0.5 0.5]
Sc3+,La3+,[4.17569648],[0.5 0.5]
Tc4+,Ce4+,[4.1750276],[0.5 0.5]
Sr2+,Ag1+,[4.17433661],[0.5 0.5]
Nd3+,Cm3+,[4.17427213],[0.5 0.5]
Sc3+,Ce4+,[4.17305941],[0.5 0.5]
Sr2+,Bi3+,[4.17237778],[0.5 0.5]
Zn2+,Eu3+,[4.17064184],[0.5 0.5]
Po4+,Fr1+,[4.17000242],[0.5 0.5]
Lu3+,U6+,[4.16974496],[0.5 0.5]
Ho3+,Th4+,[4.16723227],[0.5 0.5]
Eu3+,Ta5+,[4.16552294],[0.5 0.5]
Y3+,Bk3+,[4.16462809],[0.5 0.5]
Zn2+,Gd3+,[4.16424458],[0.5 0.5]
Os4+,Tl3+,[4.16299512],[0.5 0.5]
Dy3+,Bi3+,[4.16162233],[0.5 0.5]
Dy3+,Pu4+,[4.16113748],[0.5 0.5]
Pt4+,Hg2+,[4.15961559],[0.5 0.5]
Gd3+,Ta5+,[4.15485239],[0.5 0.5]
Cs1+,Pa5+,[4.154538],[0.5 0.5]
Li1+,Ir4+,[4.15280558],[0.5 0.5]
Rb1+,Nb5+,[4.15210746],[0.5 0.5]
Rb1+,Sr2+,[4.14993938],[0.5 0.5]
Fe3+,Re4+,[4.14961992],[0.5 0.5]
V5+,Tb3+,[4.14901689],[0.5 0.5]
Fe3+,Cd2+,[4.14744679],[0.5 0.5]
Os4+,Th4+,[4.14483165],[0.5 0.5]
Yb3+,W6+,[4.14187766],[0.5 0.5]
Yb3+,W4+,[4.14187766],[0.5 0.5]
Sm3+,Pu4+,[4.14097402],[0.5 0.5]
Fe3+,Eu3+,[4.14007016],[0.5 0.5]
K1+,Sm3+,[4.13733785],[0.5 0.5]
Gd3+,Bk3+,[4.13590627],[0.5 0.5]
Tl3+,Am3+,[4.13404753],[0.5 0.5]
Mg2+,Th4+,[4.1311732],[0.5 0.5]
Ce4+,Ra2+,[4.13105661],[0.5 0.5]
Ce4+,Nd3+,[4.1298964],[0.5 0.5]
Sr2+,Bk3+,[4.12974055],[0.5 0.5]
Zr4+,Bk3+,[4.12938324],[0.5 0.5]
Ti4+,Tb3+,[4.12901503],[0.5 0.5]
Mn4+,Pu4+,[4.12872363],[0.5 0.5]
Ir4+,Am3+,[4.12861772],[0.5 0.5]
Cu2+,Er3+,[4.12732661],[0.5 0.5]
Sr2+,Pa5+,[4.12632499],[0.5 0.5]
Cr3+,Dy3+,[4.12120298],[0.5 0.5]
Sm3+,Bi3+,[4.12100483],[0.5 0.5]
V5+,Eu3+,[4.12025721],[0.5 0.5]
Tc4+,Pd4+,[4.11996617],[0.5 0.5]
Ru3+,La3+,[4.11985075],[0.5 0.5]
Be2+,Lu3+,[4.11804682],[0.5 0.5]
Fe3+,Cu2+,[4.11655732],[0.5 0.5]
Na1+,Ba2+,[4.11627149],[0.5 0.5]
Hf4+,Pb4+,[4.11505905],[0.5 0.5]
Os4+,Cm3+,[4.11455048],[0.5 0.5]
Rb1+,Cm3+,[4.11080327],[0.5 0.5]
Rb1+,Am3+,[4.11060786],[0.5 0.5]
Gd3+,Ra2+,[4.10899576],[0.5 0.5]
Hf4+,U6+,[4.1086743],[0.5 0.5]
Zn2+,Fr1+,[4.10867034],[0.5 0.5]
Co3+,La3+,[4.10700077],[0.5 0.5]
Nb5+,Lu3+,[4.10585125],[0.5 0.5]
Ta5+,W6+,[4.10491016],[0.5 0.5]
Ta5+,W4+,[4.10491016],[0.5 0.5]
Zn2+,Rb1+,[4.10365144],[0.5 0.5]
In3+,Ta5+,[4.10262608],[0.5 0.5]
Y3+,Cm3+,[4.09819043],[0.5 0.5]
Bi3+,Cm3+,[4.09681543],[0.5 0.5]
V5+,Bk3+,[4.09441364],[0.5 0.5]
K1+,Ca2+,[4.09318278],[0.5 0.5]
Be2+,Hg2+,[4.08913226],[0.5 0.5]
Re4+,U6+,[4.08853446],[0.5 0.5]
Tc4+,Am3+,[4.0870351],[0.5 0.5]
Ta5+,Pa5+,[4.08538287],[0.5 0.5]
V5+,Hg2+,[4.08067041],[0.5 0.5]
In3+,Th4+,[4.07886161],[0.5 0.5]
Ti4+,Dy3+,[4.07717895],[0.5 0.5]
Cu2+,Ce4+,[4.07526851],[0.5 0.5]
Ti4+,Re4+,[4.07438483],[0.5 0.5]
Ta5+,Ac3+,[4.07251355],[0.5 0.5]
Mn4+,Bi3+,[4.07199989],[0.5 0.5]
Eu3+,Bk3+,[4.0679784],[0.5 0.5]
Nb5+,Bk3+,[4.06751453],[0.5 0.5]
Cu2+,Ag1+,[4.06285828],[0.5 0.5]
Co3+,Pb4+,[4.06223859],[0.5 0.5]
K1+,Tm3+,[4.06129151],[0.5 0.5]
Ti4+,Ho3+,[4.06090828],[0.5 0.5]
Er3+,Pa5+,[4.05723013],[0.5 0.5]
Rb1+,Po4+,[4.05666804],[0.5 0.5]
Ra2+,Ac3+,[4.05474148],[0.5 0.5]
Li1+,Pa5+,[4.05291771],[0.5 0.5]
W4+,Ac3+,[4.05253855],[0.5 0.5]
W6+,Ac3+,[4.05253855],[0.5 0.5]
Pm3+,Pu4+,[4.05127784],[0.5 0.5]
Cr3+,Yb3+,[4.0512393],[0.5 0.5]
Bi3+,Th4+,[4.04955677],[0.5 0.5]
W4+,Ra2+,[4.04930393],[0.5 0.5]
W6+,Ra2+,[4.04930393],[0.5 0.5]
Li1+,Cd2+,[4.04436035],[0.5 0.5]
Re4+,Cm3+,[4.04415381],[0.5 0.5]
Li1+,Pm3+,[4.0435309],[0.5 0.5]
Sc3+,Th4+,[4.04325718],[0.5 0.5]
Sr2+,Np5+,[4.04282606],[0.5 0.5]
Rb1+,Pu4+,[4.04238909],[0.5 0.5]
Nd3+,Am3+,[4.04175792],[0.5 0.5]
Cs1+,Er3+,[4.03927498],[0.5 0.5]
Ta5+,Ra2+,[4.03660027],[0.5 0.5]
Al3+,Pr3+,[4.03537899],[0.5 0.5]
Tm3+,Th4+,[4.03412554],[0.5 0.5]
Na1+,Ni2+,[4.03374063],[0.5 0.5]
Zr4+,Mo6+,[4.03343455],[0.5 0.5]
Y3+,Ac3+,[4.03176199],[0.5 0.5]
Nd3+,Ac3+,[4.03100898],[0.5 0.5]
Sr2+,Re4+,[4.03072227],[0.5 0.5]
Ba2+,Po4+,[4.02872826],[0.5 0.5]
Ni2+,Pm3+,[4.02748276],[0.5 0.5]
Cr3+,Tl3+,[4.0248149],[0.5 0.5]
Bi3+,Bk3+,[4.02435788],[0.5 0.5]
Nb5+,Dy3+,[4.023498],[0.5 0.5]
Dy3+,U6+,[4.02328891],[0.5 0.5]
Sc3+,Hg2+,[4.0211883],[0.5 0.5]
Ba2+,Tb3+,[4.0210815],[0.5 0.5]
Pr3+,Bk3+,[4.02041392],[0.5 0.5]
Nb5+,Pb4+,[4.01724013],[0.5 0.5]
Hf4+,Ra2+,[4.01687576],[0.5 0.5]
Cd2+,Pr3+,[4.01476483],[0.5 0.5]
Ti4+,Pb4+,[4.01409099],[0.5 0.5]
Cr3+,Tm3+,[4.01311365],[0.5 0.5]
Tc4+,Cm3+,[4.01256124],[0.5 0.5]
Sn4+,Np5+,[4.01164571],[0.5 0.5]
Ti4+,Cr3+,[4.01025418],[0.5 0.5]
Ir4+,Hg2+,[4.00969561],[0.5 0.5]
Ce4+,Hf4+,[4.00800849],[0.5 0.5]
Cu2+,Pm3+,[4.00793604],[0.5 0.5]
Cr3+,Ho3+,[4.007638],[0.5 0.5]
Nb5+,Pr3+,[4.00759554],[0.5 0.5]
K1+,Bk3+,[4.00728938],[0.5 0.5]
Al3+,Ba2+,[4.00458896],[0.5 0.5]
Ac3+,Bk3+,[4.00431228],[0.5 0.5]
Ru3+,Pu4+,[4.0028764],[0.5 0.5]
Tb3+,Am3+,[4.00194279],[0.5 0.5]
Li1+,Bk3+,[3.99914307],[0.5 0.5]
Pb4+,Th4+,[3.99756234],[0.5 0.5]
Tc4+,Ta5+,[3.99685582],[0.5 0.5]
In3+,U6+,[3.99155769],[0.5 0.5]
Be2+,Al3+,[3.98883768],[0.5 0.5]
Sm3+,Np5+,[3.98848503],[0.5 0.5]
