material1,material2,material3,pred_temp,weights
Ag1+,Ir3+,Ra2+,[29.05176098],[0.333 0.333 0.333]
Be2+,Sc3+,Cs1+,[29.01221481],[0.333 0.333 0.333]
Ag1+,W6+,Ra2+,[28.97493969],[0.333 0.333 0.333]
Li1+,Ca2+,Mn2+,[28.96007415],[0.333 0.333 0.333]
Ag1+,Pr3+,Au3+,[28.92983866],[0.333 0.333 0.333]
Ag1+,W6+,Fr1+,[28.7178352],[0.333 0.333 0.333]
Ag1+,Nd3+,Ir3+,[28.57456819],[0.333 0.333 0.333]
Be2+,Ag1+,Am3+,[28.51505525],[0.333 0.333 0.333]
Na1+,Cs1+,Hg1+,[28.50155771],[0.333 0.333 0.333]
Li1+,Ca2+,Am3+,[28.50023841],[0.333 0.333 0.333]
Ag1+,Sm3+,Au3+,[28.48016545],[0.333 0.333 0.333]
Be2+,Al3+,Ba2+,[28.42961232],[0.333 0.333 0.333]
Be2+,Pb2+,Fr1+,[28.4245345],[0.333 0.333 0.333]
Ag1+,Nd3+,W6+,[28.41629429],[0.333 0.333 0.333]
Ca2+,Ag1+,Cm3+,[28.38795224],[0.333 0.333 0.333]
Ca2+,Ag1+,Am3+,[28.38795224],[0.333 0.333 0.333]
Zr4+,Ag1+,W6+,[28.38685764],[0.333 0.333 0.333]
Ag1+,Ho3+,W6+,[28.33650353],[0.333 0.333 0.333]
Zr4+,Ag1+,Ir3+,[28.32147935],[0.333 0.333 0.333]
Ti4+,Zn2+,Ra2+,[28.31899486],[0.333 0.333 0.333]
Al3+,Y3+,Ra2+,[28.31452325],[0.333 0.333 0.333]
Li1+,Ca2+,Cm3+,[28.30444009],[0.333 0.333 0.333]
Ag1+,Hf4+,Ir3+,[28.28211931],[0.333 0.333 0.333]
Ti4+,Ag1+,W6+,[28.27495225],[0.333 0.333 0.333]
Ag1+,Eu3+,W6+,[28.23113546],[0.333 0.333 0.333]
Ag1+,Pm3+,Au3+,[28.16571167],[0.333 0.333 0.333]
Ag1+,Ho3+,Ir3+,[28.14883663],[0.333 0.333 0.333]
Ag1+,Tm3+,Ir3+,[28.14883663],[0.333 0.333 0.333]
Ag1+,Gd3+,W6+,[28.10389924],[0.333 0.333 0.333]
Sc3+,Ag1+,W6+,[28.08932222],[0.333 0.333 0.333]
Ga3+,Ag1+,Ir3+,[27.98628663],[0.333 0.333 0.333]
Ag1+,Er3+,Au3+,[27.98611366],[0.333 0.333 0.333]
Ag1+,Dy3+,W6+,[27.98164714],[0.333 0.333 0.333]
Zn2+,Y3+,Ra2+,[27.93790568],[0.333 0.333 0.333]
Ag1+,La3+,W6+,[27.9193772],[0.333 0.333 0.333]
Ag1+,Pm3+,Ir3+,[27.91668168],[0.333 0.333 0.333]
Li1+,Be2+,Hg1+,[27.88626112],[0.333 0.333 0.333]
Li1+,Mg2+,Hg1+,[27.86308436],[0.333 0.333 0.333]
Ca2+,Ag1+,U6+,[27.8261552],[0.333 0.333 0.333]
Be2+,Ag1+,Cm3+,[27.80533536],[0.333 0.333 0.333]
Ag1+,Tb3+,W6+,[27.78944546],[0.333 0.333 0.333]
Be2+,Ag1+,Bk3+,[27.78892836],[0.333 0.333 0.333]
Zn2+,Ag1+,U6+,[27.73293185],[0.333 0.333 0.333]
Ag1+,Pr3+,W6+,[27.72950792],[0.333 0.333 0.333]
Li1+,Be2+,Gd3+,[27.67287871],[0.333 0.333 0.333]
Li1+,Be2+,Ra2+,[27.66937799],[0.333 0.333 0.333]
Ag1+,Er3+,W6+,[27.62978229],[0.333 0.333 0.333]
Ag1+,Sb3+,W6+,[27.6068079],[0.333 0.333 0.333]
Ag1+,Sm3+,W6+,[27.59003369],[0.333 0.333 0.333]
Ag1+,Pm3+,W6+,[27.57183915],[0.333 0.333 0.333]
Ag1+,Tm3+,W6+,[27.56839324],[0.333 0.333 0.333]
Zr4+,Ag1+,Au3+,[27.54938176],[0.333 0.333 0.333]
Ag1+,Sb3+,Ir3+,[27.54309302],[0.333 0.333 0.333]
Ga3+,Ag1+,W6+,[27.53157125],[0.333 0.333 0.333]
Ag1+,Lu3+,W6+,[27.52772944],[0.333 0.333 0.333]
Li1+,Ca2+,Po2+,[27.52339479],[0.333 0.333 0.333]
Li1+,Be2+,Ce3+,[27.50019406],[0.333 0.333 0.333]
Ag1+,Er3+,Ir3+,[27.49095012],[0.333 0.333 0.333]
Mg2+,Ba2+,Fr1+,[27.42716882],[0.333 0.333 0.333]
Na1+,Ag1+,Hf4+,[27.42601968],[0.333 0.333 0.333]
Ag1+,Ce3+,W6+,[27.41505414],[0.333 0.333 0.333]
Ti4+,Ag1+,Ir3+,[27.41321251],[0.333 0.333 0.333]
Li1+,Zn2+,Fr1+,[27.39895284],[0.333 0.333 0.333]
Li1+,Sc3+,Mn2+,[27.35555424],[0.333 0.333 0.333]
Be2+,Rb1+,Bi3+,[27.33811587],[0.333 0.333 0.333]
Ag1+,Ce3+,Au3+,[27.32994289],[0.333 0.333 0.333]
Be2+,Sc3+,Ba2+,[27.32588868],[0.333 0.333 0.333]
Ag1+,Au3+,Po2+,[27.31102413],[0.333 0.333 0.333]
Li1+,Mg2+,Bi3+,[27.31067272],[0.333 0.333 0.333]
Be2+,Rb1+,Ac3+,[27.28666921],[0.333 0.333 0.333]
Ag1+,Cs1+,Np5+,[27.20685695],[0.333 0.333 0.333]
Li1+,Ca2+,Ac3+,[27.19279103],[0.333 0.333 0.333]
Be2+,Ag1+,Hg1+,[27.16838228],[0.333 0.333 0.333]
Be2+,Ag1+,Hf4+,[27.15361496],[0.333 0.333 0.333]
Y3+,Ag1+,Ir3+,[27.1421393],[0.333 0.333 0.333]
Ca2+,Mn2+,Rb1+,[27.1361484],[0.333 0.333 0.333]
Sr2+,Ba2+,Fr1+,[27.13581416],[0.333 0.333 0.333]
Be2+,Cs1+,Ba2+,[27.13353081],[0.333 0.333 0.333]
Mn2+,Ag1+,Au3+,[27.10803739],[0.333 0.333 0.333]
Li1+,Al3+,Ce3+,[27.10124124],[0.333 0.333 0.333]
Be2+,Na1+,Fr1+,[27.09320418],[0.333 0.333 0.333]
Li1+,Ca2+,Ra2+,[27.05448052],[0.333 0.333 0.333]
Ca2+,Ag1+,Ac3+,[27.04596949],[0.333 0.333 0.333]
Li1+,K1+,Bk3+,[27.04088712],[0.333 0.333 0.333]
Li1+,Na1+,Ra2+,[26.86319559],[0.333 0.333 0.333]
Ag1+,Ir3+,Fr1+,[26.85559874],[0.333 0.333 0.333]
Be2+,K1+,Hg1+,[26.80683478],[0.333 0.333 0.333]
Li1+,Cs1+,Hg1+,[26.77277303],[0.333 0.333 0.333]
Li1+,Be2+,La3+,[26.77200934],[0.333 0.333 0.333]
Be2+,Na1+,Hg1+,[26.76483178],[0.333 0.333 0.333]
Ag1+,Ba2+,Os4+,[26.76249865],[0.333 0.333 0.333]
Ag1+,Te2+,Au3+,[26.74529371],[0.333 0.333 0.333]
K1+,Dy3+,Fr1+,[26.72813202],[0.333 0.333 0.333]
Mg2+,Rb1+,Hg1+,[26.71107131],[0.333 0.333 0.333]
Ag1+,Lu3+,Ir3+,[26.69442767],[0.333 0.333 0.333]
Na1+,Cu2+,Fr1+,[26.68527264],[0.333 0.333 0.333]
K1+,Gd3+,Fr1+,[26.6843325],[0.333 0.333 0.333]
Li1+,Al3+,Pr3+,[26.68055283],[0.333 0.333 0.333]
Li1+,Ca2+,Pb2+,[26.65605444],[0.333 0.333 0.333]
K1+,Ca2+,Hg1+,[26.63944049],[0.333 0.333 0.333]
Ag1+,Cs1+,Pu4+,[26.62012409],[0.333 0.333 0.333]
Li1+,Ce3+,Fr1+,[26.59378609],[0.333 0.333 0.333]
Na1+,K1+,Ra2+,[26.58108752],[0.333 0.333 0.333]
Al3+,Ba2+,Eu3+,[26.56381253],[0.333 0.333 0.333]
Li1+,Al3+,Hg1+,[26.55976321],[0.333 0.333 0.333]
Ca2+,Ag1+,Hf4+,[26.54057235],[0.333 0.333 0.333]
K1+,Tb3+,Fr1+,[26.50898136],[0.333 0.333 0.333]
Li1+,Be2+,Sm3+,[26.50482009],[0.333 0.333 0.333]
Li1+,Cs1+,Bi3+,[26.48628105],[0.333 0.333 0.333]
Li1+,Na1+,Pb2+,[26.4818742],[0.333 0.333 0.333]
Mg2+,Cs1+,Bi3+,[26.47218041],[0.333 0.333 0.333]
Li1+,Mg2+,Pb2+,[26.4654888],[0.333 0.333 0.333]
Be2+,Na1+,Tl1+,[26.44680195],[0.333 0.333 0.333]
Li1+,Mg2+,Po2+,[26.4366655],[0.333 0.333 0.333]
Li1+,Mg2+,Ac3+,[26.40569675],[0.333 0.333 0.333]
Li1+,La3+,Bi3+,[26.39584614],[0.333 0.333 0.333]
Ag1+,Au3+,Ac3+,[26.39003674],[0.333 0.333 0.333]
Li1+,Na1+,Bk3+,[26.38034194],[0.333 0.333 0.333]
Be2+,Fr1+,Ac3+,[26.37598536],[0.333 0.333 0.333]
Li1+,Ca2+,Gd3+,[26.37555123],[0.333 0.333 0.333]
Ag1+,Sb3+,Au3+,[26.36428334],[0.333 0.333 0.333]
Be2+,Cs1+,Pb2+,[26.36153645],[0.333 0.333 0.333]
Li1+,Al3+,Sm3+,[26.36013202],[0.333 0.333 0.333]
Li1+,Mg2+,Ra2+,[26.34900636],[0.333 0.333 0.333]
Ca2+,Cs1+,Po2+,[26.33442554],[0.333 0.333 0.333]
Li1+,Al3+,Mn2+,[26.33205661],[0.333 0.333 0.333]
Ca2+,Ga3+,Ag1+,[26.32364047],[0.333 0.333 0.333]
Li1+,Bi3+,Ra2+,[26.31661881],[0.333 0.333 0.333]
Li1+,Pr3+,Fr1+,[26.28470164],[0.333 0.333 0.333]
Li1+,Be2+,Tl1+,[26.26122087],[0.333 0.333 0.333]
Be2+,Rb1+,Tb3+,[26.2586272],[0.333 0.333 0.333]
Na1+,Dy3+,Fr1+,[26.23128987],[0.333 0.333 0.333]
Li1+,Be2+,Pb2+,[26.22909302],[0.333 0.333 0.333]
Ca2+,Y3+,Ag1+,[26.22897383],[0.333 0.333 0.333]
Ca2+,Ag1+,Np5+,[26.22868615],[0.333 0.333 0.333]
Li1+,Zn2+,Dy3+,[26.22347798],[0.333 0.333 0.333]
Ca2+,Sc3+,Fr1+,[26.2109781],[0.333 0.333 0.333]
Be2+,Rb1+,Dy3+,[26.21083408],[0.333 0.333 0.333]
Li1+,Cd2+,Fr1+,[26.20040769],[0.333 0.333 0.333]
Li1+,Ca2+,Tb3+,[26.1952731],[0.333 0.333 0.333]
Li1+,Mn2+,Fr1+,[26.16729327],[0.333 0.333 0.333]
Y3+,In3+,Ra2+,[26.16703259],[0.333 0.333 0.333]
Be2+,Ca2+,Pb2+,[26.14725238],[0.333 0.333 0.333]
Li1+,Al3+,La3+,[26.13824111],[0.333 0.333 0.333]
Li1+,Cd2+,Ra2+,[26.12525029],[0.333 0.333 0.333]
Ag1+,Eu3+,Ir3+,[26.11673811],[0.333 0.333 0.333]
Na1+,Mn2+,Y3+,[26.11333774],[0.333 0.333 0.333]
Sc3+,Ag1+,Ir3+,[26.09733646],[0.333 0.333 0.333]
K1+,Cd2+,Fr1+,[26.09495659],[0.333 0.333 0.333]
Be2+,Rb1+,Hg1+,[26.08174327],[0.333 0.333 0.333]
Ag1+,W6+,Po2+,[26.08085399],[0.333 0.333 0.333]
Li1+,Be2+,Fr1+,[26.07476857],[0.333 0.333 0.333]
Be2+,Cs1+,Tm3+,[26.05902707],[0.333 0.333 0.333]
Mg2+,Ca2+,Cs1+,[26.05546632],[0.333 0.333 0.333]
Li1+,Al3+,Pm3+,[26.04343277],[0.333 0.333 0.333]
Ca2+,Ti4+,Ag1+,[26.04142155],[0.333 0.333 0.333]
Li1+,Be2+,Dy3+,[26.04107222],[0.333 0.333 0.333]
K1+,Ca2+,Ra2+,[26.04018888],[0.333 0.333 0.333]
Li1+,Sr2+,Tb3+,[26.03646243],[0.333 0.333 0.333]
Li1+,Ca2+,Dy3+,[26.00520994],[0.333 0.333 0.333]
Li1+,Na1+,Tl1+,[25.9943118],[0.333 0.333 0.333]
Na1+,Ag1+,U6+,[25.99236774],[0.333 0.333 0.333]
Ca2+,Sr2+,Ac3+,[25.98895449],[0.333 0.333 0.333]
Be2+,Rb1+,Gd3+,[25.98221053],[0.333 0.333 0.333]
Li1+,Te2+,Fr1+,[25.95328482],[0.333 0.333 0.333]
Li1+,Al3+,Nd3+,[25.940106],[0.333 0.333 0.333]
Mg2+,Ag1+,Hf4+,[25.93653008],[0.333 0.333 0.333]
Li1+,Yb3+,Fr1+,[25.93610943],[0.333 0.333 0.333]
Li1+,Be2+,Ga3+,[25.93231841],[0.333 0.333 0.333]
Li1+,Be2+,Zn2+,[25.92815222],[0.333 0.333 0.333]
Al3+,Ti4+,Ra2+,[25.91375931],[0.333 0.333 0.333]
Li1+,Ca2+,Tl1+,[25.91151543],[0.333 0.333 0.333]
Li1+,Sr2+,Hg1+,[25.90421955],[0.333 0.333 0.333]
Ag1+,Lu3+,Au3+,[25.90053346],[0.333 0.333 0.333]
Be2+,Rb1+,Pb2+,[25.89507235],[0.333 0.333 0.333]
Be2+,Bi3+,Fr1+,[25.89244529],[0.333 0.333 0.333]
Li1+,Sm3+,Fr1+,[25.88739992],[0.333 0.333 0.333]
Be2+,Na1+,Bi3+,[25.88491279],[0.333 0.333 0.333]
Al3+,Ag1+,Am3+,[25.88451801],[0.333 0.333 0.333]
Li1+,Sr2+,Nd3+,[25.87574724],[0.333 0.333 0.333]
Ca2+,Ag1+,Hg1+,[25.87384682],[0.333 0.333 0.333]
Li1+,Ga3+,Po2+,[25.85605457],[0.333 0.333 0.333]
Na1+,Ba2+,Ac3+,[25.84841277],[0.333 0.333 0.333]
Ag1+,Ir3+,Po2+,[25.84217061],[0.333 0.333 0.333]
Na1+,Bi3+,Fr1+,[25.83760146],[0.333 0.333 0.333]
Na1+,Sr2+,Ac3+,[25.82403191],[0.333 0.333 0.333]
Na1+,Tb3+,Fr1+,[25.81869453],[0.333 0.333 0.333]
Li1+,Cu2+,Fr1+,[25.81086397],[0.333 0.333 0.333]
Be2+,Na1+,Ac3+,[25.80463893],[0.333 0.333 0.333]
Na1+,Ba2+,Po2+,[25.80423418],[0.333 0.333 0.333]
K1+,Cu2+,Fr1+,[25.79975796],[0.333 0.333 0.333]
Li1+,Be2+,Po2+,[25.79861623],[0.333 0.333 0.333]
Ca2+,Rb1+,Ac3+,[25.79417025],[0.333 0.333 0.333]
Li1+,Zn2+,Ba2+,[25.78639315],[0.333 0.333 0.333]
Ca2+,Cd2+,Fr1+,[25.7682811],[0.333 0.333 0.333]
Al3+,Ag1+,Pu4+,[25.76741931],[0.333 0.333 0.333]
Li1+,Sr2+,Po2+,[25.76177095],[0.333 0.333 0.333]
Mg2+,Ag1+,U6+,[25.76149562],[0.333 0.333 0.333]
Na1+,Po2+,Fr1+,[25.74629668],[0.333 0.333 0.333]
Ag1+,Au3+,Bi3+,[25.7385559],[0.333 0.333 0.333]
K1+,Rb1+,Ra2+,[25.73806911],[0.333 0.333 0.333]
Ag1+,Nd3+,Os4+,[25.72181874],[0.333 0.333 0.333]
Li1+,Ba2+,Bi3+,[25.71909583],[0.333 0.333 0.333]
Mg2+,Cs1+,Ac3+,[25.7112096],[0.333 0.333 0.333]
Li1+,Sr2+,Bi3+,[25.71032452],[0.333 0.333 0.333]
Li1+,Al3+,Gd3+,[25.69501376],[0.333 0.333 0.333]
Ag1+,Ir3+,U6+,[25.68807911],[0.333 0.333 0.333]
Be2+,Pm3+,Fr1+,[25.66946768],[0.333 0.333 0.333]
Li1+,Ca2+,Bk3+,[25.66851768],[0.333 0.333 0.333]
Mg2+,Rb1+,Cs1+,[25.6671814],[0.333 0.333 0.333]
Al3+,Ag1+,Bk3+,[25.66547127],[0.333 0.333 0.333]
Ca2+,Zr4+,Ag1+,[25.66005553],[0.333 0.333 0.333]
Li1+,Be2+,Pm3+,[25.65589112],[0.333 0.333 0.333]
Ag1+,Ho3+,Os4+,[25.64912966],[0.333 0.333 0.333]
Ag1+,Tm3+,Os4+,[25.64912966],[0.333 0.333 0.333]
Li1+,Mg2+,Tl1+,[25.63394719],[0.333 0.333 0.333]
Ca2+,Pb2+,Fr1+,[25.62801125],[0.333 0.333 0.333]
Mg2+,K1+,Hg1+,[25.61680785],[0.333 0.333 0.333]
Al3+,Cs1+,Pb2+,[25.607279],[0.333 0.333 0.333]
Ca2+,Cs1+,Ac3+,[25.58768852],[0.333 0.333 0.333]
K1+,Mn2+,Sr2+,[25.58407322],[0.333 0.333 0.333]
Li1+,Sr2+,Ac3+,[25.57294573],[0.333 0.333 0.333]
Li1+,Be2+,Pr3+,[25.56156993],[0.333 0.333 0.333]
Be2+,Dy3+,Fr1+,[25.55420955],[0.333 0.333 0.333]
Be2+,Ag1+,Fr1+,[25.54694652],[0.333 0.333 0.333]
Na1+,Mn2+,Sr2+,[25.5419562],[0.333 0.333 0.333]
Li1+,Sn2+,Fr1+,[25.53606461],[0.333 0.333 0.333]
K1+,Cu2+,Ra2+,[25.53470322],[0.333 0.333 0.333]
Ag1+,Ba2+,Ta5+,[25.52414334],[0.333 0.333 0.333]
Ag1+,Ba2+,Re4+,[25.52223629],[0.333 0.333 0.333]
Mg2+,Rb1+,Bi3+,[25.51996456],[0.333 0.333 0.333]
Li1+,Fe3+,Ra2+,[25.51922816],[0.333 0.333 0.333]
Na1+,Rb1+,Hg1+,[25.50792793],[0.333 0.333 0.333]
Li1+,K1+,Ra2+,[25.49002493],[0.333 0.333 0.333]
Ca2+,Sc3+,Ag1+,[25.48917975],[0.333 0.333 0.333]
Be2+,Mg2+,Ac3+,[25.47583754],[0.333 0.333 0.333]
Ca2+,Rb1+,Cm3+,[25.44996489],[0.333 0.333 0.333]
Na1+,Ca2+,Ra2+,[25.44939789],[0.333 0.333 0.333]
Li1+,La3+,Fr1+,[25.4425868],[0.333 0.333 0.333]
Ca2+,Sr2+,Bi3+,[25.44053359],[0.333 0.333 0.333]
Be2+,Po2+,Fr1+,[25.43756977],[0.333 0.333 0.333]
Ca2+,Cs1+,Bi3+,[25.43521125],[0.333 0.333 0.333]
Be2+,Cs1+,Sm3+,[25.43002663],[0.333 0.333 0.333]
K1+,Ba2+,Ac3+,[25.42799384],[0.333 0.333 0.333]
Li1+,Ca2+,Pr3+,[25.42689161],[0.333 0.333 0.333]
Ag1+,W6+,Ac3+,[25.4236051],[0.333 0.333 0.333]
K1+,Cs1+,Hg1+,[25.41296224],[0.333 0.333 0.333]
Li1+,Cd2+,La3+,[25.40171823],[0.333 0.333 0.333]
Be2+,Ca2+,Ac3+,[25.39981973],[0.333 0.333 0.333]
Ca2+,Ba2+,Pb2+,[25.39385369],[0.333 0.333 0.333]
Ca2+,Mn2+,Sr2+,[25.39358234],[0.333 0.333 0.333]
Be2+,Cs1+,Pm3+,[25.39352096],[0.333 0.333 0.333]
Be2+,Na1+,Pb2+,[25.38054866],[0.333 0.333 0.333]
Ag1+,Pr3+,Os4+,[25.37838601],[0.333 0.333 0.333]
Ag1+,Sm3+,Os4+,[25.37838601],[0.333 0.333 0.333]
Ag1+,Eu3+,Os4+,[25.37838601],[0.333 0.333 0.333]
Ti4+,In3+,Ra2+,[25.3780548],[0.333 0.333 0.333]
Ag1+,Pr3+,Ir3+,[25.35949021],[0.333 0.333 0.333]
Ag1+,Sm3+,Ir3+,[25.35949021],[0.333 0.333 0.333]
Be2+,Cs1+,Tl1+,[25.35102244],[0.333 0.333 0.333]
Li1+,Sr2+,Ce3+,[25.32507853],[0.333 0.333 0.333]
Li1+,Cd2+,Ce3+,[25.31884387],[0.333 0.333 0.333]
Li1+,Na1+,Ba2+,[25.31628873],[0.333 0.333 0.333]
Li1+,Ga3+,Bi3+,[25.31201473],[0.333 0.333 0.333]
Ag1+,Hf4+,Os4+,[25.30005281],[0.333 0.333 0.333]
Al3+,K1+,Po2+,[25.2949508],[0.333 0.333 0.333]
Al3+,Ag1+,Cm3+,[25.28814826],[0.333 0.333 0.333]
K1+,Rb1+,Ce3+,[25.28549961],[0.333 0.333 0.333]
Li1+,Sr2+,Ra2+,[25.28354829],[0.333 0.333 0.333]
Be2+,K1+,Fr1+,[25.2818818],[0.333 0.333 0.333]
Li1+,Sr2+,Pm3+,[25.28060991],[0.333 0.333 0.333]
Ag1+,Nd3+,Re4+,[25.25947948],[0.333 0.333 0.333]
Ca2+,Rb1+,Am3+,[25.25692233],[0.333 0.333 0.333]
Be2+,Sm3+,Fr1+,[25.2553808],[0.333 0.333 0.333]
Li1+,Bi3+,Fr1+,[25.25224879],[0.333 0.333 0.333]
Li1+,Te2+,Po2+,[25.25184494],[0.333 0.333 0.333]
K1+,Rb1+,Hg1+,[25.24357899],[0.333 0.333 0.333]
Ag1+,Tm3+,Re4+,[25.23633666],[0.333 0.333 0.333]
K1+,Bi3+,Fr1+,[25.22604179],[0.333 0.333 0.333]
Be2+,Rb1+,Po2+,[25.22175013],[0.333 0.333 0.333]
Li1+,Cd2+,Pr3+,[25.21985622],[0.333 0.333 0.333]
Be2+,Rb1+,Tl1+,[25.21834666],[0.333 0.333 0.333]
Be2+,Gd3+,Fr1+,[25.21647553],[0.333 0.333 0.333]
Li1+,Gd3+,Fr1+,[25.21399495],[0.333 0.333 0.333]
Ag1+,Dy3+,Os4+,[25.21264323],[0.333 0.333 0.333]
Ag1+,Gd3+,Os4+,[25.21264323],[0.333 0.333 0.333]
Na1+,K1+,Tl1+,[25.20962768],[0.333 0.333 0.333]
Li1+,Be2+,Am3+,[25.19399528],[0.333 0.333 0.333]
Li1+,Ti4+,Mn2+,[25.18290437],[0.333 0.333 0.333]
Li1+,Al3+,Pb2+,[25.18128851],[0.333 0.333 0.333]
Be2+,Na1+,Ce3+,[25.1733611],[0.333 0.333 0.333]
K1+,Mn2+,Y3+,[25.15924627],[0.333 0.333 0.333]
Li1+,Pr3+,Dy3+,[25.15705795],[0.333 0.333 0.333]
Mg2+,Mn2+,Rb1+,[25.15643852],[0.333 0.333 0.333]
Li1+,Sr2+,Pr3+,[25.14524606],[0.333 0.333 0.333]
Be2+,K1+,Sm3+,[25.14109684],[0.333 0.333 0.333]
Ag1+,Tm3+,Pt2+,[25.1264744],[0.333 0.333 0.333]
Be2+,Na1+,Am3+,[25.11575653],[0.333 0.333 0.333]
Al3+,Cs1+,Po2+,[25.11093802],[0.333 0.333 0.333]
Li1+,Sr2+,Gd3+,[25.10064891],[0.333 0.333 0.333]
Be2+,Sr2+,Pb2+,[25.09976224],[0.333 0.333 0.333]
Be2+,K1+,Ra2+,[25.09250294],[0.333 0.333 0.333]
