material1,material2,material3,pred_temp,weights
Ba2+,Lu3+,Ra2+,[11.31909993],[0.333 0.333 0.333]
Mg2+,Fe3+,Ra2+,[11.31874515],[0.333 0.333 0.333]
K1+,Co3+,Pt2+,[11.31776472],[0.333 0.333 0.333]
Y3+,Pm3+,Eu3+,[11.3162415],[0.333 0.333 0.333]
Mg2+,Cd2+,Sb3+,[11.31509627],[0.333 0.333 0.333]
Sc3+,Ga3+,Rb1+,[11.31388243],[0.333 0.333 0.333]
Sr2+,Pm3+,Eu3+,[11.31353393],[0.333 0.333 0.333]
V5+,Ba2+,Ce3+,[11.31230249],[0.333 0.333 0.333]
Be2+,Zr4+,Ho3+,[11.30870156],[0.333 0.333 0.333]
Be2+,Dy3+,Yb3+,[11.30749451],[0.333 0.333 0.333]
Be2+,Ni2+,Sr2+,[11.30700982],[0.333 0.333 0.333]
Mg2+,V5+,Rb1+,[11.30467295],[0.333 0.333 0.333]
Mg2+,Zr4+,La3+,[11.30255651],[0.333 0.333 0.333]
Be2+,Sn2+,Ra2+,[11.30203842],[0.333 0.333 0.333]
Ba2+,Eu3+,Ho3+,[11.30158475],[0.333 0.333 0.333]
Ga3+,Sr2+,Ra2+,[11.30156726],[0.333 0.333 0.333]
Zn2+,Ga3+,Tb3+,[11.29936956],[0.333 0.333 0.333]
Mg2+,Ni2+,La3+,[11.29699012],[0.333 0.333 0.333]
Be2+,Mn2+,Te2+,[11.29419278],[0.333 0.333 0.333]
Sc3+,Nb5+,Ra2+,[11.29396807],[0.333 0.333 0.333]
Y3+,Sn2+,Ba2+,[11.29387855],[0.333 0.333 0.333]
Ga3+,Sr2+,Zr4+,[11.29360042],[0.333 0.333 0.333]
Zn2+,Tc4+,Cs1+,[11.29332674],[0.333 0.333 0.333]
Cr3+,Cd2+,Cs1+,[11.292442],[0.333 0.333 0.333]
Co3+,Zr4+,Ag1+,[11.29004838],[0.333 0.333 0.333]
Mn2+,Zn2+,Pr3+,[11.28969844],[0.333 0.333 0.333]
Y3+,Cs1+,Lu3+,[11.28968852],[0.333 0.333 0.333]
Al3+,In3+,Ce3+,[11.28822926],[0.333 0.333 0.333]
Y3+,Sm3+,Ho3+,[11.28750108],[0.333 0.333 0.333]
Be2+,Zn2+,Sb3+,[11.28743794],[0.333 0.333 0.333]
Y3+,Eu3+,Yb3+,[11.28727201],[0.333 0.333 0.333]
Ca2+,Fe3+,La3+,[11.28715212],[0.333 0.333 0.333]
Sb3+,Ba2+,Fr1+,[11.28351102],[0.333 0.333 0.333]
Y3+,Pd4+,Ag1+,[11.28251435],[0.333 0.333 0.333]
Be2+,Ga3+,In3+,[11.28226317],[0.333 0.333 0.333]
Sc3+,Ag1+,Er3+,[11.28150287],[0.333 0.333 0.333]
Sc3+,La3+,Nd3+,[11.28097293],[0.333 0.333 0.333]
Ba2+,Ho3+,Ra2+,[11.2780354],[0.333 0.333 0.333]
Ba2+,Er3+,Fr1+,[11.27610427],[0.333 0.333 0.333]
Zn2+,Nb5+,Pr3+,[11.27328456],[0.333 0.333 0.333]
Zn2+,Rb1+,Nb5+,[11.27321009],[0.333 0.333 0.333]
Eu3+,Lu3+,Ra2+,[11.27220149],[0.333 0.333 0.333]
Nd3+,Tm3+,Ra2+,[11.27216625],[0.333 0.333 0.333]
Pm3+,Tm3+,Ra2+,[11.27216625],[0.333 0.333 0.333]
Ca2+,Sn2+,Ce3+,[11.27167202],[0.333 0.333 0.333]
Ca2+,Sb3+,Sm3+,[11.27100878],[0.333 0.333 0.333]
Ti4+,Ag1+,Ba2+,[11.27012814],[0.333 0.333 0.333]
Sc3+,Ga3+,Tb3+,[11.26982958],[0.333 0.333 0.333]
Ag1+,Fr1+,Ac3+,[11.26923043],[0.333 0.333 0.333]
Mg2+,Ga3+,In3+,[11.26795783],[0.333 0.333 0.333]
Nb5+,Yb3+,Tl1+,[11.26786597],[0.333 0.333 0.333]
Y3+,La3+,Pm3+,[11.2651257],[0.333 0.333 0.333]
Be2+,Al3+,Sc3+,[11.26504149],[0.333 0.333 0.333]
Zn2+,Ru3+,Cs1+,[11.26375611],[0.333 0.333 0.333]
Sc3+,La3+,Sm3+,[11.26040582],[0.333 0.333 0.333]
Sr2+,Y3+,Pr3+,[11.25842395],[0.333 0.333 0.333]
Rb1+,Cs1+,Tb3+,[11.25805036],[0.333 0.333 0.333]
Ni2+,Zr4+,Ag1+,[11.25746824],[0.333 0.333 0.333]
Rb1+,Pr3+,Ho3+,[11.25533515],[0.333 0.333 0.333]
Sc3+,La3+,Pm3+,[11.25467566],[0.333 0.333 0.333]
Sr2+,Sn2+,Yb3+,[11.25389801],[0.333 0.333 0.333]
Rb1+,Sm3+,Yb3+,[11.25234725],[0.333 0.333 0.333]
Sc3+,Sn2+,Pr3+,[11.25112555],[0.333 0.333 0.333]
Mg2+,Dy3+,Yb3+,[11.25079466],[0.333 0.333 0.333]
Rb1+,Ce3+,Gd3+,[11.24967461],[0.333 0.333 0.333]
K1+,Ni2+,Cd2+,[11.24738079],[0.333 0.333 0.333]
Y3+,Sm3+,Er3+,[11.24659215],[0.333 0.333 0.333]
Sc3+,Y3+,Lu3+,[11.24584127],[0.333 0.333 0.333]
Li1+,Be2+,Ru3+,[11.24506169],[0.333 0.333 0.333]
Sr2+,In3+,Yb3+,[11.24436728],[0.333 0.333 0.333]
K1+,Sr2+,Lu3+,[11.24365018],[0.333 0.333 0.333]
Y3+,La3+,Nd3+,[11.24326576],[0.333 0.333 0.333]
Nb5+,Tc4+,Re4+,[11.24294173],[0.333 0.333 0.333]
Sc3+,Rb1+,La3+,[11.24141793],[0.333 0.333 0.333]
Rb1+,Te2+,Gd3+,[11.23907175],[0.333 0.333 0.333]
Sr2+,Sm3+,Eu3+,[11.23891791],[0.333 0.333 0.333]
Y3+,Sm3+,Lu3+,[11.23820229],[0.333 0.333 0.333]
Mg2+,Al3+,Eu3+,[11.23675436],[0.333 0.333 0.333]
La3+,Tb3+,Am3+,[11.23502068],[0.333 0.333 0.333]
Be2+,Cr3+,Sr2+,[11.23322768],[0.333 0.333 0.333]
Sr2+,Eu3+,Yb3+,[11.23310283],[0.333 0.333 0.333]
Y3+,Cs1+,Ba2+,[11.23310079],[0.333 0.333 0.333]
Ti4+,Zn2+,Pr3+,[11.23130287],[0.333 0.333 0.333]
Tb3+,Dy3+,Ac3+,[11.2305325],[0.333 0.333 0.333]
Mg2+,Zr4+,Ce3+,[11.228538],[0.333 0.333 0.333]
Al3+,Rb1+,Tc4+,[11.22841822],[0.333 0.333 0.333]
Ga3+,In3+,Fr1+,[11.22561915],[0.333 0.333 0.333]
Na1+,Al3+,Y3+,[11.22439483],[0.333 0.333 0.333]
Te2+,Cs1+,Fr1+,[11.21986179],[0.333 0.333 0.333]
K1+,Ni2+,Os4+,[11.21947612],[0.333 0.333 0.333]
Be2+,Cr3+,Cs1+,[11.21855005],[0.333 0.333 0.333]
Ti4+,Cs1+,Lu3+,[11.21826835],[0.333 0.333 0.333]
Mg2+,Cd2+,La3+,[11.21733067],[0.333 0.333 0.333]
Na1+,Cr3+,Pr3+,[11.2161791],[0.333 0.333 0.333]
Al3+,In3+,La3+,[11.21561688],[0.333 0.333 0.333]
Rb1+,Te2+,Yb3+,[11.21178455],[0.333 0.333 0.333]
V5+,Ag1+,Fr1+,[11.21135953],[0.333 0.333 0.333]
Y3+,La3+,Ho3+,[11.2104922],[0.333 0.333 0.333]
Eu3+,Lu3+,Ac3+,[11.210099],[0.333 0.333 0.333]
Nd3+,Er3+,Ra2+,[11.20965874],[0.333 0.333 0.333]
Pm3+,Er3+,Ra2+,[11.20965874],[0.333 0.333 0.333]
Sr2+,Nb5+,Ra2+,[11.2077225],[0.333 0.333 0.333]
Be2+,Y3+,Sb3+,[11.2074063],[0.333 0.333 0.333]
Rb1+,Sr2+,Er3+,[11.20645767],[0.333 0.333 0.333]
Mg2+,Ti4+,La3+,[11.20636315],[0.333 0.333 0.333]
Mg2+,Fe3+,Te2+,[11.20600552],[0.333 0.333 0.333]
Sr2+,Y3+,Gd3+,[11.2016618],[0.333 0.333 0.333]
Mo4+,Ag1+,Fr1+,[11.2012998],[0.333 0.333 0.333]
Sc3+,Cr3+,Te2+,[11.20106774],[0.333 0.333 0.333]
Ba2+,Tm3+,Ra2+,[11.19998536],[0.333 0.333 0.333]
Ca2+,Te2+,Ce3+,[11.19981249],[0.333 0.333 0.333]
Ag1+,Te2+,Fr1+,[11.19920388],[0.333 0.333 0.333]
Ca2+,Sn2+,Nd3+,[11.19711648],[0.333 0.333 0.333]
Cr3+,Y3+,Ba2+,[11.19658455],[0.333 0.333 0.333]
Al3+,Fe3+,Y3+,[11.19352913],[0.333 0.333 0.333]
Sc3+,Sr2+,Po2+,[11.19168315],[0.333 0.333 0.333]
Sc3+,Y3+,Zr4+,[11.18628105],[0.333 0.333 0.333]
Rb1+,Ru3+,Sn2+,[11.18480789],[0.333 0.333 0.333]
Sc3+,Ag1+,Tm3+,[11.18473289],[0.333 0.333 0.333]
Al3+,Sb3+,Ce3+,[11.18436959],[0.333 0.333 0.333]
Mg2+,Te2+,Nd3+,[11.18386624],[0.333 0.333 0.333]
Rb1+,Gd3+,Yb3+,[11.18381442],[0.333 0.333 0.333]
Be2+,Fe3+,Te2+,[11.18325172],[0.333 0.333 0.333]
K1+,Sr2+,Tc4+,[11.18081547],[0.333 0.333 0.333]
Ba2+,Yb3+,Fr1+,[11.18067864],[0.333 0.333 0.333]
Sc3+,Ti4+,Y3+,[11.18019353],[0.333 0.333 0.333]
Be2+,Ga3+,Y3+,[11.17859005],[0.333 0.333 0.333]
Sc3+,Ga3+,Yb3+,[11.17839409],[0.333 0.333 0.333]
Sc3+,Rb1+,Te2+,[11.17741588],[0.333 0.333 0.333]
Al3+,Ba2+,Tm3+,[11.17692117],[0.333 0.333 0.333]
Ba2+,Eu3+,Er3+,[11.17429944],[0.333 0.333 0.333]
Pm3+,Lu3+,Ra2+,[11.17370988],[0.333 0.333 0.333]
Ag1+,Ba2+,Lu3+,[11.17267354],[0.333 0.333 0.333]
Al3+,Y3+,Tb3+,[11.17264297],[0.333 0.333 0.333]
Mn2+,Ce3+,Fr1+,[11.17153881],[0.333 0.333 0.333]
Sr2+,Ag1+,Dy3+,[11.17007514],[0.333 0.333 0.333]
K1+,Cr3+,Pt2+,[11.16944272],[0.333 0.333 0.333]
Ca2+,Mo4+,Eu3+,[11.16603921],[0.333 0.333 0.333]
K1+,Fe3+,Pt2+,[11.164048],[0.333 0.333 0.333]
Zn2+,Ga3+,Sm3+,[11.16404706],[0.333 0.333 0.333]
Cs1+,Pm3+,Eu3+,[11.1617301],[0.333 0.333 0.333]
Y3+,Pr3+,Er3+,[11.15879826],[0.333 0.333 0.333]
Be2+,Zr4+,Yb3+,[11.15862076],[0.333 0.333 0.333]
Pr3+,Pm3+,Sm3+,[11.15716414],[0.333 0.333 0.333]
K1+,Zn2+,Tm3+,[11.15643277],[0.333 0.333 0.333]
Sc3+,Ho3+,Tm3+,[11.15351697],[0.333 0.333 0.333]
Be2+,Fe3+,In3+,[11.1530132],[0.333 0.333 0.333]
La3+,Eu3+,Tm3+,[11.15143891],[0.333 0.333 0.333]
Be2+,Sb3+,Te2+,[11.15137686],[0.333 0.333 0.333]
Be2+,Nb5+,Eu3+,[11.15067995],[0.333 0.333 0.333]
Sr2+,Ce3+,Fr1+,[11.15067362],[0.333 0.333 0.333]
Mg2+,Ti4+,Ga3+,[11.15045012],[0.333 0.333 0.333]
Mg2+,Cr3+,Cs1+,[11.14988565],[0.333 0.333 0.333]
Na1+,Zn2+,Zr4+,[11.1486086],[0.333 0.333 0.333]
Ti4+,Nd3+,Tm3+,[11.14619134],[0.333 0.333 0.333]
Sr2+,Ag1+,Tb3+,[11.14610774],[0.333 0.333 0.333]
Nd3+,Lu3+,Ra2+,[11.14486195],[0.333 0.333 0.333]
Sm3+,Er3+,Fr1+,[11.14364644],[0.333 0.333 0.333]
Rb1+,Te2+,Pr3+,[11.14170755],[0.333 0.333 0.333]
Be2+,Sn2+,Te2+,[11.13611942],[0.333 0.333 0.333]
Sc3+,Ce3+,Yb3+,[11.13556053],[0.333 0.333 0.333]
Nd3+,Ho3+,Ra2+,[11.13384782],[0.333 0.333 0.333]
Pm3+,Ho3+,Ra2+,[11.13384782],[0.333 0.333 0.333]
Ba2+,Eu3+,Tm3+,[11.13342692],[0.333 0.333 0.333]
Sr2+,Ag1+,Ra2+,[11.13323066],[0.333 0.333 0.333]
Ti4+,Y3+,Er3+,[11.13248848],[0.333 0.333 0.333]
Be2+,Cr3+,Ra2+,[11.13045072],[0.333 0.333 0.333]
Al3+,Zr4+,Pm3+,[11.12936164],[0.333 0.333 0.333]
Mg2+,Zn2+,Sm3+,[11.12827504],[0.333 0.333 0.333]
Sc3+,La3+,Tm3+,[11.12755808],[0.333 0.333 0.333]
Y3+,Pr3+,Tm3+,[11.12511489],[0.333 0.333 0.333]
Ba2+,Eu3+,Lu3+,[11.12442567],[0.333 0.333 0.333]
Mg2+,Sb3+,Ce3+,[11.12363955],[0.333 0.333 0.333]
Ag1+,Tm3+,Fr1+,[11.12326528],[0.333 0.333 0.333]
Mg2+,In3+,Pm3+,[11.12204741],[0.333 0.333 0.333]
Be2+,K1+,Pa5+,[11.1203179],[0.333 0.333 0.333]
Nd3+,Pm3+,Ra2+,[11.12005392],[0.333 0.333 0.333]
Ti4+,In3+,Ba2+,[11.11877842],[0.333 0.333 0.333]
Cs1+,La3+,Sm3+,[11.11870507],[0.333 0.333 0.333]
Fe3+,Sn2+,Cs1+,[11.11845664],[0.333 0.333 0.333]
Ca2+,Fe3+,Eu3+,[11.11772404],[0.333 0.333 0.333]
Ga3+,Rb1+,Y3+,[11.11740981],[0.333 0.333 0.333]
Ga3+,Sr2+,Sn2+,[11.11589596],[0.333 0.333 0.333]
Mg2+,Sb3+,Gd3+,[11.11528526],[0.333 0.333 0.333]
Sr2+,Sn2+,Ra2+,[11.11381352],[0.333 0.333 0.333]
Y3+,La3+,Er3+,[11.11207781],[0.333 0.333 0.333]
Fe3+,Zn2+,Lu3+,[11.11190245],[0.333 0.333 0.333]
Sb3+,Fr1+,Ra2+,[11.11179396],[0.333 0.333 0.333]
Sr2+,Y3+,Sm3+,[11.11133425],[0.333 0.333 0.333]
Li1+,Na1+,U6+,[11.10959202],[0.333 0.333 0.333]
Mn2+,Sb3+,Fr1+,[11.10899708],[0.333 0.333 0.333]
Pm3+,Eu3+,Ac3+,[11.10833953],[0.333 0.333 0.333]
Y3+,Pr3+,Ho3+,[11.10619547],[0.333 0.333 0.333]
Mg2+,Ti4+,Ce3+,[11.10518612],[0.333 0.333 0.333]
Cu2+,Sr2+,Eu3+,[11.10514053],[0.333 0.333 0.333]
Sc3+,Er3+,Tm3+,[11.10443555],[0.333 0.333 0.333]
Ca2+,Cr3+,Ce3+,[11.10100294],[0.333 0.333 0.333]
Sr2+,Zr4+,Sb3+,[11.09998766],[0.333 0.333 0.333]
Be2+,Mn2+,La3+,[11.09959353],[0.333 0.333 0.333]
Sc3+,Cu2+,Ra2+,[11.09833629],[0.333 0.333 0.333]
Al3+,Cu2+,Sr2+,[11.09546402],[0.333 0.333 0.333]
Mg2+,Ho3+,Yb3+,[11.09529832],[0.333 0.333 0.333]
In3+,Ba2+,Fr1+,[11.09483593],[0.333 0.333 0.333]
Cs1+,Ce3+,Pm3+,[11.09421699],[0.333 0.333 0.333]
Rb1+,Y3+,Yb3+,[11.09329068],[0.333 0.333 0.333]
Y3+,Pr3+,Lu3+,[11.09283775],[0.333 0.333 0.333]
Al3+,Ba2+,Ho3+,[11.09199825],[0.333 0.333 0.333]
Sc3+,Ag1+,Th4+,[11.09062007],[0.333 0.333 0.333]
La3+,Er3+,Ac3+,[11.09044144],[0.333 0.333 0.333]
Na1+,Al3+,V5+,[11.09033422],[0.333 0.333 0.333]
Ag1+,Po2+,Fr1+,[11.08670413],[0.333 0.333 0.333]
Ga3+,Sr2+,Y3+,[11.08587351],[0.333 0.333 0.333]
La3+,Sm3+,Fr1+,[11.08569871],[0.333 0.333 0.333]
Cs1+,Nd3+,Eu3+,[11.08557217],[0.333 0.333 0.333]
Mg2+,Ce3+,Nd3+,[11.08478276],[0.333 0.333 0.333]
Co3+,Sr2+,Ba2+,[11.08434729],[0.333 0.333 0.333]
Y3+,Cs1+,Er3+,[11.08412544],[0.333 0.333 0.333]
Ga3+,Nb5+,Yb3+,[11.08392944],[0.333 0.333 0.333]
Sc3+,Tm3+,Ra2+,[11.08342111],[0.333 0.333 0.333]
Al3+,Sn2+,Ce3+,[11.08335488],[0.333 0.333 0.333]
Zr4+,Tm3+,Ra2+,[11.08275793],[0.333 0.333 0.333]
Mg2+,V5+,Cu2+,[11.08158005],[0.333 0.333 0.333]
Al3+,Ti4+,Bi3+,[11.07775381],[0.333 0.333 0.333]
K1+,Ru3+,Cd2+,[11.07655533],[0.333 0.333 0.333]
Mn2+,Ba2+,Eu3+,[11.0763241],[0.333 0.333 0.333]
Mg2+,Cr3+,Gd3+,[11.0738434],[0.333 0.333 0.333]
Ti4+,V5+,Eu3+,[11.07165721],[0.333 0.333 0.333]
Ho3+,Er3+,Ra2+,[11.07144158],[0.333 0.333 0.333]
Sc3+,Fe3+,Eu3+,[11.06933978],[0.333 0.333 0.333]
Sc3+,Te2+,Cs1+,[11.06857233],[0.333 0.333 0.333]
Tb3+,Ac3+,Am3+,[11.06697067],[0.333 0.333 0.333]
Rb1+,Cs1+,Dy3+,[11.06666011],[0.333 0.333 0.333]
Mn2+,Zn2+,Pm3+,[11.06497085],[0.333 0.333 0.333]
Sc3+,Ga3+,Sb3+,[11.06486317],[0.333 0.333 0.333]
K1+,Pd4+,In3+,[11.06424007],[0.333 0.333 0.333]
Be2+,Na1+,Pu4+,[11.06354145],[0.333 0.333 0.333]
Ag1+,Ho3+,Fr1+,[11.0633213],[0.333 0.333 0.333]
Sr2+,Tc4+,Fr1+,[11.0624349],[0.333 0.333 0.333]
Sm3+,Gd3+,Fr1+,[11.06159209],[0.333 0.333 0.333]
Ca2+,Sn2+,La3+,[11.05852649],[0.333 0.333 0.333]
Ti4+,Zn2+,La3+,[11.05818521],[0.333 0.333 0.333]
La3+,Pm3+,Fr1+,[11.05443821],[0.333 0.333 0.333]
La3+,Ce3+,Pm3+,[11.05420864],[0.333 0.333 0.333]
Rb1+,Sb3+,Eu3+,[11.05396105],[0.333 0.333 0.333]
Rb1+,Sb3+,Ho3+,[11.05315281],[0.333 0.333 0.333]
Fe3+,Zn2+,Eu3+,[11.05276595],[0.333 0.333 0.333]
Mg2+,Al3+,Sc3+,[11.05150835],[0.333 0.333 0.333]
Be2+,In3+,Nd3+,[11.05149947],[0.333 0.333 0.333]
Mg2+,Pr3+,Nd3+,[11.05133988],[0.333 0.333 0.333]
Rb1+,In3+,Tl1+,[11.05099561],[0.333 0.333 0.333]
Pr3+,Sm3+,Eu3+,[11.04933898],[0.333 0.333 0.333]
Rb1+,Zr4+,Gd3+,[11.04756022],[0.333 0.333 0.333]
Pr3+,Pm3+,Eu3+,[11.04659061],[0.333 0.333 0.333]
Mg2+,V5+,Ho3+,[11.04647531],[0.333 0.333 0.333]
Ca2+,In3+,Te2+,[11.04595449],[0.333 0.333 0.333]
Al3+,Eu3+,Yb3+,[11.04539929],[0.333 0.333 0.333]
Sc3+,Pm3+,Ac3+,[11.04396931],[0.333 0.333 0.333]
La3+,Eu3+,Lu3+,[11.04361958],[0.333 0.333 0.333]
La3+,Ho3+,Ac3+,[11.04123398],[0.333 0.333 0.333]
Be2+,V5+,Ce3+,[11.03994891],[0.333 0.333 0.333]
Nd3+,Eu3+,Ra2+,[11.0392826],[0.333 0.333 0.333]
Te2+,Pm3+,Fr1+,[11.03919944],[0.333 0.333 0.333]
Mg2+,La3+,Ce3+,[11.03668981],[0.333 0.333 0.333]
V5+,Rb1+,Po2+,[11.03653862],[0.333 0.333 0.333]
Y3+,In3+,Fr1+,[11.03653242],[0.333 0.333 0.333]
Y3+,La3+,Lu3+,[11.03345792],[0.333 0.333 0.333]
V5+,Rb1+,Te2+,[11.03079814],[0.333 0.333 0.333]
Mg2+,In3+,Sb3+,[11.02918817],[0.333 0.333 0.333]
Sc3+,Pm3+,Ho3+,[11.02731358],[0.333 0.333 0.333]
Sc3+,Nd3+,Ho3+,[11.02703515],[0.333 0.333 0.333]
Be2+,Ti4+,Nd3+,[11.02690675],[0.333 0.333 0.333]
Sr2+,Zr4+,Ra2+,[11.02648144],[0.333 0.333 0.333]
Al3+,La3+,Sm3+,[11.02563857],[0.333 0.333 0.333]
Ca2+,Fe3+,Pr3+,[11.02442117],[0.333 0.333 0.333]
Sb3+,Te2+,Ba2+,[11.0238223],[0.333 0.333 0.333]
K1+,Ni2+,Zn2+,[11.0219845],[0.333 0.333 0.333]
Mg2+,Ti4+,Fe3+,[11.01943853],[0.333 0.333 0.333]
Ti4+,Zr4+,Ho3+,[11.01766019],[0.333 0.333 0.333]
Co3+,Rb1+,Tc4+,[11.01444053],[0.333 0.333 0.333]
Zn2+,Ga3+,Sn2+,[11.01441505],[0.333 0.333 0.333]
Sr2+,La3+,Pr3+,[11.01239075],[0.333 0.333 0.333]
Mn2+,Rb1+,Gd3+,[11.01195317],[0.333 0.333 0.333]
V5+,Sr2+,Ra2+,[11.01175831],[0.333 0.333 0.333]
Al3+,Ni2+,Ra2+,[11.01152781],[0.333 0.333 0.333]
Mg2+,Co3+,Zr4+,[11.01081872],[0.333 0.333 0.333]
Rb1+,In3+,Pr3+,[11.00850587],[0.333 0.333 0.333]
Mg2+,Cr3+,Sn2+,[11.00837667],[0.333 0.333 0.333]
Rb1+,In3+,Sm3+,[11.00829928],[0.333 0.333 0.333]
Nb5+,Tc4+,Ta5+,[11.00797038],[0.333 0.333 0.333]
Y3+,Cs1+,Ho3+,[11.00582865],[0.333 0.333 0.333]
K1+,Ca2+,Rh3+,[11.0032251],[0.333 0.333 0.333]
Mn2+,Zn2+,Ce3+,[11.002395],[0.333 0.333 0.333]
Al3+,V5+,Ba2+,[11.00219023],[0.333 0.333 0.333]
Sc3+,Nd3+,Er3+,[11.001276],[0.333 0.333 0.333]
Nb5+,Tc4+,Th4+,[11.00121057],[0.333 0.333 0.333]
Sr2+,Nb5+,Tl1+,[11.00053793],[0.333 0.333 0.333]
Sc3+,Y3+,Nb5+,[10.99901911],[0.333 0.333 0.333]
Ca2+,V5+,Te2+,[10.99859282],[0.333 0.333 0.333]
Sr2+,Ag1+,Sm3+,[10.99747719],[0.333 0.333 0.333]
Ho3+,Tm3+,Ra2+,[10.99708107],[0.333 0.333 0.333]
Mg2+,Mn2+,Ce3+,[10.99536068],[0.333 0.333 0.333]
Mn2+,Ni2+,Lu3+,[10.99528432],[0.333 0.333 0.333]
Y3+,Pr3+,Eu3+,[10.99417607],[0.333 0.333 0.333]
Be2+,Ga3+,Er3+,[10.99366414],[0.333 0.333 0.333]
Sr2+,Nd3+,Ra2+,[10.99336128],[0.333 0.333 0.333]
Sr2+,Ho3+,Ra2+,[10.99151381],[0.333 0.333 0.333]
Al3+,Te2+,Ra2+,[10.99113306],[0.333 0.333 0.333]
K1+,Mn2+,Au3+,[10.99091216],[0.333 0.333 0.333]
Cs1+,La3+,Dy3+,[10.99064781],[0.333 0.333 0.333]
Zn2+,Mo4+,Cs1+,[10.99059412],[0.333 0.333 0.333]
Sc3+,La3+,Lu3+,[10.99049824],[0.333 0.333 0.333]
Sr2+,Sn2+,Ba2+,[10.98875412],[0.333 0.333 0.333]
Mg2+,V5+,Zn2+,[10.98825598],[0.333 0.333 0.333]
Mg2+,Sb3+,La3+,[10.98529804],[0.333 0.333 0.333]
Mg2+,Al3+,Pr3+,[10.98501552],[0.333 0.333 0.333]
Mg2+,In3+,Eu3+,[10.98351327],[0.333 0.333 0.333]
Mg2+,Ti4+,Sn2+,[10.98094537],[0.333 0.333 0.333]
Al3+,Zr4+,Nd3+,[10.97982252],[0.333 0.333 0.333]
Fe3+,Tc4+,Cs1+,[10.97932378],[0.333 0.333 0.333]
Te2+,Nd3+,Fr1+,[10.97060654],[0.333 0.333 0.333]
Nd3+,Tm3+,Lu3+,[10.97036309],[0.333 0.333 0.333]
Sr2+,Zr4+,Yb3+,[10.97013614],[0.333 0.333 0.333]
Be2+,Cr3+,Sn2+,[10.9701254],[0.333 0.333 0.333]
Al3+,Y3+,Pr3+,[10.97003767],[0.333 0.333 0.333]
Al3+,Y3+,Lu3+,[10.96964468],[0.333 0.333 0.333]
Sr2+,Y3+,Tb3+,[10.96947004],[0.333 0.333 0.333]
Al3+,Ti4+,Y3+,[10.96762064],[0.333 0.333 0.333]
Sc3+,La3+,Fr1+,[10.96688155],[0.333 0.333 0.333]
Mg2+,Sb3+,Pm3+,[10.96638403],[0.333 0.333 0.333]
Al3+,Pr3+,Sm3+,[10.96420966],[0.333 0.333 0.333]
Y3+,La3+,Tm3+,[10.96396913],[0.333 0.333 0.333]
Be2+,Sb3+,Gd3+,[10.96292484],[0.333 0.333 0.333]
Pr3+,Eu3+,Fr1+,[10.96222053],[0.333 0.333 0.333]
Mg2+,Sb3+,Tb3+,[10.9600295],[0.333 0.333 0.333]
Sc3+,Sr2+,Ba2+,[10.95897387],[0.333 0.333 0.333]
Li1+,Na1+,Au3+,[10.95896706],[0.333 0.333 0.333]
Sc3+,Lu3+,Ra2+,[10.95810173],[0.333 0.333 0.333]
Ti4+,Cs1+,Ho3+,[10.95754312],[0.333 0.333 0.333]
Na1+,Al3+,Ru3+,[10.95683929],[0.333 0.333 0.333]
Ga3+,Y3+,In3+,[10.95577456],[0.333 0.333 0.333]
Pr3+,Gd3+,Fr1+,[10.95496291],[0.333 0.333 0.333]
Cr3+,Zn2+,Lu3+,[10.95345224],[0.333 0.333 0.333]
Pr3+,Sm3+,Gd3+,[10.95322205],[0.333 0.333 0.333]
Mg2+,Ni2+,Zr4+,[10.94837892],[0.333 0.333 0.333]
Rb1+,Y3+,Pm3+,[10.94753447],[0.333 0.333 0.333]
Sb3+,Cs1+,Sm3+,[10.94675086],[0.333 0.333 0.333]
Al3+,Sr2+,Th4+,[10.94658859],[0.333 0.333 0.333]
Sr2+,Zr4+,Pr3+,[10.94633636],[0.333 0.333 0.333]
Cs1+,Ce3+,Eu3+,[10.94619752],[0.333 0.333 0.333]
Ag1+,Te2+,U6+,[10.94551531],[0.333 0.333 0.333]
Be2+,Mn2+,Ga3+,[10.94303064],[0.333 0.333 0.333]
Pm3+,Lu3+,Ac3+,[10.94134232],[0.333 0.333 0.333]
Mn2+,Pr3+,Fr1+,[10.9400947],[0.333 0.333 0.333]
Zn2+,Zr4+,Pr3+,[10.94000315],[0.333 0.333 0.333]
Te2+,Sm3+,Fr1+,[10.9391431],[0.333 0.333 0.333]
K1+,Mn2+,Cu2+,[10.93613635],[0.333 0.333 0.333]
Be2+,Sb3+,Yb3+,[10.9357513],[0.333 0.333 0.333]
Y3+,Sm3+,Eu3+,[10.93194878],[0.333 0.333 0.333]
Li1+,In3+,Lu3+,[10.93193769],[0.333 0.333 0.333]
Sr2+,Ce3+,Yb3+,[10.93078972],[0.333 0.333 0.333]
Ga3+,Cs1+,Eu3+,[10.92935892],[0.333 0.333 0.333]
In3+,Fr1+,Ra2+,[10.92741579],[0.333 0.333 0.333]
Sc3+,In3+,Eu3+,[10.92721687],[0.333 0.333 0.333]
Cs1+,Ce3+,Gd3+,[10.92669495],[0.333 0.333 0.333]
Al3+,Ga3+,Sn2+,[10.92650738],[0.333 0.333 0.333]
Be2+,Cr3+,Fe3+,[10.92222156],[0.333 0.333 0.333]
Mg2+,Ti4+,Pr3+,[10.92181646],[0.333 0.333 0.333]
