material1,material2,pred_temp,weights
Rb1+,F1-,[17.32823227],[0.5 0.5]
Se2+,N1-,[17.32397371],[0.33333333 0.66666667]
N1+,Se2-,[17.32397371],[0.66666667 0.33333333]
Co5+,O1-,[17.32150504],[0.16666667 0.83333333]
Cr2+,P1-,[17.31527269],[0.33333333 0.66666667]
B3+,Si4-,[17.31485037],[0.57142857 0.42857143]
Si4+,B3-,[17.31485037],[0.42857143 0.57142857]
Xe2+,P1-,[17.30713219],[0.33333333 0.66666667]
Fe4+,B1-,[17.30695081],[0.2 0.8]
Te6+,H1-,[17.2978931],[0.14285714 0.85714286]
Nb5+,P1-,[17.29443473],[0.16666667 0.83333333]
Sc3+,C1-,[17.29167495],[0.25 0.75]
Cr2+,O0.5-,[17.29103255],[0.2 0.8]
Yb3+,S1-,[17.28443607],[0.25 0.75]
Be2+,P1-,[17.28095171],[0.33333333 0.66666667]
Xe4+,S1-,[17.27551771],[0.2 0.8]
I3+,H1-,[17.27437336],[0.25 0.75]
Te5+,P1-,[17.27426552],[0.16666667 0.83333333]
Te6+,P1-,[17.2724583],[0.14285714 0.85714286]
Br4+,Si1-,[17.27001537],[0.2 0.8]
Fe5+,O1-,[17.26696649],[0.16666667 0.83333333]
P5+,I1-,[17.26233076],[0.16666667 0.83333333]
Po6+,H1-,[17.25451405],[0.14285714 0.85714286]
Cl2+,I1-,[17.24517941],[0.33333333 0.66666667]
Rb1+,O1-,[17.23934759],[0.5 0.5]
Xe2+,Sn4-,[17.23483764],[0.66666667 0.33333333]
Te4+,P1-,[17.23295637],[0.2 0.8]
Sn4+,O1-,[17.22925021],[0.2 0.8]
O1+,Sn4-,[17.22925021],[0.8 0.2]
Cl4+,B1-,[17.22773488],[0.2 0.8]
Co4+,O1-,[17.22401247],[0.2 0.8]
Tm3+,O0.5-,[17.22134695],[0.14285714 0.85714286]
Al3+,Se2-,[17.21952213],[0.4 0.6]
Mn6+,C1-,[17.20862876],[0.14285714 0.85714286]
O0.5+,Se2-,[17.19921409],[0.8 0.2]
Se2+,O0.5-,[17.19921409],[0.2 0.8]
Te5+,H1-,[17.19485108],[0.16666667 0.83333333]
Te4+,H1-,[17.18824044],[0.2 0.8]
Se4+,N1-,[17.18173253],[0.2 0.8]
Ce3+,B1-,[17.179995],[0.25 0.75]
Fe5+,Si1-,[17.17260277],[0.16666667 0.83333333]
Si4+,Si4-,[17.16932959],[0.5 0.5]
I5+,H1-,[17.16526837],[0.16666667 0.83333333]
Br5+,Si2-,[17.15811597],[0.28571429 0.71428571]
S3+,Br1-,[17.15632427],[0.25 0.75]
Rn4+,P2-,[17.14450182],[0.33333333 0.66666667]
Cl3+,Sn4-,[17.14281937],[0.57142857 0.42857143]
P1+,Sn4-,[17.14040974],[0.8 0.2]
Sn4+,P1-,[17.14040974],[0.2 0.8]
Co2+,P1-,[17.13856837],[0.33333333 0.66666667]
Fr1+,O0.333-,[17.13795268],[0.24981245 0.75018755]
Si4+,H1-,[17.13646425],[0.2 0.8]
H1+,Si4-,[17.13646425],[0.8 0.2]
Br3+,Si1-,[17.13581782],[0.25 0.75]
In2+,P1-,[17.13413322],[0.33333333 0.66666667]
Br1+,I1-,[17.13080388],[0.5 0.5]
I1+,Br1-,[17.13080388],[0.5 0.5]
Cl3+,Bi3-,[17.12868696],[0.5 0.5]
C1+,Te2-,[17.1239466],[0.66666667 0.33333333]
Te2+,C1-,[17.1239466],[0.33333333 0.66666667]
Sc3+,Si1-,[17.12321747],[0.25 0.75]
Cr4+,O1-,[17.12285135],[0.2 0.8]
Te4+,C2-,[17.12255119],[0.33333333 0.66666667]
La3+,C1-,[17.12221536],[0.25 0.75]
As5+,Si1-,[17.11997861],[0.16666667 0.83333333]
B2+,Si3-,[17.11994886],[0.6 0.4]
Kr2+,N3-,[17.11832446],[0.6 0.4]
Se2+,C3-,[17.11708334],[0.6 0.4]
C3+,Se2-,[17.11708334],[0.4 0.6]
Mg2+,P1-,[17.11314357],[0.33333333 0.66666667]
Al3+,P2-,[17.11249818],[0.4 0.6]
At5+,O2-,[17.11054862],[0.28571429 0.71428571]
V5+,N1-,[17.10910876],[0.16666667 0.83333333]
Xe6+,P2-,[17.09905213],[0.25 0.75]
Ge4+,Si3-,[17.09857491],[0.42857143 0.57142857]
Si3+,Ge4-,[17.09857491],[0.57142857 0.42857143]
Pr4+,O0.5-,[17.09350478],[0.11111111 0.88888889]
V3+,C1-,[17.08792905],[0.25 0.75]
Kr2+,N2-,[17.08546703],[0.5 0.5]
H1+,Si2-,[17.08264212],[0.66666667 0.33333333]
Si2+,H1-,[17.08264212],[0.33333333 0.66666667]
Ni4+,P1-,[17.08229383],[0.2 0.8]
Fe4+,O1-,[17.08018293],[0.2 0.8]
Ge3+,H1-,[17.07927849],[0.25 0.75]
Br1+,S1-,[17.07727824],[0.5 0.5]
S1+,Br1-,[17.07727824],[0.5 0.5]
Cr6+,Si1-,[17.07517726],[0.14285714 0.85714286]
S1+,I1-,[17.07382969],[0.5 0.5]
I1+,S1-,[17.07382969],[0.5 0.5]
Nb2+,Cl1-,[17.07115057],[0.33333333 0.66666667]
Co5+,P3-,[17.06210545],[0.375 0.625]
Te6+,C1-,[17.05502732],[0.14285714 0.85714286]
Be2+,Ge4-,[17.05058411],[0.66666667 0.33333333]
Yb3+,Cl1-,[17.04851351],[0.25 0.75]
As5+,Si3-,[17.04128985],[0.375 0.625]
Nb4+,P1-,[17.04092612],[0.2 0.8]
Al3+,Ge4-,[17.03949287],[0.57142857 0.42857143]
Al3+,N1-,[17.03444121],[0.25 0.75]
Cl3+,Ge4-,[17.03184348],[0.57142857 0.42857143]
Nb4+,N1-,[17.03056426],[0.2 0.8]
Fe6+,Si4-,[17.02948224],[0.4 0.6]
Nb5+,H1-,[17.02877135],[0.16666667 0.83333333]
Fr1+,O0.5-,[17.02632303],[0.33333333 0.66666667]
Br5+,Sn4-,[17.02423947],[0.44444444 0.55555556]
Mo4+,H1-,[17.01932944],[0.2 0.8]
Cl5+,Ge4-,[17.01383024],[0.44444444 0.55555556]
Cr4+,P2-,[17.00612476],[0.33333333 0.66666667]
Cl5+,Sb3-,[17.00482796],[0.375 0.625]
Ti3+,C1-,[16.9968036],[0.25 0.75]
Ag1+,Sb3-,[16.98787367],[0.75 0.25]
I1+,Si4-,[16.98419485],[0.8 0.2]
Si4+,I1-,[16.98419485],[0.2 0.8]
Sc3+,B1-,[16.98417969],[0.25 0.75]
Ga2+,C1-,[16.98323989],[0.33333333 0.66666667]
S6+,Te2-,[16.9801904],[0.25 0.75]
O2+,I1-,[16.96870423],[0.33333333 0.66666667]
I1+,O2-,[16.96870423],[0.66666667 0.33333333]
Pr2+,O0.333-,[16.96145178],[0.14273468 0.85726532]
Cl3+,I1-,[16.95614149],[0.25 0.75]
Si3+,Si4-,[16.95133808],[0.57142857 0.42857143]
Si4+,Si3-,[16.95133808],[0.42857143 0.57142857]
Se2+,Si2-,[16.95094487],[0.5 0.5]
Si2+,Se2-,[16.95094487],[0.5 0.5]
Se2+,C4-,[16.95000909],[0.66666667 0.33333333]
C4+,Se2-,[16.95000909],[0.33333333 0.66666667]
Se6+,N2-,[16.94680931],[0.25 0.75]
Cr5+,O1-,[16.93029922],[0.16666667 0.83333333]
Cs1+,Cl1-,[16.92734799],[0.5 0.5]
Kr2+,S2-,[16.92642286],[0.5 0.5]
Co5+,P1-,[16.9263612],[0.16666667 0.83333333]
Fe4+,Si1-,[16.92290008],[0.2 0.8]
Ge3+,Si2-,[16.92184862],[0.4 0.6]
Xe4+,P3-,[16.92083075],[0.42857143 0.57142857]
Gd3+,Cl1-,[16.91660519],[0.25 0.75]
Ni2+,P1-,[16.91625367],[0.33333333 0.66666667]
Ba2+,O1-,[16.90922101],[0.33333333 0.66666667]
Ca2+,H1-,[16.90560105],[0.33333333 0.66666667]
Mn5+,F1-,[16.89986756],[0.16666667 0.83333333]
In2+,O0.5-,[16.89379169],[0.2 0.8]
Cs1+,O1-,[16.89055109],[0.5 0.5]
Co2+,S1-,[16.87799362],[0.33333333 0.66666667]
P3+,B1-,[16.87490611],[0.25 0.75]
B1+,P3-,[16.87490611],[0.75 0.25]
V4+,C1-,[16.86957341],[0.2 0.8]
Zr3+,B1-,[16.86666001],[0.25 0.75]
Ag2+,N3-,[16.86584391],[0.6 0.4]
Br1+,At1-,[16.86163329],[0.5 0.5]
At1+,Br1-,[16.86163329],[0.5 0.5]
Xe4+,S2-,[16.85674491],[0.33333333 0.66666667]
Cl2+,Sb3-,[16.84752295],[0.6 0.4]
C1+,Sb3-,[16.84679895],[0.75 0.25]
Sb3+,C1-,[16.84679895],[0.25 0.75]
Fe3+,N1-,[16.8442942],[0.25 0.75]
Ge4+,Ge4-,[16.8390455],[0.5 0.5]
Te2+,O2-,[16.8324686],[0.5 0.5]
O2+,Te2-,[16.8324686],[0.5 0.5]
Fe4+,S2-,[16.83029841],[0.33333333 0.66666667]
Cl1+,At1-,[16.82597584],[0.5 0.5]
At1+,Cl1-,[16.82597584],[0.5 0.5]
Y3+,At1-,[16.80813595],[0.25 0.75]
Se4+,O1-,[16.80577775],[0.2 0.8]
Si2+,Si3-,[16.80080231],[0.6 0.4]
Si3+,Si2-,[16.80080231],[0.4 0.6]
Gd1+,F1-,[16.80030258],[0.5 0.5]
Mn5+,O1-,[16.79568075],[0.16666667 0.83333333]
Co4+,P1-,[16.79466919],[0.2 0.8]
As2+,Ge4-,[16.79344744],[0.66666667 0.33333333]
Ce2+,O0.5-,[16.79146946],[0.2 0.8]
Br7+,Sn4-,[16.78979614],[0.36363636 0.63636364]
S2+,Se2-,[16.78948294],[0.5 0.5]
Se2+,S2-,[16.78948294],[0.5 0.5]
Nd2+,S1-,[16.78878585],[0.33333333 0.66666667]
Mn7+,N1-,[16.78222222],[0.125 0.875]
Ce4+,B1-,[16.77694925],[0.2 0.8]
Mn6+,O1-,[16.77530508],[0.14285714 0.85714286]
Ni4+,N1-,[16.77120884],[0.2 0.8]
Pr3+,O0.5-,[16.77052741],[0.14285714 0.85714286]
La2+,O0.5-,[16.76692176],[0.2 0.8]
Ni4+,P2-,[16.74952031],[0.33333333 0.66666667]
Ni1+,Cl1-,[16.74757656],[0.5 0.5]
Co3+,N1-,[16.74599206],[0.25 0.75]
C1+,As3-,[16.7372401],[0.75 0.25]
As3+,C1-,[16.7372401],[0.25 0.75]
Ra2+,F1-,[16.73656486],[0.33333333 0.66666667]
Cl4+,I1-,[16.73473645],[0.2 0.8]
Ce3+,C1-,[16.73205576],[0.25 0.75]
Co4+,N1-,[16.72697875],[0.2 0.8]
Br7+,Se2-,[16.72130682],[0.22222222 0.77777778]
Mg2+,Si1-,[16.71575991],[0.33333333 0.66666667]
Mo6+,N1-,[16.71480581],[0.14285714 0.85714286]
Be1+,Po2-,[16.71250432],[0.66666667 0.33333333]
Te2+,S2-,[16.70310792],[0.5 0.5]
S2+,Te2-,[16.70310792],[0.5 0.5]
Br5+,Sb3-,[16.69913798],[0.375 0.625]
Rn2+,Sb3-,[16.69818716],[0.6 0.4]
Br3+,I1-,[16.69796856],[0.25 0.75]
Cr5+,H1-,[16.69145769],[0.16666667 0.83333333]
Se4+,C2-,[16.6878976],[0.33333333 0.66666667]
P5+,B3-,[16.68448006],[0.375 0.625]
Ni3+,N1-,[16.68107968],[0.25 0.75]
Sn4+,H1-,[16.6802553],[0.2 0.8]
H1+,Sn4-,[16.6802553],[0.8 0.2]
Cl4+,Ge4-,[16.67922892],[0.5 0.5]
S5+,Te2-,[16.67772614],[0.28571429 0.71428571]
Cl5+,I1-,[16.67553634],[0.16666667 0.83333333]
At3+,O2-,[16.67452076],[0.4 0.6]
Ce4+,P2-,[16.67181092],[0.33333333 0.66666667]
Co3+,P1-,[16.66945407],[0.25 0.75]
Cl7+,Sn4-,[16.66437331],[0.36363636 0.63636364]
Mo4+,N1-,[16.66336035],[0.2 0.8]
B1+,Sn4-,[16.66175092],[0.8 0.2]
Sn4+,B1-,[16.66175092],[0.2 0.8]
Br3+,Sb3-,[16.66084408],[0.5 0.5]
Sn2+,P1-,[16.66010318],[0.33333333 0.66666667]
Se2+,C1-,[16.65785592],[0.33333333 0.66666667]
C1+,Se2-,[16.65785592],[0.66666667 0.33333333]
Zr4+,C1-,[16.65665801],[0.2 0.8]
Br4+,I1-,[16.65637198],[0.2 0.8]
Mn4+,O1-,[16.65528082],[0.2 0.8]
Cr5+,Si1-,[16.65493889],[0.16666667 0.83333333]
Sb5+,C1-,[16.65431887],[0.16666667 0.83333333]
Cl6+,Po2-,[16.65386551],[0.25 0.75]
Co5+,N1-,[16.65338231],[0.16666667 0.83333333]
O0.5+,I1-,[16.65123416],[0.66666667 0.33333333]
I1+,O0.5-,[16.65123416],[0.33333333 0.66666667]
Ge1+,Cl1-,[16.65118781],[0.5 0.5]
Cl3+,Po2-,[16.64000999],[0.4 0.6]
Y3+,B1-,[16.63864747],[0.25 0.75]
Si1+,Si3-,[16.638164],[0.75 0.25]
Si3+,Si1-,[16.638164],[0.25 0.75]
V5+,C1-,[16.63792455],[0.16666667 0.83333333]
O1+,I1-,[16.63067966],[0.5 0.5]
I1+,O1-,[16.63067966],[0.5 0.5]
Ga3+,B1-,[16.62459687],[0.25 0.75]
H1+,Se2-,[16.62214846],[0.66666667 0.33333333]
Se2+,H1-,[16.62214846],[0.33333333 0.66666667]
Fe3+,Si1-,[16.61946512],[0.25 0.75]
Mo5+,N1-,[16.61640845],[0.16666667 0.83333333]
Co5+,S2-,[16.60985772],[0.28571429 0.71428571]
Ti3+,Te2-,[16.60770201],[0.4 0.6]
Ce4+,Si1-,[16.60543944],[0.2 0.8]
S3+,Se2-,[16.60260412],[0.4 0.6]
Te2+,Se2-,[16.60255995],[0.5 0.5]
Se2+,Te2-,[16.60255995],[0.5 0.5]
Ce4+,C1-,[16.60108078],[0.2 0.8]
V3+,B1-,[16.60055249],[0.25 0.75]
Si1+,Si2-,[16.6003206],[0.66666667 0.33333333]
Si2+,Si1-,[16.6003206],[0.33333333 0.66666667]
Co4+,P2-,[16.59997716],[0.33333333 0.66666667]
Sn4+,N1-,[16.59980403],[0.2 0.8]
N1+,Sn4-,[16.59980403],[0.8 0.2]
Cr6+,B1-,[16.59479127],[0.14285714 0.85714286]
Yb2+,Si1-,[16.59395667],[0.33333333 0.66666667]
Sb5+,C2-,[16.58970348],[0.28571429 0.71428571]
Cl4+,Sb3-,[16.58315085],[0.42857143 0.57142857]
Cl4+,Bi3-,[16.57995462],[0.42857143 0.57142857]
Cl2+,At1-,[16.57717121],[0.33333333 0.66666667]
Cl3+,Sb3-,[16.57273217],[0.5 0.5]
Se6+,C2-,[16.57213758],[0.25 0.75]
S3+,Te2-,[16.57151489],[0.4 0.6]
Be1+,Sb3-,[16.57132677],[0.75 0.25]
Se4+,H1-,[16.56834306],[0.2 0.8]
Br4+,Sn4-,[16.56516215],[0.5 0.5]
B2+,B3-,[16.5648848],[0.6 0.4]
S6+,Se2-,[16.55697767],[0.25 0.75]
B3+,B3-,[16.55559535],[0.5 0.5]
I1+,Si3-,[16.55372462],[0.75 0.25]
Si3+,I1-,[16.55372462],[0.25 0.75]
Tb3+,O0.5-,[16.55268401],[0.14285714 0.85714286]
As3+,B1-,[16.54893824],[0.25 0.75]
B1+,As3-,[16.54893824],[0.75 0.25]
Be2+,H1-,[16.54563933],[0.33333333 0.66666667]
Si1+,Si1-,[16.54384439],[0.5 0.5]
Br5+,I1-,[16.54367935],[0.16666667 0.83333333]
Fe3+,H1-,[16.54313125],[0.25 0.75]
Cl6+,I1-,[16.54118552],[0.14285714 0.85714286]
Cl5+,Po2-,[16.5395866],[0.28571429 0.71428571]
Fe4+,N1-,[16.53937609],[0.2 0.8]
Cu2+,P1-,[16.53806125],[0.33333333 0.66666667]
Fr1+,O1-,[16.53717536],[0.5 0.5]
Br4+,Sb3-,[16.53611212],[0.42857143 0.57142857]
Ga3+,Si2-,[16.53595912],[0.4 0.6]
Br5+,At1-,[16.53553432],[0.16666667 0.83333333]
Zr4+,B1-,[16.5290474],[0.2 0.8]
Br4+,At1-,[16.52826069],[0.2 0.8]
H1+,Si3-,[16.52765473],[0.75 0.25]
Si3+,H1-,[16.52765473],[0.25 0.75]
Ti4+,Se2-,[16.52140548],[0.33333333 0.66666667]
Se4+,N2-,[16.51905554],[0.33333333 0.66666667]
Cl4+,Po2-,[16.51525806],[0.33333333 0.66666667]
Si2+,As3-,[16.50691531],[0.6 0.4]
As3+,Si2-,[16.50691531],[0.4 0.6]
Zr4+,H1-,[16.499085],[0.2 0.8]
Mn7+,P1-,[16.49623657],[0.125 0.875]
S5+,Se2-,[16.49073378],[0.28571429 0.71428571]
Ti4+,N1-,[16.49020656],[0.2 0.8]
I7+,Ge4-,[16.48368772],[0.36363636 0.63636364]
As5+,C1-,[16.48343175],[0.16666667 0.83333333]
Ge3+,Ge4-,[16.47552928],[0.57142857 0.42857143]
Cr6+,B3-,[16.47502113],[0.33333333 0.66666667]
Ce3+,Si1-,[16.4727471],[0.25 0.75]
Mn6+,P3-,[16.47232497],[0.33333333 0.66666667]
S4+,Se2-,[16.46872052],[0.33333333 0.66666667]
Er3+,P1-,[16.4674442],[0.25 0.75]
Ni3+,P1-,[16.46491835],[0.25 0.75]
Zr4+,Si1-,[16.46388748],[0.2 0.8]
Mn6+,F1-,[16.4585817],[0.14285714 0.85714286]
Nb3+,P1-,[16.45540887],[0.25 0.75]
La3+,B1-,[16.45525298],[0.25 0.75]
Sn2+,B1-,[16.45484111],[0.33333333 0.66666667]
B1+,B1-,[16.44580077],[0.5 0.5]
Ge4+,C1-,[16.4427247],[0.2 0.8]
C1+,Ge4-,[16.4427247],[0.8 0.2]
Si2+,I1-,[16.44096722],[0.33333333 0.66666667]
I1+,Si2-,[16.44096722],[0.66666667 0.33333333]
S4+,Te2-,[16.43951182],[0.33333333 0.66666667]
Fe5+,Si3-,[16.43520225],[0.375 0.625]
Bi3+,N1-,[16.43270659],[0.25 0.75]
N1+,Bi3-,[16.43270659],[0.75 0.25]
K1+,H1-,[16.43263467],[0.5 0.5]
Cl7+,I1-,[16.42587548],[0.125 0.875]
Cr6+,N1-,[16.4206538],[0.14285714 0.85714286]
Fe6+,Si3-,[16.42033933],[0.33333333 0.66666667]
As5+,C2-,[16.4191167],[0.28571429 0.71428571]
Cl2+,Po2-,[16.41534761],[0.5 0.5]
Br5+,Se2-,[16.40622125],[0.28571429 0.71428571]
Br3+,At1-,[16.39948961],[0.25 0.75]
Co4+,S2-,[16.39933313],[0.33333333 0.66666667]
Al3+,O1-,[16.39702124],[0.25 0.75]
Ge1+,Ge4-,[16.3904053],[0.8 0.2]
Br3+,Se2-,[16.38851402],[0.4 0.6]
Ga2+,B1-,[16.38823127],[0.33333333 0.66666667]
Cr5+,N1-,[16.38513623],[0.16666667 0.83333333]
Xe4+,P1-,[16.38265984],[0.2 0.8]
Br4+,Se2-,[16.38121385],[0.33333333 0.66666667]
Cr6+,Si4-,[16.37921286],[0.4 0.6]
Eu2+,F1-,[16.37539439],[0.33333333 0.66666667]
Si3+,Si3-,[16.37104967],[0.5 0.5]
Si2+,Si2-,[16.36749768],[0.5 0.5]
Se6+,Te2-,[16.34823025],[0.25 0.75]
Ge3+,C1-,[16.34585448],[0.25 0.75]
Fe5+,N1-,[16.34534595],[0.16666667 0.83333333]
Fe6+,N1-,[16.34376544],[0.14285714 0.85714286]
Br7+,At1-,[16.34161084],[0.125 0.875]
Si2+,Si4-,[16.34067693],[0.66666667 0.33333333]
Si4+,Si2-,[16.34067693],[0.33333333 0.66666667]
Cr3+,Si1-,[16.33840817],[0.25 0.75]
Se6+,O2-,[16.33353479],[0.25 0.75]
Cl5+,At1-,[16.33078229],[0.16666667 0.83333333]
Si4+,Si1-,[16.32910301],[0.2 0.8]
Si1+,Si4-,[16.32910301],[0.8 0.2]
Al3+,Si1-,[16.32327787],[0.25 0.75]
Se4+,Te2-,[16.32273532],[0.33333333 0.66666667]
I5+,Ge4-,[16.32091994],[0.44444444 0.55555556]
Cr6+,Si2-,[16.31378691],[0.25 0.75]
Se6+,H1-,[16.30647606],[0.14285714 0.85714286]
Cl4+,Se2-,[16.30412881],[0.33333333 0.66666667]
Fe6+,N2-,[16.30251589],[0.25 0.75]
Rn2+,Sn4-,[16.30248966],[0.66666667 0.33333333]
Fe6+,Si2-,[16.29847964],[0.25 0.75]
Fe6+,P1-,[16.29067593],[0.14285714 0.85714286]
V5+,H1-,[16.27976961],[0.16666667 0.83333333]
I1+,Si1-,[16.27888549],[0.5 0.5]
Si1+,I1-,[16.27888549],[0.5 0.5]
Ge4+,As3-,[16.27875473],[0.42857143 0.57142857]
As3+,Ge4-,[16.27875473],[0.57142857 0.42857143]
I3+,Si4-,[16.27794525],[0.57142857 0.42857143]
Cl5+,Se2-,[16.27447322],[0.28571429 0.71428571]
Mn5+,P3-,[16.27270386],[0.375 0.625]
Se4+,C1-,[16.27132193],[0.2 0.8]
Cl2+,Se2-,[16.26576633],[0.5 0.5]
Ti4+,C1-,[16.26445816],[0.2 0.8]
Cl3+,Se2-,[16.25883566],[0.4 0.6]
Ge2+,Ge4-,[16.24660129],[0.66666667 0.33333333]
Cl3+,At1-,[16.24381018],[0.25 0.75]
Ag1+,Bi3-,[16.24348531],[0.75 0.25]
Sc2+,H1-,[16.2386124],[0.33333333 0.66666667]
Cr4+,Si1-,[16.23591439],[0.2 0.8]
Pr4+,P1-,[16.23506493],[0.2 0.8]
Cr6+,Si3-,[16.23062543],[0.33333333 0.66666667]
Nb5+,C1-,[16.22277856],[0.16666667 0.83333333]
Cl7+,At1-,[16.22271908],[0.125 0.875]
Tb4+,N1-,[16.22021366],[0.2 0.8]
Mn3+,H1-,[16.21776663],[0.25 0.75]
B2+,B1-,[16.21402346],[0.33333333 0.66666667]
Zr3+,Si1-,[16.2115141],[0.25 0.75]
Cl4+,At1-,[16.2065458],[0.2 0.8]
Li1+,Mo2-,[16.20544295],[0.66666667 0.33333333]
Cl6+,Se2-,[16.19980041],[0.25 0.75]
Br7+,I1-,[16.19517496],[0.125 0.875]
In3+,Si1-,[16.19349547],[0.25 0.75]
Al3+,Si2-,[16.19315474],[0.4 0.6]
Fe2+,Si1-,[16.19245186],[0.33333333 0.66666667]
I3+,Si3-,[16.19138172],[0.5 0.5]
Cr5+,Si2-,[16.18632287],[0.28571429 0.71428571]
Eu3+,Si1-,[16.1861142],[0.25 0.75]
Co5+,P2-,[16.18440126],[0.28571429 0.71428571]
Xe4+,P2-,[16.18413765],[0.33333333 0.66666667]
Fe3+,P1-,[16.18334595],[0.25 0.75]
La3+,Si1-,[16.18331421],[0.25 0.75]
Sn4+,P2-,[16.16145654],[0.33333333 0.66666667]
P2+,Sn4-,[16.16145654],[0.66666667 0.33333333]
Sm2+,F1-,[16.15640252],[0.33333333 0.66666667]
Nb4+,C1-,[16.15553308],[0.2 0.8]
Y2+,Si1-,[16.15430297],[0.33333333 0.66666667]
As2+,Si1-,[16.15303823],[0.33333333 0.66666667]
V5+,B1-,[16.14639972],[0.16666667 0.83333333]
Gd2+,F1-,[16.14569247],[0.33333333 0.66666667]
V4+,B1-,[16.1414119],[0.2 0.8]
Sm3+,Br1-,[16.13608901],[0.25 0.75]
Fe5+,P1-,[16.13509002],[0.16666667 0.83333333]
Cr6+,H1-,[16.13390315],[0.14285714 0.85714286]
Ni3+,P2-,[16.13387017],[0.4 0.6]
Mn3+,P1-,[16.13234977],[0.25 0.75]
Fe4+,P1-,[16.13183308],[0.2 0.8]
S3+,Si2-,[16.11718441],[0.4 0.6]
Cl6+,At1-,[16.108718],[0.14285714 0.85714286]
S3+,Ge4-,[16.10608963],[0.57142857 0.42857143]
Cl4+,Sn4-,[16.09350995],[0.5 0.5]
Cl7+,Se2-,[16.09218981],[0.22222222 0.77777778]
Cl2+,Te2-,[16.09140798],[0.5 0.5]
Y3+,Si1-,[16.09016266],[0.25 0.75]
Cl6+,Sn4-,[16.08166624],[0.4 0.6]
Zn2+,P1-,[16.07517905],[0.33333333 0.66666667]
Nd2+,Si4-,[16.07204572],[0.66666667 0.33333333]
As2+,B1-,[16.07066597],[0.33333333 0.66666667]
Sr2+,Si1-,[16.0680162],[0.33333333 0.66666667]
Mn4+,P1-,[16.06606286],[0.2 0.8]
Rn2+,Bi3-,[16.062998],[0.6 0.4]
Ho3+,P1-,[16.06245402],[0.25 0.75]
B2+,Sn4-,[16.0590054],[0.66666667 0.33333333]
Cl5+,Te2-,[16.05300009],[0.28571429 0.71428571]
Be1+,H1-,[16.05134114],[0.5 0.5]
Ce4+,O1-,[16.05064242],[0.2 0.8]
Y3+,P1-,[16.04809665],[0.25 0.75]
Ag1+,N1-,[16.04616258],[0.5 0.5]
Fe5+,Si2-,[16.03892221],[0.28571429 0.71428571]
Cl7+,Po2-,[16.03510723],[0.22222222 0.77777778]
Se6+,C1-,[16.01698973],[0.14285714 0.85714286]
Zr2+,I1-,[16.01243352],[0.33333333 0.66666667]
Cl5+,Sn4-,[16.01221523],[0.44444444 0.55555556]
Gd3+,F1-,[15.99895181],[0.25 0.75]
Ag2+,N2-,[15.99242183],[0.5 0.5]
Cl7+,Te2-,[15.99095475],[0.22222222 0.77777778]
Pm3+,P1-,[15.98899005],[0.25 0.75]
Cr3+,B1-,[15.98847863],[0.25 0.75]
Ga1+,O0.333-,[15.96937568],[0.24981245 0.75018755]
V2+,B1-,[15.96844212],[0.33333333 0.66666667]
Cl6+,Te2-,[15.96645627],[0.25 0.75]
Cr5+,B1-,[15.9427288],[0.16666667 0.83333333]
Cr4+,B1-,[15.94239012],[0.2 0.8]
Nd3+,B1-,[15.93838155],[0.25 0.75]
Sm3+,Si1-,[15.93602579],[0.25 0.75]
Sr2+,F1-,[15.93084903],[0.33333333 0.66666667]
Cl4+,Te2-,[15.92375033],[0.33333333 0.66666667]
Xe2+,Bi3-,[15.89147244],[0.6 0.4]
Si3+,Sn4-,[15.88518018],[0.57142857 0.42857143]
Sn4+,Si3-,[15.88518018],[0.42857143 0.57142857]
Cd2+,P1-,[15.88091872],[0.33333333 0.66666667]
Pb4+,O0.333-,[15.8762378],[0.07685207 0.92314793]
Sn2+,Si1-,[15.87456419],[0.33333333 0.66666667]
Na1+,N1-,[15.87400935],[0.5 0.5]
Nb2+,P1-,[15.86908595],[0.33333333 0.66666667]
Se4+,Si3-,[15.86659358],[0.42857143 0.57142857]
Nd3+,S2-,[15.85416959],[0.4 0.6]
Nd2+,C3-,[15.84784852],[0.6 0.4]
Br7+,Te2-,[15.8448907],[0.22222222 0.77777778]
In2+,Si1-,[15.8437956],[0.33333333 0.66666667]
In3+,B1-,[15.84204633],[0.25 0.75]
Fe6+,P3-,[15.83642878],[0.33333333 0.66666667]
Ba2+,O0.5-,[15.83510516],[0.2 0.8]
Se2+,O2-,[15.83034157],[0.5 0.5]
O2+,Se2-,[15.83034157],[0.5 0.5]
Fe4+,Si2-,[15.82958361],[0.33333333 0.66666667]
Eu3+,P1-,[15.82484935],[0.25 0.75]
Ag3+,P1-,[15.81477875],[0.25 0.75]
La2+,Si1-,[15.79855854],[0.33333333 0.66666667]
Fe2+,P1-,[15.79618176],[0.33333333 0.66666667]
Cr5+,Si3-,[15.79123456],[0.375 0.625]
Nd3+,P1-,[15.7757998],[0.25 0.75]
K1+,N1-,[15.7714635],[0.5 0.5]
Si2+,Sn4-,[15.76962938],[0.66666667 0.33333333]
Sn4+,Si2-,[15.76962938],[0.33333333 0.66666667]
Pm3+,Si1-,[15.76671977],[0.25 0.75]
Nb4+,Si1-,[15.76273102],[0.2 0.8]
As2+,C1-,[15.75316149],[0.33333333 0.66666667]
Eu3+,S1-,[15.75036258],[0.25 0.75]
Tb4+,Si1-,[15.74829862],[0.2 0.8]
