material1,material2,material3,pred_temp,weights
Mg2+,Pr3+,Dy3+,[10.97138886],[0.25 0.5  0.25]
Zn2+,Ga3+,Pm3+,[10.97118965],[0.25 0.5  0.25]
Y3+,Ho3+,Lu3+,[10.96984175],[0.25 0.5  0.25]
Ga3+,Sr2+,Cd2+,[10.96931472],[0.25 0.5  0.25]
Ba2+,Ho3+,Ra2+,[10.96916319],[0.25 0.5  0.25]
Ti4+,Cs1+,Er3+,[10.96803972],[0.25 0.5  0.25]
Al3+,Zr4+,Eu3+,[10.96776403],[0.25 0.5  0.25]
Al3+,Sc3+,Te2+,[10.9664595],[0.25 0.5  0.25]
Al3+,Eu3+,Gd3+,[10.96609877],[0.25 0.5  0.25]
Dy3+,Ac3+,Am3+,[10.96463056],[0.25 0.5  0.25]
Ag1+,Bi3+,Fr1+,[10.96427807],[0.25 0.5  0.25]
Mg2+,Cr3+,Mn2+,[10.96369148],[0.25 0.5  0.25]
Ce3+,Ac3+,Am3+,[10.96353177],[0.25 0.5  0.25]
Y3+,Tm3+,Ra2+,[10.96157461],[0.25 0.5  0.25]
Ti4+,Sr2+,Ba2+,[10.9596884],[0.25 0.5  0.25]
Sc3+,Ag1+,Ho3+,[10.95889282],[0.25 0.5  0.25]
Ca2+,Cr3+,In3+,[10.95811064],[0.25 0.5  0.25]
Sc3+,Cr3+,Y3+,[10.95792562],[0.25 0.5  0.25]
Sc3+,Sr2+,Cd2+,[10.95764853],[0.25 0.5  0.25]
La3+,Yb3+,Fr1+,[10.95720804],[0.25 0.5  0.25]
Ga3+,Y3+,Cs1+,[10.95396202],[0.25 0.5  0.25]
Fe3+,Zn2+,Lu3+,[10.95358843],[0.25 0.5  0.25]
Sc3+,Gd3+,Fr1+,[10.95276809],[0.25 0.5  0.25]
Mn2+,Rb1+,Gd3+,[10.95086433],[0.25 0.5  0.25]
Rb1+,In3+,Sn2+,[10.9508296],[0.25 0.5  0.25]
Li1+,Zr4+,La3+,[10.94976416],[0.25 0.5  0.25]
Pm3+,Eu3+,Ac3+,[10.94914975],[0.25 0.5  0.25]
Sc3+,Ag1+,Dy3+,[10.94909474],[0.25 0.5  0.25]
Cs1+,La3+,Fr1+,[10.94866038],[0.25 0.5  0.25]
V5+,Pm3+,Fr1+,[10.9470744],[0.25 0.5  0.25]
Be2+,Ga3+,Er3+,[10.94682056],[0.25 0.5  0.25]
Zn2+,Nb5+,Cs1+,[10.94645054],[0.25 0.5  0.25]
Nb5+,Cs1+,Tl1+,[10.94461784],[0.25 0.5  0.25]
Gd3+,Hg1+,Am3+,[10.94444861],[0.25 0.5  0.25]
Sc3+,Pr3+,Eu3+,[10.94433882],[0.25 0.5  0.25]
Fe3+,Sn2+,Cs1+,[10.94406277],[0.25 0.5  0.25]
Ga3+,Sb3+,Ba2+,[10.94323429],[0.25 0.5  0.25]
Y3+,Pm3+,Tm3+,[10.94276598],[0.25 0.5  0.25]
Nb5+,Cs1+,Pb2+,[10.94069656],[0.25 0.5  0.25]
Pm3+,Ho3+,Ra2+,[10.93973747],[0.25 0.5  0.25]
Nd3+,Ho3+,Ra2+,[10.93973747],[0.25 0.5  0.25]
Cr3+,Y3+,Ag1+,[10.93961664],[0.25 0.5  0.25]
Y3+,Ce3+,Fr1+,[10.93929315],[0.25 0.5  0.25]
Li1+,Rb1+,Os4+,[10.93914199],[0.25 0.5  0.25]
Y3+,Er3+,Lu3+,[10.93370729],[0.25 0.5  0.25]
Al3+,Ca2+,Te2+,[10.93156125],[0.25 0.5  0.25]
Sr2+,Y3+,Pm3+,[10.93089422],[0.25 0.5  0.25]
Zr4+,Nd3+,Ra2+,[10.93026516],[0.25 0.5  0.25]
Sc3+,Nd3+,Ho3+,[10.92950869],[0.25 0.5  0.25]
Sc3+,Pm3+,Ho3+,[10.92950869],[0.25 0.5  0.25]
Sm3+,Ho3+,Fr1+,[10.92706482],[0.25 0.5  0.25]
Be2+,Nb5+,Yb3+,[10.9256218],[0.25 0.5  0.25]
Al3+,Mo4+,Ba2+,[10.92433352],[0.25 0.5  0.25]
Be2+,Sn2+,Pr3+,[10.92380037],[0.25 0.5  0.25]
Li1+,Ga3+,Sb3+,[10.92284481],[0.25 0.5  0.25]
Co3+,Zn2+,Rb1+,[10.92185192],[0.25 0.5  0.25]
Sr2+,Y3+,Ce3+,[10.92164278],[0.25 0.5  0.25]
Ba2+,Tm3+,Fr1+,[10.92142638],[0.25 0.5  0.25]
Gd3+,Hg1+,Bk3+,[10.92088294],[0.25 0.5  0.25]
V5+,Cr3+,Rb1+,[10.92006812],[0.25 0.5  0.25]
Y3+,Nd3+,Tm3+,[10.91765673],[0.25 0.5  0.25]
Mn2+,Ga3+,Cs1+,[10.9159246],[0.25 0.5  0.25]
Nd3+,Pm3+,Ra2+,[10.91411041],[0.25 0.5  0.25]
Sc3+,V5+,Sm3+,[10.91368971],[0.25 0.5  0.25]
Mn2+,Zn2+,Gd3+,[10.9117432],[0.25 0.5  0.25]
Ti4+,Cs1+,Ho3+,[10.91138178],[0.25 0.5  0.25]
Sc3+,Rb1+,La3+,[10.91042955],[0.25 0.5  0.25]
Ti4+,Tb3+,Fr1+,[10.90947459],[0.25 0.5  0.25]
Ti4+,Gd3+,Fr1+,[10.90938613],[0.25 0.5  0.25]
Sc3+,Ti4+,Rb1+,[10.90827734],[0.25 0.5  0.25]
Ba2+,Eu3+,Ho3+,[10.90683881],[0.25 0.5  0.25]
La3+,Eu3+,Tm3+,[10.90666102],[0.25 0.5  0.25]
V5+,Zn2+,Pr3+,[10.90616949],[0.25 0.5  0.25]
Be2+,Mn2+,Sn2+,[10.90609047],[0.25 0.5  0.25]
Ca2+,Zr4+,Sb3+,[10.90568393],[0.25 0.5  0.25]
Y3+,Pr3+,Er3+,[10.905652],[0.25 0.5  0.25]
Be2+,Ga3+,Te2+,[10.90415299],[0.25 0.5  0.25]
Ho3+,Tm3+,Ra2+,[10.90411728],[0.25 0.5  0.25]
Mg2+,Mn2+,Eu3+,[10.90313907],[0.25 0.5  0.25]
Cr3+,Y3+,Cs1+,[10.90236324],[0.25 0.5  0.25]
Mg2+,Co3+,Zr4+,[10.90173376],[0.25 0.5  0.25]
Mg2+,K1+,Ir3+,[10.90057208],[0.25 0.5  0.25]
Ca2+,Mo4+,Eu3+,[10.900546],[0.25 0.5  0.25]
Be2+,Al3+,Nb5+,[10.900001],[0.25 0.5  0.25]
Sc3+,Mn2+,Ba2+,[10.89752829],[0.25 0.5  0.25]
Sc3+,Sb3+,Te2+,[10.89519008],[0.25 0.5  0.25]
Sc3+,Pm3+,Ac3+,[10.89353986],[0.25 0.5  0.25]
Cr3+,Fr1+,Ra2+,[10.89273254],[0.25 0.5  0.25]
Ba2+,Ho3+,Fr1+,[10.89246042],[0.25 0.5  0.25]
Be2+,Nb5+,Pr3+,[10.8916514],[0.25 0.5  0.25]
Be2+,K1+,U6+,[10.89158296],[0.25 0.5  0.25]
Sc3+,Sb3+,Sm3+,[10.89152817],[0.25 0.5  0.25]
Rb1+,Nb5+,Cd2+,[10.89044392],[0.25 0.5  0.25]
Sc3+,Nd3+,Er3+,[10.88859833],[0.25 0.5  0.25]
Nb5+,Tc4+,Ta5+,[10.88847954],[0.25 0.5  0.25]
Mn2+,Zn2+,Tb3+,[10.88514053],[0.25 0.5  0.25]
Ti4+,Dy3+,Fr1+,[10.8849549],[0.25 0.5  0.25]
Al3+,Ga3+,La3+,[10.88427677],[0.25 0.5  0.25]
Y3+,Eu3+,Er3+,[10.88222039],[0.25 0.5  0.25]
Mn2+,Sr2+,Y3+,[10.88174134],[0.25 0.5  0.25]
Zn2+,Mo4+,Cs1+,[10.87969337],[0.25 0.5  0.25]
Nd3+,Hf4+,Ra2+,[10.87958007],[0.25 0.5  0.25]
Cr3+,Zn2+,Ho3+,[10.87940143],[0.25 0.5  0.25]
Sr2+,Nd3+,Pm3+,[10.8783579],[0.25 0.5  0.25]
Y3+,Eu3+,Ho3+,[10.87816937],[0.25 0.5  0.25]
Ag1+,La3+,Pa5+,[10.87801595],[0.25 0.5  0.25]
Pr3+,Pm3+,Eu3+,[10.8776399],[0.25 0.5  0.25]
Ga3+,In3+,Cs1+,[10.87745156],[0.25 0.5  0.25]
V5+,Rb1+,Ta5+,[10.87679096],[0.25 0.5  0.25]
V5+,Sr2+,Ba2+,[10.87346366],[0.25 0.5  0.25]
Ti4+,Sr2+,Yb3+,[10.87309179],[0.25 0.5  0.25]
Sr2+,Sb3+,Te2+,[10.87305439],[0.25 0.5  0.25]
Zn2+,Rb1+,Nb5+,[10.86979987],[0.25 0.5  0.25]
Fe3+,Rb1+,Nd3+,[10.86763236],[0.25 0.5  0.25]
Mg2+,In3+,Sb3+,[10.86717418],[0.25 0.5  0.25]
Sc3+,V5+,Eu3+,[10.86682041],[0.25 0.5  0.25]
Pr3+,Sm3+,Gd3+,[10.86625026],[0.25 0.5  0.25]
Rb1+,Nb5+,Sb3+,[10.86575908],[0.25 0.5  0.25]
Sc3+,Ba2+,Lu3+,[10.86017812],[0.25 0.5  0.25]
Sr2+,Y3+,Pr3+,[10.85986874],[0.25 0.5  0.25]
Y3+,Cs1+,Er3+,[10.85860083],[0.25 0.5  0.25]
Mg2+,Ti4+,Sn2+,[10.85813812],[0.25 0.5  0.25]
Pr3+,Pm3+,Sm3+,[10.8572935],[0.25 0.5  0.25]
Be2+,Ti4+,Cd2+,[10.85652594],[0.25 0.5  0.25]
Al3+,La3+,Pm3+,[10.85457146],[0.25 0.5  0.25]
Fe3+,Y3+,Cs1+,[10.85388604],[0.25 0.5  0.25]
Fe3+,Sr2+,Eu3+,[10.85348548],[0.25 0.5  0.25]
Be2+,Zr4+,Pr3+,[10.85254765],[0.25 0.5  0.25]
Al3+,Y3+,Dy3+,[10.85219456],[0.25 0.5  0.25]
Cs1+,Nd3+,Ra2+,[10.85034106],[0.25 0.5  0.25]
Fe3+,Zn2+,Yb3+,[10.84954681],[0.25 0.5  0.25]
Cr3+,Zn2+,Sm3+,[10.84815057],[0.25 0.5  0.25]
Al3+,Eu3+,Ho3+,[10.84286168],[0.25 0.5  0.25]
Sr2+,Y3+,Tb3+,[10.84250036],[0.25 0.5  0.25]
Eu3+,Lu3+,Ac3+,[10.83986221],[0.25 0.5  0.25]
Mn2+,Ba2+,Eu3+,[10.83972924],[0.25 0.5  0.25]
Zn2+,Y3+,Sm3+,[10.8396522],[0.25 0.5  0.25]
Ag1+,Hf4+,Pu4+,[10.83855367],[0.25 0.5  0.25]
V5+,Ba2+,Pr3+,[10.83660205],[0.25 0.5  0.25]
Rb1+,Tc4+,Sb3+,[10.83657521],[0.25 0.5  0.25]
Zn2+,Sr2+,La3+,[10.8364915],[0.25 0.5  0.25]
Y3+,Eu3+,Tm3+,[10.83509009],[0.25 0.5  0.25]
Be2+,Ga3+,Np5+,[10.83447504],[0.25 0.5  0.25]
Nb5+,Cs1+,Th4+,[10.83400307],[0.25 0.5  0.25]
Nd3+,Pm3+,Lu3+,[10.8335679],[0.25 0.5  0.25]
Al3+,Eu3+,Po2+,[10.8320406],[0.25 0.5  0.25]
Ba2+,Tm3+,Ra2+,[10.83086496],[0.25 0.5  0.25]
Cr3+,Rb1+,Zr4+,[10.83026837],[0.25 0.5  0.25]
Ag1+,Er3+,Ta5+,[10.83017389],[0.25 0.5  0.25]
Rb1+,Nb5+,Pd4+,[10.82973701],[0.25 0.5  0.25]
Sn2+,Cs1+,Yb3+,[10.82720046],[0.25 0.5  0.25]
Be2+,V5+,Ce3+,[10.82715823],[0.25 0.5  0.25]
In3+,Ba2+,Ra2+,[10.82516167],[0.25 0.5  0.25]
Be2+,Fe3+,Sb3+,[10.82368412],[0.25 0.5  0.25]
Al3+,Tm3+,Ra2+,[10.82348249],[0.25 0.5  0.25]
K1+,Co3+,Pt2+,[10.82342754],[0.25 0.5  0.25]
Sc3+,Y3+,Zr4+,[10.82308378],[0.25 0.5  0.25]
Y3+,Tm3+,Lu3+,[10.82269789],[0.25 0.5  0.25]
Al3+,Ga3+,Nd3+,[10.82177341],[0.25 0.5  0.25]
Rb1+,Pr3+,Ho3+,[10.82142879],[0.25 0.5  0.25]
Mg2+,K1+,Pt2+,[10.82016241],[0.25 0.5  0.25]
Ti4+,Rb1+,Ta5+,[10.81964925],[0.25 0.5  0.25]
Y3+,La3+,Pm3+,[10.81937353],[0.25 0.5  0.25]
Al3+,Fe3+,Eu3+,[10.81715441],[0.25 0.5  0.25]
Ti4+,Zr4+,Hf4+,[10.81655499],[0.25 0.5  0.25]
Cr3+,Zn2+,Pr3+,[10.81601732],[0.25 0.5  0.25]
Mg2+,Mn2+,Pm3+,[10.81594466],[0.25 0.5  0.25]
Ga3+,Cs1+,Nd3+,[10.81318933],[0.25 0.5  0.25]
Be2+,Ni2+,Eu3+,[10.81299543],[0.25 0.5  0.25]
Sc3+,Mn2+,La3+,[10.81294624],[0.25 0.5  0.25]
Fe3+,Zn2+,Ba2+,[10.81217184],[0.25 0.5  0.25]
K1+,Ni2+,Os4+,[10.81114286],[0.25 0.5  0.25]
Sc3+,Te2+,Ce3+,[10.81015319],[0.25 0.5  0.25]
Fe3+,Cs1+,La3+,[10.80910909],[0.25 0.5  0.25]
Eu3+,Tm3+,Ra2+,[10.80865606],[0.25 0.5  0.25]
Co3+,Sr2+,Ra2+,[10.80759114],[0.25 0.5  0.25]
Li1+,Zr4+,Cd2+,[10.80403356],[0.25 0.5  0.25]
Sm3+,Gd3+,Fr1+,[10.80279907],[0.25 0.5  0.25]
Y3+,Pr3+,Tm3+,[10.80269539],[0.25 0.5  0.25]
Y3+,Lu3+,Ra2+,[10.80115815],[0.25 0.5  0.25]
Cs1+,Ce3+,Dy3+,[10.80108486],[0.25 0.5  0.25]
La3+,Ac3+,Am3+,[10.80098923],[0.25 0.5  0.25]
V5+,Sr2+,Gd3+,[10.80054527],[0.25 0.5  0.25]
Sr2+,Ba2+,Pm3+,[10.80007313],[0.25 0.5  0.25]
Rb1+,Sr2+,Cs1+,[10.79820672],[0.25 0.5  0.25]
Al3+,Ga3+,Pm3+,[10.79796566],[0.25 0.5  0.25]
Ti4+,Cs1+,Ba2+,[10.79761869],[0.25 0.5  0.25]
Eu3+,Lu3+,Ra2+,[10.79637235],[0.25 0.5  0.25]
Ga3+,La3+,Eu3+,[10.79582234],[0.25 0.5  0.25]
Sc3+,Te2+,Gd3+,[10.79546178],[0.25 0.5  0.25]
Co3+,Rb1+,Sn2+,[10.79485847],[0.25 0.5  0.25]
Ti4+,Nd3+,Tm3+,[10.79371021],[0.25 0.5  0.25]
Sr2+,La3+,Ra2+,[10.79309096],[0.25 0.5  0.25]
Ti4+,Zn2+,La3+,[10.79220012],[0.25 0.5  0.25]
Sm3+,Er3+,Fr1+,[10.78991575],[0.25 0.5  0.25]
Be2+,V5+,La3+,[10.78991253],[0.25 0.5  0.25]
Be2+,Y3+,Zr4+,[10.78973115],[0.25 0.5  0.25]
Al3+,Ce3+,Sm3+,[10.78676158],[0.25 0.5  0.25]
Al3+,Sr2+,Te2+,[10.78648202],[0.25 0.5  0.25]
Er3+,Tm3+,Lu3+,[10.78441327],[0.25 0.5  0.25]
Mn2+,Zn2+,Ho3+,[10.78233875],[0.25 0.5  0.25]
Sc3+,Y3+,Hf4+,[10.78132474],[0.25 0.5  0.25]
Mg2+,Y3+,Sb3+,[10.78090103],[0.25 0.5  0.25]
Sm3+,Tb3+,Dy3+,[10.78022024],[0.25 0.5  0.25]
K1+,Sr2+,Tc4+,[10.78011244],[0.25 0.5  0.25]
Sr2+,Ba2+,Nd3+,[10.77976851],[0.25 0.5  0.25]
Sr2+,Sb3+,Ra2+,[10.77962388],[0.25 0.5  0.25]
Y3+,Er3+,Tm3+,[10.77904333],[0.25 0.5  0.25]
V5+,Zr4+,Fr1+,[10.77898141],[0.25 0.5  0.25]
Li1+,Nb5+,Gd3+,[10.77841945],[0.25 0.5  0.25]
Mg2+,In3+,Gd3+,[10.77685504],[0.25 0.5  0.25]
Al3+,Te2+,Pr3+,[10.77630231],[0.25 0.5  0.25]
Sm3+,Tb3+,Er3+,[10.77536282],[0.25 0.5  0.25]
Ti4+,V5+,Cs1+,[10.77528729],[0.25 0.5  0.25]
Ni2+,Zn2+,Sm3+,[10.77368558],[0.25 0.5  0.25]
K1+,Pd4+,In3+,[10.77358741],[0.25 0.5  0.25]
Sm3+,Gd3+,Tb3+,[10.77309357],[0.25 0.5  0.25]
Ga3+,Rb1+,Tc4+,[10.77255767],[0.25 0.5  0.25]
Al3+,V5+,Fe3+,[10.7723042],[0.25 0.5  0.25]
Sc3+,La3+,Tm3+,[10.77209733],[0.25 0.5  0.25]
Fe3+,Rb1+,Tc4+,[10.77191202],[0.25 0.5  0.25]
Nd3+,Pm3+,Tm3+,[10.77120705],[0.25 0.5  0.25]
Cr3+,Rb1+,Gd3+,[10.77036371],[0.25 0.5  0.25]
La3+,Tb3+,Ac3+,[10.76840272],[0.25 0.5  0.25]
Fe3+,Y3+,Ba2+,[10.76826994],[0.25 0.5  0.25]
Sc3+,Sr2+,Pb2+,[10.76826943],[0.25 0.5  0.25]
V5+,Zr4+,Yb3+,[10.76775156],[0.25 0.5  0.25]
Sc3+,Sb3+,Ce3+,[10.76765882],[0.25 0.5  0.25]
Be2+,Nb5+,La3+,[10.76742046],[0.25 0.5  0.25]
Zn2+,Ga3+,In3+,[10.76452402],[0.25 0.5  0.25]
Al3+,V5+,Yb3+,[10.76436976],[0.25 0.5  0.25]
Li1+,Cd2+,Dy3+,[10.76394732],[0.25 0.5  0.25]
Sm3+,Dy3+,Er3+,[10.76331022],[0.25 0.5  0.25]
Sm3+,Gd3+,Er3+,[10.76331022],[0.25 0.5  0.25]
Ti4+,Ba2+,Sm3+,[10.76217237],[0.25 0.5  0.25]
Mg2+,Ti4+,Cr3+,[10.76173754],[0.25 0.5  0.25]
Na1+,Ti4+,Ga3+,[10.76104189],[0.25 0.5  0.25]
Nd3+,Eu3+,Ra2+,[10.76012554],[0.25 0.5  0.25]
K1+,Zn2+,Lu3+,[10.75712156],[0.25 0.5  0.25]
K1+,Zn2+,Hf4+,[10.75483776],[0.25 0.5  0.25]
Al3+,K1+,Ru3+,[10.75262669],[0.25 0.5  0.25]
Y3+,Nd3+,Er3+,[10.75238682],[0.25 0.5  0.25]
Al3+,Ti4+,Cu2+,[10.75223143],[0.25 0.5  0.25]
Al3+,Zr4+,Ce3+,[10.75154518],[0.25 0.5  0.25]
Cr3+,Sr2+,Yb3+,[10.75080071],[0.25 0.5  0.25]
Mg2+,Mn2+,Nd3+,[10.74906661],[0.25 0.5  0.25]
Te2+,Ba2+,Fr1+,[10.7469929],[0.25 0.5  0.25]
Eu3+,Tm3+,Lu3+,[10.74536337],[0.25 0.5  0.25]
Sc3+,Pm3+,Er3+,[10.74458426],[0.25 0.5  0.25]
Ho3+,Lu3+,Ra2+,[10.74387142],[0.25 0.5  0.25]
Sc3+,Y3+,Lu3+,[10.74185477],[0.25 0.5  0.25]
Sc3+,La3+,Lu3+,[10.7407897],[0.25 0.5  0.25]
Ho3+,Er3+,Ra2+,[10.73860667],[0.25 0.5  0.25]
Al3+,Y3+,Ho3+,[10.73700625],[0.25 0.5  0.25]
Be2+,Sc3+,Cr3+,[10.73486211],[0.25 0.5  0.25]
Ni2+,Fr1+,Ra2+,[10.73437805],[0.25 0.5  0.25]
Co3+,Rb1+,Tc4+,[10.73271414],[0.25 0.5  0.25]
Co3+,Zn2+,Lu3+,[10.73164196],[0.25 0.5  0.25]
K1+,Mn2+,Au3+,[10.73065513],[0.25 0.5  0.25]
La3+,Eu3+,Lu3+,[10.73023458],[0.25 0.5  0.25]
Cr3+,Zn2+,Dy3+,[10.72728514],[0.25 0.5  0.25]
Al3+,K1+,Au3+,[10.72686708],[0.25 0.5  0.25]
Ti4+,Zn2+,Cs1+,[10.72670499],[0.25 0.5  0.25]
Sn2+,Cs1+,Tl1+,[10.72585605],[0.25 0.5  0.25]
Ho3+,Tm3+,Lu3+,[10.72467937],[0.25 0.5  0.25]
Mg2+,Sm3+,Eu3+,[10.72186299],[0.25 0.5  0.25]
Ca2+,V5+,Sn2+,[10.72156968],[0.25 0.5  0.25]
Li1+,Zn2+,Tl1+,[10.71961822],[0.25 0.5  0.25]
Na1+,Co3+,Sn2+,[10.71929726],[0.25 0.5  0.25]
Sr2+,Y3+,Sm3+,[10.71842669],[0.25 0.5  0.25]
Sm3+,Ho3+,Er3+,[10.71839201],[0.25 0.5  0.25]
Rb1+,Zr4+,Sb3+,[10.71794923],[0.25 0.5  0.25]
Be2+,Ce3+,Dy3+,[10.71707031],[0.25 0.5  0.25]
Nd3+,Tm3+,Lu3+,[10.71670681],[0.25 0.5  0.25]
Al3+,Sc3+,Dy3+,[10.71669661],[0.25 0.5  0.25]
Na1+,Zn2+,Th4+,[10.71651128],[0.25 0.5  0.25]
Sc3+,Tb3+,Fr1+,[10.71620329],[0.25 0.5  0.25]
K1+,Ru3+,Sb3+,[10.71507975],[0.25 0.5  0.25]
Mg2+,K1+,V5+,[10.71500167],[0.25 0.5  0.25]
Sm3+,Gd3+,Dy3+,[10.71350385],[0.25 0.5  0.25]
Sr2+,Nb5+,Pb2+,[10.71310292],[0.25 0.5  0.25]
Pm3+,Lu3+,Ac3+,[10.71226816],[0.25 0.5  0.25]
Ti4+,Y3+,Sn2+,[10.71179977],[0.25 0.5  0.25]
Pr3+,Pm3+,Tm3+,[10.71009704],[0.25 0.5  0.25]
Cs1+,Gd3+,Ra2+,[10.70937455],[0.25 0.5  0.25]
Sc3+,V5+,Nd3+,[10.70882418],[0.25 0.5  0.25]
Sb3+,Fr1+,Ra2+,[10.70798239],[0.25 0.5  0.25]
Ag1+,Pu4+,Am3+,[10.70751585],[0.25 0.5  0.25]
Sc3+,Ga3+,Pm3+,[10.70457855],[0.25 0.5  0.25]
Sm3+,Eu3+,Ho3+,[10.70417263],[0.25 0.5  0.25]
Sc3+,Nb5+,Cs1+,[10.70378055],[0.25 0.5  0.25]
Ga3+,Rb1+,Tl1+,[10.7020431],[0.25 0.5  0.25]
Sc3+,Ti4+,Pm3+,[10.6988591],[0.25 0.5  0.25]
Sc3+,Ag1+,Gd3+,[10.696801],[0.25 0.5  0.25]
Y3+,Cs1+,Lu3+,[10.694923],[0.25 0.5  0.25]
Eu3+,Ho3+,Lu3+,[10.69436497],[0.25 0.5  0.25]
Pr3+,Pm3+,Tb3+,[10.69426924],[0.25 0.5  0.25]
Sc3+,Yb3+,Fr1+,[10.69324317],[0.25 0.5  0.25]
Ag1+,Ba2+,Tl1+,[10.69259196],[0.25 0.5  0.25]
V5+,Yb3+,Fr1+,[10.69241625],[0.25 0.5  0.25]
Er3+,Tm3+,Ra2+,[10.69145686],[0.25 0.5  0.25]
Ni2+,Cs1+,Eu3+,[10.69070346],[0.25 0.5  0.25]
Sc3+,Ag1+,Tb3+,[10.68812919],[0.25 0.5  0.25]
Ag1+,Pu4+,Cm3+,[10.6865752],[0.25 0.5  0.25]
Sc3+,V5+,Pm3+,[10.68655527],[0.25 0.5  0.25]
Ni2+,Sr2+,Cs1+,[10.68648362],[0.25 0.5  0.25]
Be2+,Ti4+,Sb3+,[10.68647326],[0.25 0.5  0.25]
Y3+,Eu3+,Lu3+,[10.68625262],[0.25 0.5  0.25]
Y3+,Pm3+,Ho3+,[10.68524271],[0.25 0.5  0.25]
Ti4+,Sr2+,Eu3+,[10.68452633],[0.25 0.5  0.25]
Pr3+,Sm3+,Eu3+,[10.68401105],[0.25 0.5  0.25]
Sc3+,Ti4+,Cu2+,[10.68321784],[0.25 0.5  0.25]
Rh3+,Ag1+,Pu4+,[10.6831017],[0.25 0.5  0.25]
Be2+,Fe3+,Te2+,[10.68243252],[0.25 0.5  0.25]
Ho3+,Er3+,Lu3+,[10.68060234],[0.25 0.5  0.25]
Al3+,Zr4+,Sn2+,[10.68006226],[0.25 0.5  0.25]
Eu3+,Er3+,Lu3+,[10.67971631],[0.25 0.5  0.25]
Pr3+,Gd3+,Fr1+,[10.67544394],[0.25 0.5  0.25]
Al3+,Sc3+,Co3+,[10.6711978],[0.25 0.5  0.25]
Ca2+,Ti4+,In3+,[10.6697077],[0.25 0.5  0.25]
Y3+,Zr4+,Eu3+,[10.66960116],[0.25 0.5  0.25]
Zn2+,Ga3+,Ce3+,[10.66944655],[0.25 0.5  0.25]
Y3+,La3+,Nd3+,[10.66793376],[0.25 0.5  0.25]
Ti4+,Sm3+,Fr1+,[10.66713626],[0.25 0.5  0.25]
Nd3+,Pm3+,Eu3+,[10.66662342],[0.25 0.5  0.25]
Y3+,La3+,Lu3+,[10.6662085],[0.25 0.5  0.25]
Sm3+,Eu3+,Er3+,[10.66388902],[0.25 0.5  0.25]
Ni2+,Rb1+,In3+,[10.66350397],[0.25 0.5  0.25]
Y3+,Sm3+,Lu3+,[10.66305752],[0.25 0.5  0.25]
Nb5+,Ta5+,Th4+,[10.66284602],[0.25 0.5  0.25]
Ho3+,Er3+,Tm3+,[10.6620756],[0.25 0.5  0.25]
Li1+,Cd2+,Tb3+,[10.66149284],[0.25 0.5  0.25]
Sm3+,Eu3+,Tb3+,[10.6600014],[0.25 0.5  0.25]
Ga3+,Sr2+,Re4+,[10.65880936],[0.25 0.5  0.25]
Pr3+,Dy3+,Er3+,[10.65812448],[0.25 0.5  0.25]
Fe3+,Rb1+,Sb3+,[10.65676877],[0.25 0.5  0.25]
K1+,Cu2+,Cd2+,[10.65581606],[0.25 0.5  0.25]
Ba2+,Fr1+,Ac3+,[10.65579131],[0.25 0.5  0.25]
Pr3+,Gd3+,Er3+,[10.65571144],[0.25 0.5  0.25]
Sr2+,Sb3+,Sm3+,[10.65492837],[0.25 0.5  0.25]
Sc3+,Ag1+,Cd2+,[10.65485913],[0.25 0.5  0.25]
Ti4+,Zr4+,Yb3+,[10.65410783],[0.25 0.5  0.25]
Y3+,Pm3+,Er3+,[10.65389942],[0.25 0.5  0.25]
Al3+,La3+,Gd3+,[10.65375101],[0.25 0.5  0.25]
Sr2+,Y3+,Yb3+,[10.65337767],[0.25 0.5  0.25]
La3+,Nd3+,Pm3+,[10.65278672],[0.25 0.5  0.25]
Be2+,Y3+,Sn2+,[10.64986486],[0.25 0.5  0.25]
Ca2+,Cr3+,Zn2+,[10.64920598],[0.25 0.5  0.25]
Nd3+,Eu3+,Lu3+,[10.64803137],[0.25 0.5  0.25]
Mg2+,Cr3+,Sm3+,[10.64744251],[0.25 0.5  0.25]
Cs1+,Pm3+,Gd3+,[10.64544689],[0.25 0.5  0.25]
La3+,Tb3+,Er3+,[10.64526466],[0.25 0.5  0.25]
Pr3+,Pm3+,Er3+,[10.64444998],[0.25 0.5  0.25]
Li1+,Ti4+,Pb2+,[10.64182699],[0.25 0.5  0.25]
Fe3+,Rb1+,Re4+,[10.64149018],[0.25 0.5  0.25]
Al3+,Eu3+,Yb3+,[10.64132035],[0.25 0.5  0.25]
Pr3+,Pm3+,Gd3+,[10.64070282],[0.25 0.5  0.25]
Al3+,Y3+,Tb3+,[10.63984193],[0.25 0.5  0.25]
Cr3+,Cs1+,Eu3+,[10.63956985],[0.25 0.5  0.25]
Cs1+,Pr3+,Ra2+,[10.63867406],[0.25 0.5  0.25]
Y3+,Cs1+,Pm3+,[10.63845021],[0.25 0.5  0.25]
Ag1+,Lu3+,Fr1+,[10.63796078],[0.25 0.5  0.25]
Ni2+,Rb1+,La3+,[10.63469207],[0.25 0.5  0.25]
Al3+,La3+,Eu3+,[10.63460809],[0.25 0.5  0.25]
Eu3+,Tb3+,Dy3+,[10.63264902],[0.25 0.5  0.25]
V5+,Sr2+,Eu3+,[10.63211734],[0.25 0.5  0.25]
Sc3+,Sb3+,Pr3+,[10.6296192],[0.25 0.5  0.25]
