material1,material2,pred_temp,weights
Zr4+,Fr1+,[19.27718194],[0.6 0.4]
Si4+,Te2+,[19.27098285],[0.6 0.4]
Ce3+,Fr1+,[19.20800212],[0.6 0.4]
Zr4+,Cs1+,[19.19718529],[0.6 0.4]
V5+,Sr2+,[19.16425006],[0.6 0.4]
Sc3+,Sr2+,[19.15796837],[0.6 0.4]
Ti4+,Ce3+,[19.15762992],[0.6 0.4]
Sc3+,Ra2+,[19.14609943],[0.6 0.4]
Eu3+,Fr1+,[19.13855692],[0.6 0.4]
La3+,Fr1+,[19.12265618],[0.6 0.4]
Nb5+,Cs1+,[19.12246133],[0.6 0.4]
Mn2+,Sr2+,[19.09663833],[0.6 0.4]
Ti4+,Ra2+,[19.09346011],[0.6 0.4]
Gd3+,Fr1+,[19.08445453],[0.6 0.4]
Pr3+,Fr1+,[19.06189236],[0.6 0.4]
Al3+,Zn2+,[19.03529452],[0.6 0.4]
Al3+,Ti4+,[19.01921125],[0.6 0.4]
Sc3+,Ba2+,[19.01742617],[0.6 0.4]
Y3+,Fr1+,[19.01245085],[0.6 0.4]
Li1+,Ti4+,[18.96219842],[0.6 0.4]
Tb3+,Fr1+,[18.94771981],[0.6 0.4]
Li1+,Ra2+,[18.93049372],[0.6 0.4]
Sm3+,Fr1+,[18.91423575],[0.6 0.4]
Si4+,Sn2+,[18.91148974],[0.6 0.4]
Ti4+,La3+,[18.86777211],[0.6 0.4]
Nd3+,Fr1+,[18.81515805],[0.6 0.4]
Ti4+,Eu3+,[18.81135738],[0.6 0.4]
Be2+,Po2+,[18.8108611],[0.6 0.4]
Pm3+,Fr1+,[18.80680922],[0.6 0.4]
Si4+,Mn2+,[18.80201377],[0.6 0.4]
La3+,Ra2+,[18.77852641],[0.6 0.4]
Al3+,Cr3+,[18.76409934],[0.6 0.4]
Sc3+,Zr4+,[18.75631927],[0.6 0.4]
Ti4+,Y3+,[18.75408659],[0.6 0.4]
Mg2+,Ra2+,[18.7455112],[0.6 0.4]
Ca2+,Ba2+,[18.74460283],[0.6 0.4]
Y3+,Ra2+,[18.73632552],[0.6 0.4]
K1+,Pr3+,[18.73614561],[0.6 0.4]
Si4+,In3+,[18.73071059],[0.6 0.4]
Li1+,V5+,[18.723619],[0.6 0.4]
Sc3+,La3+,[18.70756996],[0.6 0.4]
Ag1+,Np5+,[18.70075482],[0.6 0.4]
Be2+,In3+,[18.69803734],[0.6 0.4]
Li1+,Er3+,[18.69237562],[0.6 0.4]
Na1+,Er3+,[18.69134082],[0.6 0.4]
Mg2+,Sc3+,[18.68419953],[0.6 0.4]
Al3+,Mn2+,[18.62702966],[0.6 0.4]
Si4+,Cd2+,[18.60137015],[0.6 0.4]
Sr2+,Ba2+,[18.60108695],[0.6 0.4]
Al3+,In3+,[18.55129277],[0.6 0.4]
Si4+,Zn2+,[18.54578392],[0.6 0.4]
Yb3+,Fr1+,[18.52024269],[0.6 0.4]
Ti4+,Zr4+,[18.50585845],[0.6 0.4]
V5+,Ba2+,[18.49970177],[0.6 0.4]
Be2+,Te2+,[18.48171306],[0.6 0.4]
Na1+,Ba2+,[18.46490976],[0.6 0.4]
Y3+,Eu3+,[18.45090713],[0.6 0.4]
Sc3+,Eu3+,[18.449745],[0.6 0.4]
Be2+,Na1+,[18.43924543],[0.6 0.4]
Li1+,Mg2+,[18.43261873],[0.6 0.4]
Ti4+,Pr3+,[18.42611323],[0.6 0.4]
Li1+,Zr4+,[18.42581599],[0.6 0.4]
Sr2+,Eu3+,[18.42412557],[0.6 0.4]
V5+,Y3+,[18.40886264],[0.6 0.4]
Sr2+,Pr3+,[18.39943356],[0.6 0.4]
Zr4+,Ba2+,[18.38548857],[0.6 0.4]
Sc3+,Tb3+,[18.37831844],[0.6 0.4]
Sr2+,Dy3+,[18.37249943],[0.6 0.4]
Na1+,Zr4+,[18.36912803],[0.6 0.4]
V5+,Ra2+,[18.35569543],[0.6 0.4]
Li1+,Sc3+,[18.33059088],[0.6 0.4]
Li1+,Ac3+,[18.31542542],[0.6 0.4]
Y3+,Ba2+,[18.29643372],[0.6 0.4]
Y3+,Yb3+,[18.27947493],[0.6 0.4]
Na1+,Y3+,[18.27042268],[0.6 0.4]
Na1+,Pr3+,[18.26403572],[0.6 0.4]
Ca2+,Nb5+,[18.25787463],[0.6 0.4]
Be2+,Sb3+,[18.23698339],[0.6 0.4]
Al3+,Sn2+,[18.21191439],[0.6 0.4]
Na1+,Yb3+,[18.18758903],[0.6 0.4]
Sc3+,Gd3+,[18.18313885],[0.6 0.4]
Sr2+,Tb3+,[18.17918945],[0.6 0.4]
Li1+,Lu3+,[18.17233603],[0.6 0.4]
Sc3+,Nd3+,[18.17198139],[0.6 0.4]
Na1+,Nd3+,[18.15095384],[0.6 0.4]
Ti4+,Ba2+,[18.1392157],[0.6 0.4]
Ca2+,Ra2+,[18.13679588],[0.6 0.4]
Y3+,Pr3+,[18.13633342],[0.6 0.4]
Al3+,V5+,[18.13227711],[0.6 0.4]
Cr3+,Sr2+,[18.12048416],[0.6 0.4]
Al3+,Fe3+,[18.11777164],[0.6 0.4]
Ti4+,Yb3+,[18.08617392],[0.6 0.4]
Sc3+,Pr3+,[18.08278854],[0.6 0.4]
Li1+,Nd3+,[18.07946433],[0.6 0.4]
Na1+,Pm3+,[18.07845659],[0.6 0.4]
Mg2+,Y3+,[18.05293811],[0.6 0.4]
Na1+,Lu3+,[18.05221111],[0.6 0.4]
Be2+,Cr3+,[18.03671458],[0.6 0.4]
Na1+,Sm3+,[18.02201441],[0.6 0.4]
Ti4+,Sr2+,[18.01418008],[0.6 0.4]
Mg2+,Ti4+,[18.0112789],[0.6 0.4]
Li1+,Sm3+,[17.99253227],[0.6 0.4]
Na1+,Mo4+,[17.99123192],[0.6 0.4]
Sr2+,Gd3+,[17.98369399],[0.6 0.4]
Sc3+,Sm3+,[17.98345629],[0.6 0.4]
Sc3+,Pm3+,[17.97721039],[0.6 0.4]
Li1+,Pm3+,[17.97267854],[0.6 0.4]
Na1+,Eu3+,[17.97108284],[0.6 0.4]
Li1+,Pr3+,[17.93038581],[0.6 0.4]
Sr2+,Sm3+,[17.91400112],[0.6 0.4]
Ca2+,Y3+,[17.88532763],[0.6 0.4]
Li1+,Sr2+,[17.87951025],[0.6 0.4]
Mg2+,Nb5+,[17.84006007],[0.6 0.4]
Li1+,Eu3+,[17.81133037],[0.6 0.4]
Mg2+,Cu2+,[17.80892242],[0.6 0.4]
Li1+,Y3+,[17.80199916],[0.6 0.4]
Li1+,Si4+,[17.80156659],[0.6 0.4]
Na1+,Nb5+,[17.78922437],[0.6 0.4]
Fe3+,Sr2+,[17.78690329],[0.6 0.4]
Ca2+,Zr4+,[17.76649838],[0.6 0.4]
Li1+,Ce3+,[17.73861924],[0.6 0.4]
Li1+,La3+,[17.73612633],[0.6 0.4]
Li1+,Yb3+,[17.73553515],[0.6 0.4]
Mg2+,Ca2+,[17.70021853],[0.6 0.4]
Sc3+,Yb3+,[17.69564489],[0.6 0.4]
Na1+,Ho3+,[17.6597236],[0.6 0.4]
Li1+,Gd3+,[17.61927708],[0.6 0.4]
Li1+,Be2+,[17.60383068],[0.6 0.4]
Mg2+,Fe3+,[17.57237607],[0.6 0.4]
Na1+,Tm3+,[17.56401824],[0.6 0.4]
Li1+,Ho3+,[17.5312649],[0.6 0.4]
Sr2+,Yb3+,[17.49658922],[0.6 0.4]
Mg2+,La3+,[17.48727195],[0.6 0.4]
Be2+,Sn2+,[17.48334142],[0.6 0.4]
Li1+,Mo4+,[17.47738626],[0.6 0.4]
Mg2+,Co3+,[17.41724503],[0.6 0.4]
Na1+,Gd3+,[17.4097482],[0.6 0.4]
Ca2+,Eu3+,[17.40589069],[0.6 0.4]
Li1+,Nb5+,[17.37517865],[0.6 0.4]
Li1+,Tm3+,[17.37076511],[0.6 0.4]
Mg2+,V5+,[17.34001441],[0.6 0.4]
Mg2+,Ni2+,[17.32482582],[0.6 0.4]
Na1+,Tb3+,[17.31338187],[0.6 0.4]
Be2+,Cd2+,[17.29732668],[0.6 0.4]
Li1+,Dy3+,[17.27029286],[0.6 0.4]
Be2+,Mn2+,[17.2678595],[0.6 0.4]
Li1+,Tb3+,[17.23946933],[0.6 0.4]
Na1+,Dy3+,[17.20060681],[0.6 0.4]
Ca2+,Yb3+,[17.18807026],[0.6 0.4]
Si4+,Sb3+,[17.09543922],[0.6 0.4]
Si4+,Fe3+,[16.95082578],[0.6 0.4]
Ca2+,Tm3+,[16.94796273],[0.6 0.4]
Mg2+,Ce3+,[16.93519655],[0.6 0.4]
Mg2+,Pm3+,[16.91313032],[0.6 0.4]
Al3+,Cd2+,[16.90277059],[0.6 0.4]
Mg2+,Nd3+,[16.88450872],[0.6 0.4]
Mg2+,Mn2+,[16.86657485],[0.6 0.4]
Ca2+,Er3+,[16.82610448],[0.6 0.4]
La3+,Eu3+,[16.7984471],[0.6 0.4]
Mg2+,Zr4+,[16.79027481],[0.6 0.4]
V5+,Eu3+,[16.78838781],[0.6 0.4]
Mg2+,In3+,[16.78309073],[0.6 0.4]
Ca2+,Ho3+,[16.78181532],[0.6 0.4]
Be2+,Fe3+,[16.77197197],[0.6 0.4]
Mg2+,Sn2+,[16.73077276],[0.6 0.4]
Mg2+,Cr3+,[16.65858146],[0.6 0.4]
Be2+,Ni2+,[16.64473484],[0.6 0.4]
Be2+,Cu2+,[16.63770437],[0.6 0.4]
Ca2+,Gd3+,[16.62753494],[0.6 0.4]
Ca2+,Dy3+,[16.61283775],[0.6 0.4]
Sr2+,Ho3+,[16.6115526],[0.6 0.4]
Ca2+,Pr3+,[16.54662104],[0.6 0.4]
Ca2+,Pm3+,[16.50536128],[0.6 0.4]
Ca2+,Sm3+,[16.48658341],[0.6 0.4]
Ca2+,Nd3+,[16.4698724],[0.6 0.4]
Ca2+,Tb3+,[16.46077807],[0.6 0.4]
Be2+,Zn2+,[16.44424705],[0.6 0.4]
Si4+,Cr3+,[16.30765218],[0.6 0.4]
Si4+,Cu2+,[16.27689823],[0.6 0.4]
Be2+,Co3+,[16.26588957],[0.6 0.4]
Dy3+,Fr1+,[16.14818812],[0.6 0.4]
Mg2+,Cd2+,[15.9460231],[0.6 0.4]
Mn2+,Ag1+,[15.55544492],[0.6 0.4]
Ca2+,Lu3+,[15.28960993],[0.6 0.4]
Si4+,Co3+,[14.99457524],[0.6 0.4]
Si4+,Ni2+,[14.15050239],[0.6 0.4]
Nb5+,Sn2+,[13.33690502],[0.6 0.4]
Ag1+,Fr1+,[13.24198428],[0.6 0.4]
Ag1+,Ba2+,[13.22850555],[0.6 0.4]
Ga3+,Ag1+,[12.4199944],[0.6 0.4]
Mo4+,Tc4+,[11.5193282],[0.6 0.4]
Al3+,Nb5+,[11.25900895],[0.6 0.4]
K1+,Os4+,[10.84743929],[0.6 0.4]
Ti4+,Nb5+,[10.81239438],[0.6 0.4]
Ga3+,Nb5+,[10.63716519],[0.6 0.4]
Zr4+,Tc4+,[10.47119263],[0.6 0.4]
Rb1+,Pd4+,[10.42851405],[0.6 0.4]
Ga3+,Cd2+,[10.19403672],[0.6 0.4]
Ti4+,Tc4+,[10.18761955],[0.6 0.4]
Zr4+,Nb5+,[10.17817318],[0.6 0.4]
Co3+,Pd4+,[10.03432128],[0.6 0.4]
Be2+,Bi3+,[9.96663158],[0.6 0.4]
Si4+,V5+,[9.95216447],[0.6 0.4]
Be2+,Mg2+,[9.91097015],[0.6 0.4]
V5+,Tc4+,[9.89773524],[0.6 0.4]
K1+,Ta5+,[9.87416104],[0.6 0.4]
Rb1+,Tc4+,[9.76982995],[0.6 0.4]
K1+,Re4+,[9.74832212],[0.6 0.4]
Ni2+,Te2+,[9.74781027],[0.6 0.4]
Nb5+,Hf4+,[9.74705845],[0.6 0.4]
K1+,W6+,[9.7328691],[0.6 0.4]
Rb1+,Mo4+,[9.70583089],[0.6 0.4]
Fe3+,Pd4+,[9.66776003],[0.6 0.4]
Li1+,Tl1+,[9.62551055],[0.6 0.4]
Mn2+,Er3+,[9.59186138],[0.6 0.4]
Sc3+,Tc4+,[9.51823187],[0.6 0.4]
Si4+,Fr1+,[9.50366022],[0.6 0.4]
Zn2+,Sm3+,[9.48590884],[0.6 0.4]
Rb1+,Ru3+,[9.46228487],[0.6 0.4]
Co3+,Te2+,[9.44006382],[0.6 0.4]
Rb1+,Rh3+,[9.35710455],[0.6 0.4]
Mo4+,Re4+,[9.34623494],[0.6 0.4]
K1+,Pd4+,[9.29591006],[0.6 0.4]
Be2+,Ag1+,[9.25283221],[0.6 0.4]
Rb1+,Ag1+,[9.20987592],[0.6 0.4]
Fe3+,Ho3+,[9.17330421],[0.6 0.4]
Ga3+,Mo4+,[9.15729727],[0.6 0.4]
Na1+,Os4+,[9.11462773],[0.6 0.4]
Na1+,W6+,[9.11173971],[0.6 0.4]
K1+,Ru3+,[9.09098375],[0.6 0.4]
Y3+,Nb5+,[9.05271572],[0.6 0.4]
Sc3+,Hf4+,[9.0396381],[0.6 0.4]
Nb5+,Tc4+,[9.02383315],[0.6 0.4]
Zn2+,Pm3+,[8.88921868],[0.6 0.4]
Sc3+,Co3+,[8.85330533],[0.6 0.4]
K1+,Rh3+,[8.85277449],[0.6 0.4]
Nb5+,Cd2+,[8.80220122],[0.6 0.4]
Sc3+,Ni2+,[8.78184975],[0.6 0.4]
Ga3+,Sn2+,[8.73227981],[0.6 0.4]
K1+,Tc4+,[8.7204881],[0.6 0.4]
Zr4+,Ag1+,[8.69363188],[0.6 0.4]
Tc4+,Ru3+,[8.68043719],[0.6 0.4]
Cu2+,Te2+,[8.58800229],[0.6 0.4]
Li1+,Np5+,[8.57522225],[0.6 0.4]
V5+,Nb5+,[8.56767117],[0.6 0.4]
Ni2+,Ru3+,[8.56293593],[0.6 0.4]
Ga3+,In3+,[8.555436],[0.6 0.4]
Li1+,Ta5+,[8.48468947],[0.6 0.4]
Ti4+,Hf4+,[8.47525665],[0.6 0.4]
Mn2+,Te2+,[8.42588955],[0.6 0.4]
Al3+,Po2+,[8.40172655],[0.6 0.4]
Mo4+,W6+,[8.40080651],[0.6 0.4]
Sc3+,Dy3+,[8.34995091],[0.6 0.4]
Zr4+,Rh3+,[8.33612805],[0.6 0.4]
Ga3+,Ce3+,[8.32589629],[0.6 0.4]
Mn2+,Ho3+,[8.31820666],[0.6 0.4]
Li1+,Pb2+,[8.30090893],[0.6 0.4]
Pb2+,Bi3+,[8.28266754],[0.6 0.4]
V5+,Zr4+,[8.27488514],[0.6 0.4]
V5+,Er3+,[8.26216609],[0.6 0.4]
V5+,Ga3+,[8.2572447],[0.6 0.4]
Y3+,Ag1+,[8.24688432],[0.6 0.4]
Cr3+,Er3+,[8.23517154],[0.6 0.4]
Na1+,Rh3+,[8.22700717],[0.6 0.4]
Sr2+,Mo4+,[8.21656102],[0.6 0.4]
Sr2+,Ru3+,[8.19576086],[0.6 0.4]
Y3+,Pd4+,[8.17166093],[0.6 0.4]
Ga3+,Pm3+,[8.15808537],[0.6 0.4]
Mg2+,Bi3+,[8.15656624],[0.6 0.4]
Nb5+,In3+,[8.13774187],[0.6 0.4]
Ti4+,Er3+,[8.13240875],[0.6 0.4]
Zr4+,Ra2+,[8.12859508],[0.6 0.4]
Sc3+,Nb5+,[8.12074677],[0.6 0.4]
Sc3+,Pd4+,[8.11084903],[0.6 0.4]
Li1+,Ru3+,[8.10979718],[0.6 0.4]
Ti4+,Nd3+,[8.07676553],[0.6 0.4]
Mn2+,Gd3+,[8.06822163],[0.6 0.4]
Ti4+,Lu3+,[8.05537186],[0.6 0.4]
Ga3+,Nd3+,[8.05111912],[0.6 0.4]
Na1+,Ta5+,[8.05090328],[0.6 0.4]
Ga3+,Tc4+,[8.03656739],[0.6 0.4]
Zn2+,Pr3+,[8.03473807],[0.6 0.4]
V5+,Ho3+,[8.01888435],[0.6 0.4]
Mg2+,Au3+,[8.01178539],[0.6 0.4]
Ag1+,Pr3+,[8.00098324],[0.6 0.4]
Na1+,Tl1+,[7.99545362],[0.6 0.4]
Ga3+,La3+,[7.9919324],[0.6 0.4]
Y3+,Mo4+,[7.97537306],[0.6 0.4]
Ag1+,Sm3+,[7.97286052],[0.6 0.4]
Be2+,Si4+,[7.95692728],[0.6 0.4]
V5+,Dy3+,[7.94835264],[0.6 0.4]
Ni2+,Zr4+,[7.94637222],[0.6 0.4]
Ga3+,Pr3+,[7.9262626],[0.6 0.4]
Li1+,Re4+,[7.92567576],[0.6 0.4]
K1+,Ir3+,[7.90580457],[0.6 0.4]
Na1+,Pb2+,[7.89923229],[0.6 0.4]
Mg2+,Ag1+,[7.8689233],[0.6 0.4]
Li1+,Tc4+,[7.86338137],[0.6 0.4]
Mo4+,Ru3+,[7.86175327],[0.6 0.4]
Y3+,Pm3+,[7.85342471],[0.6 0.4]
Sr2+,Tc4+,[7.84590097],[0.6 0.4]
Sc3+,Tm3+,[7.84077056],[0.6 0.4]
Li1+,Hf4+,[7.83626461],[0.6 0.4]
Sc3+,Er3+,[7.82122849],[0.6 0.4]
Zr4+,Ru3+,[7.81864387],[0.6 0.4]
Cr3+,In3+,[7.79534407],[0.6 0.4]
Sc3+,Lu3+,[7.78635681],[0.6 0.4]
Ti4+,Cr3+,[7.76387909],[0.6 0.4]
Ag1+,Ce3+,[7.72632096],[0.6 0.4]
Si4+,Po2+,[7.7209461],[0.6 0.4]
Zr4+,Lu3+,[7.70378886],[0.6 0.4]
Cr3+,Tm3+,[7.68610407],[0.6 0.4]
Mo4+,Ta5+,[7.68228923],[0.6 0.4]
Sc3+,Ho3+,[7.65360778],[0.6 0.4]
Ni2+,Sr2+,[7.64464544],[0.6 0.4]
Co3+,Gd3+,[7.63651475],[0.6 0.4]
Cr3+,Ho3+,[7.63346378],[0.6 0.4]
Cr3+,Zr4+,[7.63201955],[0.6 0.4]
Nb5+,Ir3+,[7.62498476],[0.6 0.4]
Fe3+,Dy3+,[7.61368327],[0.6 0.4]
Li1+,W6+,[7.60966553],[0.6 0.4]
V5+,Gd3+,[7.60189284],[0.6 0.4]
Zr4+,Hf4+,[7.59852285],[0.6 0.4]
Fe3+,Gd3+,[7.59477205],[0.6 0.4]
Li1+,Pa5+,[7.57041801],[0.6 0.4]
V5+,Tm3+,[7.56886247],[0.6 0.4]
Co3+,Sr2+,[7.56731006],[0.6 0.4]
V5+,In3+,[7.55427891],[0.6 0.4]
Mn2+,Dy3+,[7.55285941],[0.6 0.4]
Ca2+,Hf4+,[7.55134845],[0.6 0.4]
Sr2+,Lu3+,[7.54331705],[0.6 0.4]
Na1+,Ru3+,[7.53179599],[0.6 0.4]
Ti4+,Ho3+,[7.52369225],[0.6 0.4]
Co3+,Zr4+,[7.51718972],[0.6 0.4]
Sr2+,Tm3+,[7.51191773],[0.6 0.4]
Mn2+,Pd4+,[7.50884308],[0.6 0.4]
Na1+,Tc4+,[7.50378888],[0.6 0.4]
Ga3+,Zr4+,[7.47312792],[0.6 0.4]
Ca2+,Mo4+,[7.45659126],[0.6 0.4]
V5+,Yb3+,[7.44203816],[0.6 0.4]
Tc4+,W6+,[7.43677595],[0.6 0.4]
Ca2+,Ru3+,[7.4276521],[0.6 0.4]
Ag1+,Eu3+,[7.42533117],[0.6 0.4]
Ga3+,Ru3+,[7.41788647],[0.6 0.4]
Mn2+,Tb3+,[7.39376149],[0.6 0.4]
Li1+,U6+,[7.38215661],[0.6 0.4]
Co3+,Tb3+,[7.37026743],[0.6 0.4]
Ag1+,Dy3+,[7.3679757],[0.6 0.4]
Na1+,Hf4+,[7.36462541],[0.6 0.4]
Ag1+,Gd3+,[7.36030443],[0.6 0.4]
Li1+,Rh3+,[7.36008086],[0.6 0.4]
Zn2+,Eu3+,[7.35145518],[0.6 0.4]
Ag1+,Tb3+,[7.34633155],[0.6 0.4]
Fe3+,Tb3+,[7.34124511],[0.6 0.4]
Zr4+,In3+,[7.33699418],[0.6 0.4]
Li1+,Pd4+,[7.3280726],[0.6 0.4]
Li1+,Hg1+,[7.31668556],[0.6 0.4]
Sr2+,Er3+,[7.31195875],[0.6 0.4]
Be2+,Rb1+,[7.30681034],[0.6 0.4]
Li1+,Th4+,[7.29831598],[0.6 0.4]
Na1+,Re4+,[7.29412603],[0.6 0.4]
K1+,Au3+,[7.29109692],[0.6 0.4]
Ti4+,Tm3+,[7.28346517],[0.6 0.4]
Ni2+,Gd3+,[7.2725366],[0.6 0.4]
Na1+,Pd4+,[7.25028571],[0.6 0.4]
Mn2+,Tm3+,[7.2483756],[0.6 0.4]
K1+,Pt2+,[7.23087015],[0.6 0.4]
Al3+,Mo4+,[7.22483608],[0.6 0.4]
Al3+,Au3+,[7.2118331],[0.6 0.4]
V5+,Tb3+,[7.21181428],[0.6 0.4]
K1+,Hf4+,[7.19557159],[0.6 0.4]
Ag1+,Ho3+,[7.17740378],[0.6 0.4]
Zr4+,Pm3+,[7.1704446],[0.6 0.4]
Nd3+,Ra2+,[7.15001643],[0.6 0.4]
Ag1+,Pm3+,[7.14329361],[0.6 0.4]
Ti4+,Tb3+,[7.1334021],[0.6 0.4]
Be2+,Cs1+,[7.13260714],[0.6 0.4]
Mg2+,Cs1+,[7.12932054],[0.6 0.4]
Mn2+,Ni2+,[7.12493988],[0.6 0.4]
Ca2+,Cs1+,[7.12448797],[0.6 0.4]
Li1+,Os4+,[7.1240758],[0.6 0.4]
Co3+,Ni2+,[7.12067959],[0.6 0.4]
Nb5+,Pm3+,[7.11923378],[0.6 0.4]
Ag1+,Nd3+,[7.11221701],[0.6 0.4]
Tc4+,Rh3+,[7.0964983],[0.6 0.4]
Ti4+,Dy3+,[7.07403434],[0.6 0.4]
Mo4+,Ce3+,[7.06268535],[0.6 0.4]
Cr3+,Dy3+,[7.06261207],[0.6 0.4]
Nb5+,Nd3+,[7.03113184],[0.6 0.4]
Y3+,Lu3+,[7.02300018],[0.6 0.4]
Mn2+,Co3+,[7.02106876],[0.6 0.4]
Ag1+,Tm3+,[7.00931949],[0.6 0.4]
Zr4+,Nd3+,[6.99727015],[0.6 0.4]
Ag1+,Lu3+,[6.9937813],[0.6 0.4]
Na1+,Th4+,[6.98880889],[0.6 0.4]
Cr3+,Ga3+,[6.9727317],[0.6 0.4]
Cr3+,Tc4+,[6.97189462],[0.6 0.4]
Ag1+,La3+,[6.9678828],[0.6 0.4]
Ag1+,Er3+,[6.95376509],[0.6 0.4]
Pm3+,Ra2+,[6.95174703],[0.6 0.4]
Ag1+,Am3+,[6.91909321],[0.6 0.4]
Zn2+,In3+,[6.89504579],[0.6 0.4]
Y3+,In3+,[6.8672392],[0.6 0.4]
Mg2+,Fr1+,[6.86631468],[0.6 0.4]
Si4+,Cs1+,[6.86107217],[0.6 0.4]
Fe3+,Ni2+,[6.85453288],[0.6 0.4]
Mo4+,La3+,[6.84636031],[0.6 0.4]
Ti4+,Ru3+,[6.84413155],[0.6 0.4]
Sr2+,Rh3+,[6.83566867],[0.6 0.4]
Cu2+,Pd4+,[6.83032211],[0.6 0.4]
Li1+,Ba2+,[6.80053776],[0.6 0.4]
Al3+,Hf4+,[6.78390298],[0.6 0.4]
Y3+,Tm3+,[6.78336004],[0.6 0.4]
Cr3+,Nb5+,[6.77128051],[0.6 0.4]
Sr2+,Ag1+,[6.76728794],[0.6 0.4]
Ag1+,Hf4+,[6.76619884],[0.6 0.4]
Ca2+,Ag1+,[6.75907749],[0.6 0.4]
Nb5+,Mo4+,[6.758632],[0.6 0.4]
Al3+,Bi3+,[6.73774166],[0.6 0.4]
Cr3+,Y3+,[6.73479638],[0.6 0.4]
Mn2+,Sb3+,[6.72479408],[0.6 0.4]
Nd3+,Ta5+,[6.72226375],[0.6 0.4]
Nb5+,Au3+,[6.72010983],[0.6 0.4]
Al3+,Cu2+,[6.71610797],[0.6 0.4]
Fe3+,Er3+,[6.71561569],[0.6 0.4]
Li1+,Am3+,[6.71219567],[0.6 0.4]
Ag1+,Te2+,[6.69728677],[0.6 0.4]
Tc4+,Re4+,[6.6912908],[0.6 0.4]
Mn2+,Eu3+,[6.6869329],[0.6 0.4]
Cr3+,Gd3+,[6.67546996],[0.6 0.4]
Fe3+,Co3+,[6.66111912],[0.6 0.4]
Y3+,Nd3+,[6.66093579],[0.6 0.4]
Zn2+,Nd3+,[6.66064515],[0.6 0.4]
Ni2+,Sb3+,[6.65569591],[0.6 0.4]
Al3+,Rb1+,[6.6463703],[0.6 0.4]
Co3+,Mo4+,[6.64495954],[0.6 0.4]
Ti4+,V5+,[6.64080815],[0.6 0.4]
Tc4+,Sn2+,[6.62836242],[0.6 0.4]
Co3+,Sb3+,[6.6066678],[0.6 0.4]
Nb5+,Fr1+,[6.60339861],[0.6 0.4]
Al3+,Ag1+,[6.59643506],[0.6 0.4]
Na1+,Hg1+,[6.59368768],[0.6 0.4]
Eu3+,Yb3+,[6.58621361],[0.6 0.4]
V5+,Sm3+,[6.57900435],[0.6 0.4]
Ni2+,Dy3+,[6.57809689],[0.6 0.4]
Ti4+,Gd3+,[6.57797935],[0.6 0.4]
Ca2+,Th4+,[6.56606415],[0.6 0.4]
V5+,Ce3+,[6.56550564],[0.6 0.4]
Pm3+,Ta5+,[6.56345255],[0.6 0.4]
V5+,Lu3+,[6.56132911],[0.6 0.4]
Gd3+,Tb3+,[6.55539919],[0.6 0.4]
Nb5+,Ru3+,[6.54659018],[0.6 0.4]
Si4+,Ti4+,[6.54654299],[0.6 0.4]
Cr3+,Ru3+,[6.54542496],[0.6 0.4]
Li1+,Pu4+,[6.5400628],[0.6 0.4]
Nb5+,W6+,[6.52576121],[0.6 0.4]
Al3+,Co3+,[6.52065554],[0.6 0.4]
