material1,material2,material3,pred_temp,weights
Na1+,Ti4+,Bi3+,[19.3396612],[0.25 0.25 0.5 ]
Li1+,Mn2+,Yb3+,[19.33954113],[0.25 0.25 0.5 ]
Ag1+,Bi3+,Pu4+,[19.33889141],[0.25 0.25 0.5 ]
K1+,Rb1+,Tb3+,[19.33670149],[0.25 0.25 0.5 ]
Li1+,Mg2+,Tm3+,[19.33564072],[0.25 0.25 0.5 ]
Li1+,Pr3+,Tm3+,[19.32724144],[0.25 0.25 0.5 ]
Al3+,Mn2+,Cs1+,[19.3205324],[0.25 0.25 0.5 ]
Al3+,Ca2+,Sn2+,[19.31930161],[0.25 0.25 0.5 ]
Na1+,Mg2+,Eu3+,[19.31926163],[0.25 0.25 0.5 ]
Sc3+,Cs1+,Fr1+,[19.31826914],[0.25 0.25 0.5 ]
Mg2+,Ca2+,Ag1+,[19.31722567],[0.25 0.25 0.5 ]
Li1+,Ag1+,Pr3+,[19.31659367],[0.25 0.25 0.5 ]
Li1+,Te2+,Ho3+,[19.31509747],[0.25 0.25 0.5 ]
K1+,Mn2+,La3+,[19.30981687],[0.25 0.25 0.5 ]
Na1+,Zn2+,Ba2+,[19.30895295],[0.25 0.25 0.5 ]
Na1+,Mg2+,Zr4+,[19.30864363],[0.25 0.25 0.5 ]
Li1+,Cr3+,Dy3+,[19.30720386],[0.25 0.25 0.5 ]
Li1+,Y3+,Bi3+,[19.30564708],[0.25 0.25 0.5 ]
Li1+,Pr3+,Sm3+,[19.30429568],[0.25 0.25 0.5 ]
Mg2+,Sr2+,Tb3+,[19.30167723],[0.25 0.25 0.5 ]
Ag1+,U6+,Pu4+,[19.30157931],[0.25 0.25 0.5 ]
Be2+,Y3+,Nd3+,[19.29954758],[0.25 0.25 0.5 ]
Li1+,Pm3+,Ra2+,[19.29843895],[0.25 0.25 0.5 ]
K1+,Ti4+,Ga3+,[19.29728547],[0.25 0.25 0.5 ]
Ca2+,Rb1+,Ag1+,[19.29690011],[0.25 0.25 0.5 ]
Li1+,Sm3+,Fr1+,[19.29665748],[0.25 0.25 0.5 ]
Li1+,Pb2+,Fr1+,[19.29465127],[0.25 0.25 0.5 ]
Ca2+,Lu3+,Ra2+,[19.29431549],[0.25 0.25 0.5 ]
Li1+,Cu2+,Zn2+,[19.2908579],[0.25 0.25 0.5 ]
K1+,Cd2+,Yb3+,[19.2844739],[0.25 0.25 0.5 ]
K1+,Fe3+,Sr2+,[19.27525776],[0.25 0.25 0.5 ]
Mg2+,Sr2+,Cd2+,[19.27500962],[0.25 0.25 0.5 ]
Na1+,Ca2+,Sn2+,[19.27291426],[0.25 0.25 0.5 ]
K1+,Ca2+,Dy3+,[19.2727345],[0.25 0.25 0.5 ]
Ti4+,Sn2+,Ra2+,[19.2712741],[0.25 0.25 0.5 ]
K1+,Eu3+,Ho3+,[19.26973501],[0.25 0.25 0.5 ]
Ca2+,Sr2+,Sb3+,[19.26728633],[0.25 0.25 0.5 ]
K1+,V5+,Mn2+,[19.26515408],[0.25 0.25 0.5 ]
Na1+,Eu3+,Dy3+,[19.26487617],[0.25 0.25 0.5 ]
K1+,Rb1+,Dy3+,[19.2627732],[0.25 0.25 0.5 ]
Ca2+,Tm3+,Ra2+,[19.26199649],[0.25 0.25 0.5 ]
K1+,Ga3+,Te2+,[19.26097489],[0.25 0.25 0.5 ]
Be2+,Ca2+,Am3+,[19.26086384],[0.25 0.25 0.5 ]
Li1+,Na1+,Zn2+,[19.25850348],[0.25 0.25 0.5 ]
Ca2+,Y3+,Ac3+,[19.25718509],[0.25 0.25 0.5 ]
Na1+,Sc3+,Nb5+,[19.25471487],[0.25 0.25 0.5 ]
Be2+,Sc3+,Ho3+,[19.25432201],[0.25 0.25 0.5 ]
Ca2+,Y3+,Nb5+,[19.25431122],[0.25 0.25 0.5 ]
Li1+,Al3+,Ba2+,[19.25392656],[0.25 0.25 0.5 ]
Al3+,Ca2+,Pr3+,[19.2537866],[0.25 0.25 0.5 ]
Li1+,K1+,Ba2+,[19.25342653],[0.25 0.25 0.5 ]
Li1+,Na1+,In3+,[19.25339605],[0.25 0.25 0.5 ]
Li1+,Cu2+,In3+,[19.2527322],[0.25 0.25 0.5 ]
K1+,Rb1+,Sm3+,[19.25002357],[0.25 0.25 0.5 ]
Na1+,Rb1+,Eu3+,[19.24836148],[0.25 0.25 0.5 ]
Be2+,Sc3+,Th4+,[19.24635306],[0.25 0.25 0.5 ]
Na1+,Ga3+,Cs1+,[19.2433948],[0.25 0.25 0.5 ]
Na1+,Sr2+,Fr1+,[19.24042824],[0.25 0.25 0.5 ]
Be2+,Sr2+,La3+,[19.23842659],[0.25 0.25 0.5 ]
Be2+,Na1+,Zn2+,[19.23756729],[0.25 0.25 0.5 ]
Na1+,Ca2+,Lu3+,[19.23601859],[0.25 0.25 0.5 ]
Li1+,Y3+,Tb3+,[19.23483764],[0.25 0.25 0.5 ]
Ca2+,Cu2+,Rb1+,[19.22826466],[0.25 0.25 0.5 ]
Li1+,Po2+,Ra2+,[19.22758297],[0.25 0.25 0.5 ]
K1+,Ga3+,Po2+,[19.22539993],[0.25 0.25 0.5 ]
Be2+,Ag1+,U6+,[19.22178552],[0.25 0.25 0.5 ]
Na1+,Ni2+,Te2+,[19.2203194],[0.25 0.25 0.5 ]
Be2+,Sr2+,Ce3+,[19.21587845],[0.25 0.25 0.5 ]
Be2+,K1+,Sn2+,[19.21239858],[0.25 0.25 0.5 ]
Li1+,Mg2+,Al3+,[19.21116159],[0.25 0.25 0.5 ]
Al3+,Sn2+,Cs1+,[19.2107368],[0.25 0.25 0.5 ]
Ti4+,Nd3+,Ra2+,[19.21014408],[0.25 0.25 0.5 ]
Na1+,Pr3+,Pm3+,[19.20821591],[0.25 0.25 0.5 ]
K1+,Ti4+,Ac3+,[19.20667995],[0.25 0.25 0.5 ]
Ca2+,Ra2+,Ac3+,[19.20631007],[0.25 0.25 0.5 ]
Na1+,Mn2+,Sb3+,[19.20445744],[0.25 0.25 0.5 ]
Na1+,Zr4+,Cd2+,[19.19722904],[0.25 0.25 0.5 ]
Ca2+,Rb1+,Mo4+,[19.19456541],[0.25 0.25 0.5 ]
Ca2+,Ho3+,Ra2+,[19.19337488],[0.25 0.25 0.5 ]
Mg2+,Lu3+,Fr1+,[19.19311019],[0.25 0.25 0.5 ]
Be2+,Mg2+,Ra2+,[19.19297708],[0.25 0.25 0.5 ]
Be2+,Ag1+,Ce3+,[19.1915011],[0.25 0.25 0.5 ]
K1+,Sr2+,Po2+,[19.19031675],[0.25 0.25 0.5 ]
Ti4+,Pr3+,Ra2+,[19.18984411],[0.25 0.25 0.5 ]
K1+,Ca2+,Mo4+,[19.18879781],[0.25 0.25 0.5 ]
Li1+,Ba2+,Dy3+,[19.18701945],[0.25 0.25 0.5 ]
Ca2+,Cs1+,Ho3+,[19.18290921],[0.25 0.25 0.5 ]
K1+,Ca2+,V5+,[19.18193304],[0.25 0.25 0.5 ]
Be2+,Sr2+,Gd3+,[19.18053306],[0.25 0.25 0.5 ]
Na1+,Ca2+,Tm3+,[19.18036101],[0.25 0.25 0.5 ]
Mg2+,Ba2+,Ra2+,[19.17746496],[0.25 0.25 0.5 ]
Na1+,Ti4+,Po2+,[19.17059946],[0.25 0.25 0.5 ]
Li1+,Na1+,Sb3+,[19.1704899],[0.25 0.25 0.5 ]
Al3+,Po2+,Fr1+,[19.16450733],[0.25 0.25 0.5 ]
Rb1+,Sr2+,Mo4+,[19.16385251],[0.25 0.25 0.5 ]
Be2+,Er3+,Ra2+,[19.16076508],[0.25 0.25 0.5 ]
Na1+,Ho3+,Yb3+,[19.15909367],[0.25 0.25 0.5 ]
Be2+,Mg2+,Ni2+,[19.15791254],[0.25 0.25 0.5 ]
Na1+,Mn2+,Fe3+,[19.15732037],[0.25 0.25 0.5 ]
Na1+,Pr3+,Sm3+,[19.15149503],[0.25 0.25 0.5 ]
Be2+,Ca2+,Cm3+,[19.15128048],[0.25 0.25 0.5 ]
Na1+,K1+,Y3+,[19.15075341],[0.25 0.25 0.5 ]
Ca2+,Fe3+,Y3+,[19.14828787],[0.25 0.25 0.5 ]
Na1+,Sc3+,Te2+,[19.14792981],[0.25 0.25 0.5 ]
Na1+,K1+,Ce3+,[19.14177459],[0.25 0.25 0.5 ]
Na1+,Rb1+,Pb2+,[19.13511549],[0.25 0.25 0.5 ]
Li1+,Sb3+,Te2+,[19.13426642],[0.25 0.25 0.5 ]
Be2+,Ti4+,Po2+,[19.13305009],[0.25 0.25 0.5 ]
K1+,Cu2+,Zr4+,[19.13197413],[0.25 0.25 0.5 ]
Na1+,Mg2+,Sn2+,[19.12934797],[0.25 0.25 0.5 ]
Na1+,Sr2+,Sm3+,[19.12616849],[0.25 0.25 0.5 ]
Li1+,K1+,Pr3+,[19.12073518],[0.25 0.25 0.5 ]
Li1+,Ni2+,Te2+,[19.12062703],[0.25 0.25 0.5 ]
Li1+,Be2+,Sc3+,[19.12014103],[0.25 0.25 0.5 ]
Na1+,La3+,Yb3+,[19.11866161],[0.25 0.25 0.5 ]
Li1+,Zn2+,Ho3+,[19.11600924],[0.25 0.25 0.5 ]
Li1+,Fe3+,Y3+,[19.11580986],[0.25 0.25 0.5 ]
Na1+,Cd2+,Ba2+,[19.11250578],[0.25 0.25 0.5 ]
Li1+,Cs1+,Tl1+,[19.11207449],[0.25 0.25 0.5 ]
Na1+,Ga3+,In3+,[19.10684442],[0.25 0.25 0.5 ]
Na1+,Te2+,Po2+,[19.10607814],[0.25 0.25 0.5 ]
Mg2+,Ca2+,Nd3+,[19.10309536],[0.25 0.25 0.5 ]
Al3+,Rb1+,Sm3+,[19.10255509],[0.25 0.25 0.5 ]
Be2+,Ba2+,Ce3+,[19.10154912],[0.25 0.25 0.5 ]
Li1+,Ca2+,Cd2+,[19.10049025],[0.25 0.25 0.5 ]
Al3+,Rb1+,Cd2+,[19.10010301],[0.25 0.25 0.5 ]
Li1+,K1+,Tl1+,[19.09897207],[0.25 0.25 0.5 ]
Ga3+,Y3+,Ra2+,[19.09799885],[0.25 0.25 0.5 ]
K1+,Rb1+,Nb5+,[19.09766537],[0.25 0.25 0.5 ]
Mg2+,Rb1+,Tb3+,[19.09508531],[0.25 0.25 0.5 ]
Mg2+,Co3+,Fr1+,[19.08766877],[0.25 0.25 0.5 ]
K1+,Mn2+,Sm3+,[19.08599247],[0.25 0.25 0.5 ]
Li1+,Ga3+,Sn2+,[19.08572723],[0.25 0.25 0.5 ]
Na1+,Rb1+,Tl1+,[19.08528165],[0.25 0.25 0.5 ]
Li1+,Cr3+,In3+,[19.0840099],[0.25 0.25 0.5 ]
Li1+,Y3+,La3+,[19.08373792],[0.25 0.25 0.5 ]
Al3+,Ca2+,Ho3+,[19.08248525],[0.25 0.25 0.5 ]
Li1+,Y3+,Pm3+,[19.08070539],[0.25 0.25 0.5 ]
Na1+,Al3+,Mn2+,[19.08056782],[0.25 0.25 0.5 ]
Na1+,Ca2+,Nd3+,[19.0783505],[0.25 0.25 0.5 ]
Li1+,Na1+,Yb3+,[19.07690273],[0.25 0.25 0.5 ]
Be2+,Ca2+,Ba2+,[19.07461506],[0.25 0.25 0.5 ]
Li1+,Mn2+,Gd3+,[19.07401291],[0.25 0.25 0.5 ]
K1+,Mn2+,Ce3+,[19.07338998],[0.25 0.25 0.5 ]
Rb1+,Cd2+,Ba2+,[19.07335629],[0.25 0.25 0.5 ]
Ti4+,Ba2+,Ra2+,[19.06996333],[0.25 0.25 0.5 ]
Mg2+,K1+,Eu3+,[19.06652052],[0.25 0.25 0.5 ]
Li1+,Zn2+,Cd2+,[19.06533655],[0.25 0.25 0.5 ]
Be2+,Cr3+,Fr1+,[19.06259318],[0.25 0.25 0.5 ]
Na1+,K1+,Ag1+,[19.06168953],[0.25 0.25 0.5 ]
Na1+,Yb3+,Fr1+,[19.06158408],[0.25 0.25 0.5 ]
Li1+,K1+,Yb3+,[19.05992524],[0.25 0.25 0.5 ]
K1+,Ca2+,Tm3+,[19.05840579],[0.25 0.25 0.5 ]
Li1+,Sc3+,Bi3+,[19.05771369],[0.25 0.25 0.5 ]
Y3+,Eu3+,Fr1+,[19.05414331],[0.25 0.25 0.5 ]
Al3+,K1+,Pm3+,[19.05332181],[0.25 0.25 0.5 ]
Na1+,Cs1+,Gd3+,[19.05253319],[0.25 0.25 0.5 ]
K1+,Ca2+,Rh3+,[19.05238999],[0.25 0.25 0.5 ]
Ga3+,Ag1+,Np5+,[19.04894021],[0.25 0.25 0.5 ]
Na1+,Al3+,Lu3+,[19.04697683],[0.25 0.25 0.5 ]
Na1+,Cu2+,Pr3+,[19.0452472],[0.25 0.25 0.5 ]
Be2+,Zn2+,Ba2+,[19.03958351],[0.25 0.25 0.5 ]
Ca2+,Zr4+,Fr1+,[19.0391141],[0.25 0.25 0.5 ]
Na1+,Pm3+,Yb3+,[19.03827199],[0.25 0.25 0.5 ]
Na1+,Mn2+,Nd3+,[19.03763796],[0.25 0.25 0.5 ]
Na1+,Fe3+,Zn2+,[19.03577035],[0.25 0.25 0.5 ]
Be2+,Mg2+,Nd3+,[19.03446356],[0.25 0.25 0.5 ]
Mg2+,Cu2+,Cs1+,[19.03277982],[0.25 0.25 0.5 ]
K1+,Lu3+,Fr1+,[19.03082192],[0.25 0.25 0.5 ]
Li1+,Cs1+,Pb2+,[19.02937329],[0.25 0.25 0.5 ]
Mg2+,Er3+,Ra2+,[19.02806339],[0.25 0.25 0.5 ]
Li1+,Pr3+,Pm3+,[19.02646255],[0.25 0.25 0.5 ]
K1+,Y3+,In3+,[19.02490742],[0.25 0.25 0.5 ]
Na1+,Cs1+,Nd3+,[19.02480889],[0.25 0.25 0.5 ]
Al3+,Cs1+,Sm3+,[19.02376367],[0.25 0.25 0.5 ]
Li1+,Co3+,Eu3+,[19.01671209],[0.25 0.25 0.5 ]
K1+,Ba2+,Nd3+,[19.0162702],[0.25 0.25 0.5 ]
Be2+,Mg2+,Tb3+,[19.01466554],[0.25 0.25 0.5 ]
Ca2+,Mn2+,Cs1+,[19.01256982],[0.25 0.25 0.5 ]
Na1+,Ca2+,Ag1+,[19.01075415],[0.25 0.25 0.5 ]
Al3+,K1+,Ho3+,[19.01043167],[0.25 0.25 0.5 ]
K1+,Cd2+,Nd3+,[19.00346586],[0.25 0.25 0.5 ]
Li1+,In3+,Cs1+,[18.99484575],[0.25 0.25 0.5 ]
Li1+,Al3+,In3+,[18.99387848],[0.25 0.25 0.5 ]
Li1+,Te2+,Er3+,[18.9931899],[0.25 0.25 0.5 ]
K1+,Rb1+,Bk3+,[18.99300183],[0.25 0.25 0.5 ]
Mo4+,Ag1+,Np5+,[18.99063408],[0.25 0.25 0.5 ]
K1+,Rb1+,Zr4+,[18.99011644],[0.25 0.25 0.5 ]
Mg2+,Rb1+,Eu3+,[18.98895811],[0.25 0.25 0.5 ]
Li1+,Co3+,Te2+,[18.98520861],[0.25 0.25 0.5 ]
Be2+,Ca2+,Co3+,[18.982929],[0.25 0.25 0.5 ]
Al3+,Cd2+,Fr1+,[18.98065041],[0.25 0.25 0.5 ]
Li1+,Zr4+,Cd2+,[18.97753036],[0.25 0.25 0.5 ]
Li1+,Cu2+,Sn2+,[18.97653003],[0.25 0.25 0.5 ]
Al3+,Rb1+,Ra2+,[18.97282907],[0.25 0.25 0.5 ]
Mg2+,Ca2+,In3+,[18.97269796],[0.25 0.25 0.5 ]
Na1+,Te2+,Ce3+,[18.97176428],[0.25 0.25 0.5 ]
Li1+,Eu3+,Tm3+,[18.97078838],[0.25 0.25 0.5 ]
Na1+,Mg2+,Dy3+,[18.97078179],[0.25 0.25 0.5 ]
Li1+,Ba2+,Yb3+,[18.96949022],[0.25 0.25 0.5 ]
Na1+,Sr2+,Tc4+,[18.96703145],[0.25 0.25 0.5 ]
Li1+,Ba2+,Tl1+,[18.96576943],[0.25 0.25 0.5 ]
Be2+,Ca2+,Ga3+,[18.96539833],[0.25 0.25 0.5 ]
Ga3+,Eu3+,Ra2+,[18.96209506],[0.25 0.25 0.5 ]
K1+,Ho3+,Fr1+,[18.96205049],[0.25 0.25 0.5 ]
Sc3+,Sr2+,Ag1+,[18.96129286],[0.25 0.25 0.5 ]
Al3+,Sr2+,Cs1+,[18.95697744],[0.25 0.25 0.5 ]
Mg2+,Pr3+,Fr1+,[18.95638311],[0.25 0.25 0.5 ]
Zn2+,Rb1+,Fr1+,[18.95524198],[0.25 0.25 0.5 ]
Na1+,Pr3+,Nd3+,[18.95299279],[0.25 0.25 0.5 ]
Ca2+,Sr2+,Tm3+,[18.94884025],[0.25 0.25 0.5 ]
Na1+,Ca2+,Ho3+,[18.94825734],[0.25 0.25 0.5 ]
Be2+,Na1+,Ag1+,[18.94249388],[0.25 0.25 0.5 ]
Na1+,Zr4+,In3+,[18.93691845],[0.25 0.25 0.5 ]
Na1+,Cs1+,Pm3+,[18.93289012],[0.25 0.25 0.5 ]
Na1+,Ti4+,In3+,[18.93045287],[0.25 0.25 0.5 ]
Ca2+,Sc3+,Tb3+,[18.92756055],[0.25 0.25 0.5 ]
Al3+,Cs1+,Tm3+,[18.9254499],[0.25 0.25 0.5 ]
Li1+,K1+,Pb2+,[18.92161081],[0.25 0.25 0.5 ]
Na1+,Sr2+,In3+,[18.91791402],[0.25 0.25 0.5 ]
Li1+,Ce3+,Gd3+,[18.91436531],[0.25 0.25 0.5 ]
Li1+,Al3+,Sn2+,[18.91360981],[0.25 0.25 0.5 ]
Ti4+,La3+,Ra2+,[18.91295332],[0.25 0.25 0.5 ]
Be2+,Co3+,Cs1+,[18.9128407],[0.25 0.25 0.5 ]
Li1+,Co3+,Pm3+,[18.91036272],[0.25 0.25 0.5 ]
Al3+,Sr2+,Cd2+,[18.90950212],[0.25 0.25 0.5 ]
K1+,Mn2+,Te2+,[18.90917628],[0.25 0.25 0.5 ]
Na1+,In3+,Sb3+,[18.90914968],[0.25 0.25 0.5 ]
Li1+,In3+,Sb3+,[18.90189221],[0.25 0.25 0.5 ]
Li1+,Ba2+,Ra2+,[18.90166261],[0.25 0.25 0.5 ]
Mg2+,Yb3+,Fr1+,[18.89300235],[0.25 0.25 0.5 ]
Be2+,Rb1+,Y3+,[18.8927439],[0.25 0.25 0.5 ]
Na1+,Zn2+,Cd2+,[18.88960645],[0.25 0.25 0.5 ]
Be2+,Na1+,Sr2+,[18.88857952],[0.25 0.25 0.5 ]
Ca2+,Sr2+,Pd4+,[18.88797711],[0.25 0.25 0.5 ]
Li1+,Eu3+,Lu3+,[18.88736298],[0.25 0.25 0.5 ]
Mg2+,K1+,Y3+,[18.88444006],[0.25 0.25 0.5 ]
Na1+,Zn2+,Sn2+,[18.88434534],[0.25 0.25 0.5 ]
Na1+,In3+,Cs1+,[18.88356963],[0.25 0.25 0.5 ]
K1+,Cs1+,Eu3+,[18.88294864],[0.25 0.25 0.5 ]
Li1+,Cd2+,Sn2+,[18.88201484],[0.25 0.25 0.5 ]
Ca2+,Tb3+,Yb3+,[18.88078734],[0.25 0.25 0.5 ]
Na1+,Sn2+,Te2+,[18.87852673],[0.25 0.25 0.5 ]
Mg2+,Ca2+,Cd2+,[18.87848536],[0.25 0.25 0.5 ]
Be2+,K1+,Cu2+,[18.87730838],[0.25 0.25 0.5 ]
Be2+,Ba2+,Er3+,[18.87592413],[0.25 0.25 0.5 ]
Mg2+,Ba2+,Pb2+,[18.87543803],[0.25 0.25 0.5 ]
Li1+,Sc3+,Nd3+,[18.87516959],[0.25 0.25 0.5 ]
Be2+,Cu2+,Ba2+,[18.87354188],[0.25 0.25 0.5 ]
Li1+,Tl1+,Fr1+,[18.872649],[0.25 0.25 0.5 ]
Li1+,In3+,Ba2+,[18.87129938],[0.25 0.25 0.5 ]
Ca2+,Rb1+,Te2+,[18.86851817],[0.25 0.25 0.5 ]
Li1+,Gd3+,Tb3+,[18.86828006],[0.25 0.25 0.5 ]
Li1+,Pd4+,Fr1+,[18.86821097],[0.25 0.25 0.5 ]
Al3+,Cd2+,Cs1+,[18.86719458],[0.25 0.25 0.5 ]
Mg2+,Sc3+,Fe3+,[18.86197438],[0.25 0.25 0.5 ]
Li1+,Sc3+,In3+,[18.86155322],[0.25 0.25 0.5 ]
Ca2+,Sn2+,Cs1+,[18.86077696],[0.25 0.25 0.5 ]
Al3+,Rb1+,Pr3+,[18.85649514],[0.25 0.25 0.5 ]
Li1+,Mn2+,Nb5+,[18.85633011],[0.25 0.25 0.5 ]
Al3+,Ca2+,Dy3+,[18.85600848],[0.25 0.25 0.5 ]
Mg2+,K1+,Tb3+,[18.85304075],[0.25 0.25 0.5 ]
Mg2+,Ca2+,Sm3+,[18.85263252],[0.25 0.25 0.5 ]
K1+,V5+,Ga3+,[18.85230072],[0.25 0.25 0.5 ]
Na1+,Mn2+,Ba2+,[18.85170627],[0.25 0.25 0.5 ]
Be2+,Sc3+,Tm3+,[18.85003447],[0.25 0.25 0.5 ]
Na1+,Zr4+,Fr1+,[18.8483148],[0.25 0.25 0.5 ]
Na1+,Co3+,Ce3+,[18.8470767],[0.25 0.25 0.5 ]
Be2+,Mg2+,Ag1+,[18.84594401],[0.25 0.25 0.5 ]
Na1+,Ti4+,Ac3+,[18.84533821],[0.25 0.25 0.5 ]
Li1+,Ti4+,Ag1+,[18.84520214],[0.25 0.25 0.5 ]
K1+,Cs1+,Nd3+,[18.84491458],[0.25 0.25 0.5 ]
Na1+,Rb1+,In3+,[18.84067626],[0.25 0.25 0.5 ]
Na1+,Ti4+,Sb3+,[18.84042261],[0.25 0.25 0.5 ]
Be2+,Ca2+,Sm3+,[18.83987658],[0.25 0.25 0.5 ]
Li1+,Mg2+,Lu3+,[18.834187],[0.25 0.25 0.5 ]
Mg2+,Eu3+,Po2+,[18.8332399],[0.25 0.25 0.5 ]
Mg2+,Ni2+,Fr1+,[18.83321306],[0.25 0.25 0.5 ]
Mg2+,Ag1+,Fr1+,[18.8319705],[0.25 0.25 0.5 ]
Rb1+,Sr2+,In3+,[18.82918045],[0.25 0.25 0.5 ]
Na1+,Al3+,Dy3+,[18.82796108],[0.25 0.25 0.5 ]
Mg2+,Sr2+,Gd3+,[18.82790002],[0.25 0.25 0.5 ]
Na1+,Y3+,Ag1+,[18.82585211],[0.25 0.25 0.5 ]
Li1+,La3+,Gd3+,[18.82575656],[0.25 0.25 0.5 ]
Li1+,Ti4+,Bi3+,[18.822585],[0.25 0.25 0.5 ]
Na1+,Zn2+,Dy3+,[18.8166524],[0.25 0.25 0.5 ]
Na1+,Sr2+,Ag1+,[18.81591262],[0.25 0.25 0.5 ]
K1+,Eu3+,Lu3+,[18.81465838],[0.25 0.25 0.5 ]
Rb1+,Cs1+,Pr3+,[18.81345793],[0.25 0.25 0.5 ]
K1+,Cd2+,La3+,[18.81315727],[0.25 0.25 0.5 ]
Li1+,V5+,Zn2+,[18.81134623],[0.25 0.25 0.5 ]
Al3+,Cs1+,Pm3+,[18.8089425],[0.25 0.25 0.5 ]
Ca2+,Sr2+,Gd3+,[18.80484716],[0.25 0.25 0.5 ]
Ca2+,Dy3+,Ra2+,[18.80416515],[0.25 0.25 0.5 ]
Mg2+,Sr2+,Sn2+,[18.79269511],[0.25 0.25 0.5 ]
Na1+,Pm3+,Eu3+,[18.78704558],[0.25 0.25 0.5 ]
Li1+,Rb1+,Po2+,[18.78684411],[0.25 0.25 0.5 ]
Na1+,Sc3+,Fe3+,[18.7836099],[0.25 0.25 0.5 ]
Ca2+,Tb3+,Ra2+,[18.78272643],[0.25 0.25 0.5 ]
Li1+,Te2+,Lu3+,[18.78133364],[0.25 0.25 0.5 ]
Na1+,Mg2+,Tl1+,[18.7782658],[0.25 0.25 0.5 ]
Ca2+,Cs1+,Am3+,[18.77767289],[0.25 0.25 0.5 ]
Be2+,Ca2+,Ag1+,[18.77670346],[0.25 0.25 0.5 ]
Ca2+,Rb1+,In3+,[18.77065061],[0.25 0.25 0.5 ]
Na1+,Sc3+,Sn2+,[18.76898783],[0.25 0.25 0.5 ]
Li1+,Sc3+,Ga3+,[18.76882963],[0.25 0.25 0.5 ]
Li1+,Rh3+,Ba2+,[18.76824468],[0.25 0.25 0.5 ]
Li1+,Eu3+,Ho3+,[18.76798005],[0.25 0.25 0.5 ]
K1+,Eu3+,Er3+,[18.76763686],[0.25 0.25 0.5 ]
Na1+,K1+,Cr3+,[18.76617818],[0.25 0.25 0.5 ]
Li1+,Nb5+,In3+,[18.76526324],[0.25 0.25 0.5 ]
Al3+,Ca2+,Er3+,[18.76375878],[0.25 0.25 0.5 ]
Na1+,Ga3+,Fr1+,[18.76325646],[0.25 0.25 0.5 ]
Na1+,Pr3+,Po2+,[18.75985829],[0.25 0.25 0.5 ]
Be2+,Sc3+,Tb3+,[18.75854016],[0.25 0.25 0.5 ]
Li1+,V5+,In3+,[18.75798215],[0.25 0.25 0.5 ]
K1+,Y3+,Eu3+,[18.7577399],[0.25 0.25 0.5 ]
Na1+,Rb1+,Pm3+,[18.75720142],[0.25 0.25 0.5 ]
K1+,Cs1+,Pm3+,[18.75709946],[0.25 0.25 0.5 ]
Na1+,Fe3+,Sm3+,[18.75674007],[0.25 0.25 0.5 ]
Al3+,Fe3+,Fr1+,[18.75530038],[0.25 0.25 0.5 ]
Al3+,Rb1+,Pm3+,[18.75378405],[0.25 0.25 0.5 ]
Li1+,Sr2+,Yb3+,[18.75357704],[0.25 0.25 0.5 ]
K1+,Cr3+,In3+,[18.75341996],[0.25 0.25 0.5 ]
Na1+,Cr3+,In3+,[18.75293017],[0.25 0.25 0.5 ]
Li1+,Ba2+,Po2+,[18.75286719],[0.25 0.25 0.5 ]
Be2+,K1+,Cd2+,[18.75261527],[0.25 0.25 0.5 ]
Al3+,Cs1+,Tb3+,[18.75196519],[0.25 0.25 0.5 ]
Be2+,Ca2+,Gd3+,[18.74690117],[0.25 0.25 0.5 ]
Al3+,Ag1+,Cs1+,[18.74514202],[0.25 0.25 0.5 ]
Li1+,Fr1+,Ac3+,[18.74424703],[0.25 0.25 0.5 ]
K1+,Sr2+,Eu3+,[18.74278921],[0.25 0.25 0.5 ]
Be2+,Sr2+,Ag1+,[18.74187505],[0.25 0.25 0.5 ]
Li1+,Mg2+,Er3+,[18.74158834],[0.25 0.25 0.5 ]
Li1+,Pm3+,Gd3+,[18.73583053],[0.25 0.25 0.5 ]
Li1+,Pr3+,Nd3+,[18.73182229],[0.25 0.25 0.5 ]
Rb1+,Sr2+,Ru3+,[18.73125859],[0.25 0.25 0.5 ]
Na1+,Nd3+,Eu3+,[18.73105752],[0.25 0.25 0.5 ]
Rb1+,Sr2+,Gd3+,[18.72567802],[0.25 0.25 0.5 ]
Li1+,Pr3+,Ho3+,[18.72485117],[0.25 0.25 0.5 ]
Rb1+,Gd3+,Ra2+,[18.7233274],[0.25 0.25 0.5 ]
Li1+,Zr4+,Po2+,[18.72221715],[0.25 0.25 0.5 ]
Li1+,Sc3+,Yb3+,[18.72154395],[0.25 0.25 0.5 ]
Mg2+,La3+,Fr1+,[18.71925263],[0.25 0.25 0.5 ]
Li1+,Ca2+,Zr4+,[18.71911805],[0.25 0.25 0.5 ]
Li1+,Mn2+,Sb3+,[18.71901528],[0.25 0.25 0.5 ]
Be2+,Na1+,Cu2+,[18.71730337],[0.25 0.25 0.5 ]
Mg2+,Mn2+,Ag1+,[18.71687378],[0.25 0.25 0.5 ]
K1+,Ti4+,In3+,[18.71674477],[0.25 0.25 0.5 ]
Li1+,Sr2+,Sn2+,[18.71534717],[0.25 0.25 0.5 ]
Na1+,Al3+,Ce3+,[18.7148166],[0.25 0.25 0.5 ]
Mg2+,Rb1+,Dy3+,[18.7098192],[0.25 0.25 0.5 ]
Na1+,Cr3+,Ga3+,[18.70711095],[0.25 0.25 0.5 ]
