material1,material2,material3,pred_temp,weights
Ga3+,Tb3+,Yb3+,[5.67124387],[0.25 0.25 0.5 ]
Cr3+,Ho3+,Er3+,[5.67106571],[0.25 0.25 0.5 ]
Ba2+,Eu3+,W6+,[5.67098811],[0.25 0.25 0.5 ]
K1+,Ni2+,Au3+,[5.67098725],[0.25 0.25 0.5 ]
Cr3+,Nb5+,Tb3+,[5.67085328],[0.25 0.25 0.5 ]
Co3+,Sr2+,Tb3+,[5.67083672],[0.25 0.25 0.5 ]
Nd3+,Ta5+,Pt2+,[5.67066086],[0.25 0.25 0.5 ]
Cs1+,Ce3+,Pb2+,[5.6704431],[0.25 0.25 0.5 ]
Cu2+,Ba2+,Pr3+,[5.67038203],[0.25 0.25 0.5 ]
Cs1+,Os4+,Pb2+,[5.67034102],[0.25 0.25 0.5 ]
Co3+,Ni2+,Er3+,[5.6701863],[0.25 0.25 0.5 ]
Sc3+,Tb3+,Ta5+,[5.67012604],[0.25 0.25 0.5 ]
Ru3+,Ag1+,Ta5+,[5.67001284],[0.25 0.25 0.5 ]
Yb3+,W6+,Th4+,[5.66973742],[0.25 0.25 0.5 ]
Rb1+,Sb3+,Cs1+,[5.66971692],[0.25 0.25 0.5 ]
Cr3+,Cu2+,Pm3+,[5.66967355],[0.25 0.25 0.5 ]
Cs1+,Bi3+,Cm3+,[5.66963276],[0.25 0.25 0.5 ]
Tc4+,Cs1+,Cm3+,[5.669529],[0.25 0.25 0.5 ]
Be2+,Ho3+,Lu3+,[5.66950149],[0.25 0.25 0.5 ]
Al3+,Cr3+,Rh3+,[5.66942023],[0.25 0.25 0.5 ]
Cr3+,Sm3+,Yb3+,[5.66938732],[0.25 0.25 0.5 ]
Ti4+,Cu2+,Pm3+,[5.669308],[0.25 0.25 0.5 ]
Tm3+,Yb3+,W6+,[5.66909999],[0.25 0.25 0.5 ]
Ho3+,Yb3+,W6+,[5.66891052],[0.25 0.25 0.5 ]
Cd2+,Er3+,Re4+,[5.66863498],[0.25 0.25 0.5 ]
Fe3+,Cs1+,Ir3+,[5.66837748],[0.25 0.25 0.5 ]
Te2+,La3+,Ra2+,[5.66812386],[0.25 0.25 0.5 ]
Tb3+,Lu3+,Am3+,[5.66802962],[0.25 0.25 0.5 ]
Pr3+,Er3+,W6+,[5.66791622],[0.25 0.25 0.5 ]
Zn2+,Y3+,Nd3+,[5.66773408],[0.25 0.25 0.5 ]
Ga3+,Pm3+,Tb3+,[5.66766832],[0.25 0.25 0.5 ]
Sc3+,Tc4+,Eu3+,[5.66743049],[0.25 0.25 0.5 ]
Cu2+,Zn2+,Sm3+,[5.66739599],[0.25 0.25 0.5 ]
Mg2+,Ba2+,Am3+,[5.66725607],[0.25 0.25 0.5 ]
Rh3+,Eu3+,Ra2+,[5.66711786],[0.25 0.25 0.5 ]
Rb1+,Nb5+,Hg1+,[5.66699964],[0.25 0.25 0.5 ]
Mo4+,Tb3+,Ta5+,[5.66690456],[0.25 0.25 0.5 ]
Fe3+,Tb3+,W6+,[5.66677785],[0.25 0.25 0.5 ]
Sm3+,Dy3+,Tm3+,[5.66669363],[0.25 0.25 0.5 ]
Mo4+,Gd3+,Ta5+,[5.66664442],[0.25 0.25 0.5 ]
Ga3+,Sn2+,Sm3+,[5.66663205],[0.25 0.25 0.5 ]
Be2+,Ru3+,In3+,[5.66655488],[0.25 0.25 0.5 ]
Lu3+,Os4+,Bk3+,[5.66651159],[0.25 0.25 0.5 ]
K1+,Ho3+,W6+,[5.66643224],[0.25 0.25 0.5 ]
Zr4+,Mo4+,Tc4+,[5.66639686],[0.25 0.25 0.5 ]
K1+,Sc3+,Bk3+,[5.66622038],[0.25 0.25 0.5 ]
Ga3+,Cs1+,Os4+,[5.66591327],[0.25 0.25 0.5 ]
Cd2+,Ce3+,Ra2+,[5.66562026],[0.25 0.25 0.5 ]
Nb5+,In3+,Tm3+,[5.66551145],[0.25 0.25 0.5 ]
Ti4+,Mo4+,Er3+,[5.66540195],[0.25 0.25 0.5 ]
Mg2+,Dy3+,Er3+,[5.66533488],[0.25 0.25 0.5 ]
Cr3+,Cs1+,Ir3+,[5.66531522],[0.25 0.25 0.5 ]
Nb5+,Cs1+,Sm3+,[5.66510314],[0.25 0.25 0.5 ]
Pd4+,Fr1+,Pa5+,[5.66502232],[0.25 0.25 0.5 ]
Ce3+,Th4+,Am3+,[5.66493868],[0.25 0.25 0.5 ]
Ag1+,Sn2+,Ba2+,[5.66484069],[0.25 0.25 0.5 ]
Ga3+,Pr3+,Gd3+,[5.66472007],[0.25 0.25 0.5 ]
K1+,Re4+,Hg1+,[5.66459051],[0.25 0.25 0.5 ]
Be2+,Mo4+,La3+,[5.6644485],[0.25 0.25 0.5 ]
Sb3+,Cs1+,Am3+,[5.6643686],[0.25 0.25 0.5 ]
Yb3+,W6+,Pa5+,[5.66432674],[0.25 0.25 0.5 ]
Ca2+,Ba2+,Hg1+,[5.66394733],[0.25 0.25 0.5 ]
Ti4+,Ni2+,Yb3+,[5.66379069],[0.25 0.25 0.5 ]
V5+,Tb3+,Er3+,[5.66364372],[0.25 0.25 0.5 ]
V5+,Ru3+,Yb3+,[5.66362582],[0.25 0.25 0.5 ]
Zn2+,Sr2+,Er3+,[5.66353619],[0.25 0.25 0.5 ]
Fe3+,Co3+,Gd3+,[5.66347051],[0.25 0.25 0.5 ]
Zr4+,Tb3+,W6+,[5.6634175],[0.25 0.25 0.5 ]
Sc3+,Zn2+,Gd3+,[5.6634044],[0.25 0.25 0.5 ]
Sn2+,Sm3+,W6+,[5.66332434],[0.25 0.25 0.5 ]
Al3+,Nb5+,Er3+,[5.66310487],[0.25 0.25 0.5 ]
Cu2+,Fr1+,Th4+,[5.66293778],[0.25 0.25 0.5 ]
Cs1+,Gd3+,U6+,[5.66281448],[0.25 0.25 0.5 ]
Cr3+,Sb3+,Tm3+,[5.66263049],[0.25 0.25 0.5 ]
Cr3+,Co3+,Tm3+,[5.66250531],[0.25 0.25 0.5 ]
V5+,Mn2+,Nb5+,[5.66216937],[0.25 0.25 0.5 ]
Rb1+,Nd3+,Hg1+,[5.66206758],[0.25 0.25 0.5 ]
Zr4+,Ru3+,Os4+,[5.66197136],[0.25 0.25 0.5 ]
Gd3+,Os4+,Hg1+,[5.66195176],[0.25 0.25 0.5 ]
Ti4+,Zn2+,Zr4+,[5.66194101],[0.25 0.25 0.5 ]
Be2+,Ga3+,Mo4+,[5.66191308],[0.25 0.25 0.5 ]
Sc3+,Sm3+,W6+,[5.66183324],[0.25 0.25 0.5 ]
Al3+,Ru3+,Gd3+,[5.66177446],[0.25 0.25 0.5 ]
Mo4+,Te2+,Tb3+,[5.66151546],[0.25 0.25 0.5 ]
Sm3+,Ta5+,Hg1+,[5.66141891],[0.25 0.25 0.5 ]
Cr3+,Y3+,Cd2+,[5.66117715],[0.25 0.25 0.5 ]
Zn2+,Fr1+,Cm3+,[5.66107015],[0.25 0.25 0.5 ]
Rb1+,Sn2+,Lu3+,[5.66099939],[0.25 0.25 0.5 ]
V5+,Cu2+,Yb3+,[5.66084312],[0.25 0.25 0.5 ]
Mn2+,Ru3+,Gd3+,[5.66076626],[0.25 0.25 0.5 ]
In3+,Pm3+,Ra2+,[5.66073997],[0.25 0.25 0.5 ]
Cr3+,Y3+,Tm3+,[5.66058702],[0.25 0.25 0.5 ]
Rb1+,Dy3+,Re4+,[5.660529],[0.25 0.25 0.5 ]
Rb1+,Tb3+,Re4+,[5.660529],[0.25 0.25 0.5 ]
Zr4+,Nb5+,Ag1+,[5.66045499],[0.25 0.25 0.5 ]
Ho3+,Lu3+,Ac3+,[5.66043222],[0.25 0.25 0.5 ]
Sm3+,Au3+,Fr1+,[5.66028778],[0.25 0.25 0.5 ]
Sr2+,Ho3+,Am3+,[5.66005814],[0.25 0.25 0.5 ]
Sr2+,Tm3+,Am3+,[5.66005814],[0.25 0.25 0.5 ]
Mn2+,Rb1+,Lu3+,[5.66001236],[0.25 0.25 0.5 ]
Sc3+,Te2+,Tb3+,[5.65988621],[0.25 0.25 0.5 ]
K1+,Lu3+,Bi3+,[5.65987179],[0.25 0.25 0.5 ]
Al3+,Ho3+,Hf4+,[5.65970741],[0.25 0.25 0.5 ]
Na1+,K1+,Er3+,[5.65954098],[0.25 0.25 0.5 ]
Rb1+,In3+,Ac3+,[5.6594937],[0.25 0.25 0.5 ]
Be2+,Nb5+,Cs1+,[5.65942792],[0.25 0.25 0.5 ]
Be2+,Ni2+,Cd2+,[5.65941105],[0.25 0.25 0.5 ]
V5+,Tc4+,Tb3+,[5.65921674],[0.25 0.25 0.5 ]
Ca2+,Rb1+,Pu4+,[5.65904562],[0.25 0.25 0.5 ]
Gd3+,Ta5+,Th4+,[5.6588976],[0.25 0.25 0.5 ]
Ni2+,Re4+,Fr1+,[5.65889647],[0.25 0.25 0.5 ]
Ba2+,Sm3+,Ta5+,[5.65884577],[0.25 0.25 0.5 ]
Co3+,Ba2+,Tb3+,[5.65878017],[0.25 0.25 0.5 ]
Fe3+,Mo4+,Ru3+,[5.65876049],[0.25 0.25 0.5 ]
Cs1+,Er3+,Cm3+,[5.65862747],[0.25 0.25 0.5 ]
Sc3+,Yb3+,Bk3+,[5.65850428],[0.25 0.25 0.5 ]
Sc3+,Tc4+,Yb3+,[5.65824029],[0.25 0.25 0.5 ]
Ni2+,Sm3+,Tb3+,[5.65821999],[0.25 0.25 0.5 ]
Rb1+,Ru3+,Cm3+,[5.65805531],[0.25 0.25 0.5 ]
Fe3+,Ga3+,Zr4+,[5.65801502],[0.25 0.25 0.5 ]
Fe3+,Nb5+,Sb3+,[5.65782477],[0.25 0.25 0.5 ]
Pm3+,Os4+,Fr1+,[5.65771018],[0.25 0.25 0.5 ]
Cr3+,Dy3+,Ra2+,[5.65767895],[0.25 0.25 0.5 ]
Sr2+,Pb2+,Ac3+,[5.65759057],[0.25 0.25 0.5 ]
Er3+,Yb3+,W6+,[5.65741462],[0.25 0.25 0.5 ]
K1+,La3+,Pb2+,[5.65730966],[0.25 0.25 0.5 ]
Pt2+,Tl1+,Fr1+,[5.65724789],[0.25 0.25 0.5 ]
Cs1+,Sm3+,W6+,[5.65718414],[0.25 0.25 0.5 ]
K1+,Hf4+,Os4+,[5.65686954],[0.25 0.25 0.5 ]
Co3+,Ni2+,Dy3+,[5.65678107],[0.25 0.25 0.5 ]
Ni2+,Tc4+,Ho3+,[5.65668132],[0.25 0.25 0.5 ]
Cr3+,Pm3+,Eu3+,[5.65661177],[0.25 0.25 0.5 ]
Cu2+,Er3+,Ta5+,[5.65655022],[0.25 0.25 0.5 ]
Pm3+,Eu3+,Gd3+,[5.65654708],[0.25 0.25 0.5 ]
Ti4+,Mo4+,Sn2+,[5.65647851],[0.25 0.25 0.5 ]
K1+,Cr3+,Ac3+,[5.65643501],[0.25 0.25 0.5 ]
Be2+,Cu2+,Mo4+,[5.65641455],[0.25 0.25 0.5 ]
Mo4+,Sb3+,Tb3+,[5.65628468],[0.25 0.25 0.5 ]
Nb5+,Ag1+,Ta5+,[5.65604239],[0.25 0.25 0.5 ]
Be2+,Fe3+,Lu3+,[5.6560258],[0.25 0.25 0.5 ]
Cr3+,Rh3+,Dy3+,[5.65597684],[0.25 0.25 0.5 ]
Al3+,Ho3+,Er3+,[5.65579735],[0.25 0.25 0.5 ]
Rb1+,Tm3+,Th4+,[5.65565199],[0.25 0.25 0.5 ]
Fe3+,Pr3+,Ra2+,[5.65561031],[0.25 0.25 0.5 ]
Fe3+,Gd3+,Ra2+,[5.65558834],[0.25 0.25 0.5 ]
Tc4+,Eu3+,Ra2+,[5.65548405],[0.25 0.25 0.5 ]
Ca2+,Mo4+,Rh3+,[5.65541276],[0.25 0.25 0.5 ]
Fe3+,Ir3+,Fr1+,[5.6553238],[0.25 0.25 0.5 ]
Tc4+,Fr1+,Pa5+,[5.65532244],[0.25 0.25 0.5 ]
Cr3+,Ag1+,Am3+,[5.65421041],[0.25 0.25 0.5 ]
Zr4+,Tc4+,Ra2+,[5.65419169],[0.25 0.25 0.5 ]
K1+,Fr1+,Pa5+,[5.65416954],[0.25 0.25 0.5 ]
Sn2+,Tm3+,Re4+,[5.65402145],[0.25 0.25 0.5 ]
K1+,Nd3+,Hg1+,[5.65400234],[0.25 0.25 0.5 ]
Te2+,Cs1+,Os4+,[5.65384857],[0.25 0.25 0.5 ]
V5+,Cu2+,Pm3+,[5.65354431],[0.25 0.25 0.5 ]
Ni2+,Sm3+,Eu3+,[5.65313836],[0.25 0.25 0.5 ]
Sr2+,Zr4+,Bk3+,[5.65309819],[0.25 0.25 0.5 ]
Ba2+,Pr3+,W6+,[5.65303747],[0.25 0.25 0.5 ]
Mo4+,Pr3+,Pu4+,[5.65286878],[0.25 0.25 0.5 ]
Li1+,Rb1+,Er3+,[5.65278791],[0.25 0.25 0.5 ]
Rh3+,Cs1+,Re4+,[5.65272888],[0.25 0.25 0.5 ]
Cu2+,Rb1+,Pt2+,[5.6526648],[0.25 0.25 0.5 ]
Zr4+,Nb5+,Hg1+,[5.65263423],[0.25 0.25 0.5 ]
Sr2+,Er3+,Am3+,[5.65233499],[0.25 0.25 0.5 ]
Te2+,Pr3+,Re4+,[5.65229632],[0.25 0.25 0.5 ]
Co3+,Tc4+,Yb3+,[5.65221155],[0.25 0.25 0.5 ]
Ca2+,Ni2+,Sn2+,[5.65212271],[0.25 0.25 0.5 ]
Mn2+,Sr2+,Os4+,[5.65176324],[0.25 0.25 0.5 ]
Os4+,Ir3+,Ac3+,[5.65159835],[0.25 0.25 0.5 ]
Zr4+,Pd4+,Ho3+,[5.65158522],[0.25 0.25 0.5 ]
Ga3+,Rh3+,Ba2+,[5.65154393],[0.25 0.25 0.5 ]
Gd3+,Ta5+,Hg1+,[5.65153501],[0.25 0.25 0.5 ]
Mg2+,La3+,Hf4+,[5.65134347],[0.25 0.25 0.5 ]
K1+,Sc3+,Hg1+,[5.65112729],[0.25 0.25 0.5 ]
Pd4+,Fr1+,Ac3+,[5.65110877],[0.25 0.25 0.5 ]
Sr2+,Re4+,Bk3+,[5.65110727],[0.25 0.25 0.5 ]
Co3+,Mo4+,Rh3+,[5.65093719],[0.25 0.25 0.5 ]
Ti4+,Cr3+,Lu3+,[5.65067494],[0.25 0.25 0.5 ]
Sc3+,Mn2+,Ni2+,[5.65064552],[0.25 0.25 0.5 ]
Li1+,Nd3+,Bi3+,[5.65058737],[0.25 0.25 0.5 ]
Al3+,Mo4+,Ra2+,[5.65057501],[0.25 0.25 0.5 ]
K1+,Pr3+,W6+,[5.65041402],[0.25 0.25 0.5 ]
Rb1+,Cd2+,W6+,[5.65040986],[0.25 0.25 0.5 ]
Cu2+,Zn2+,Eu3+,[5.65034117],[0.25 0.25 0.5 ]
Co3+,Sb3+,Dy3+,[5.6503149],[0.25 0.25 0.5 ]
Ni2+,Cs1+,Tl1+,[5.64992204],[0.25 0.25 0.5 ]
Dy3+,Re4+,Cm3+,[5.64986607],[0.25 0.25 0.5 ]
Cu2+,Ru3+,Ho3+,[5.64985288],[0.25 0.25 0.5 ]
Ni2+,Pr3+,Gd3+,[5.64981903],[0.25 0.25 0.5 ]
Ba2+,Os4+,Pu4+,[5.64979269],[0.25 0.25 0.5 ]
Ni2+,Y3+,Ra2+,[5.6496836],[0.25 0.25 0.5 ]
Yb3+,Os4+,Hg1+,[5.64964647],[0.25 0.25 0.5 ]
Ti4+,Ta5+,W6+,[5.64963079],[0.25 0.25 0.5 ]
Mg2+,Tc4+,Rh3+,[5.64923001],[0.25 0.25 0.5 ]
Ca2+,Cs1+,Au3+,[5.64916754],[0.25 0.25 0.5 ]
Ta5+,Ir3+,Th4+,[5.64914312],[0.25 0.25 0.5 ]
Te2+,Re4+,Ra2+,[5.64906521],[0.25 0.25 0.5 ]
Sr2+,Nb5+,Hg1+,[5.64903561],[0.25 0.25 0.5 ]
Pr3+,Nd3+,Dy3+,[5.6486883],[0.25 0.25 0.5 ]
Ga3+,La3+,Tb3+,[5.64862466],[0.25 0.25 0.5 ]
Yb3+,Lu3+,W6+,[5.64858521],[0.25 0.25 0.5 ]
Cr3+,Cs1+,Bi3+,[5.64842239],[0.25 0.25 0.5 ]
Mo4+,Hf4+,Au3+,[5.64828229],[0.25 0.25 0.5 ]
Cs1+,La3+,Th4+,[5.64818199],[0.25 0.25 0.5 ]
Ba2+,Re4+,Th4+,[5.64806539],[0.25 0.25 0.5 ]
Y3+,Cd2+,Re4+,[5.64804788],[0.25 0.25 0.5 ]
Rb1+,Ba2+,Ta5+,[5.64793278],[0.25 0.25 0.5 ]
Gd3+,W6+,Pa5+,[5.6477529],[0.25 0.25 0.5 ]
Ti4+,Co3+,Ra2+,[5.6477402],[0.25 0.25 0.5 ]
K1+,Pm3+,Os4+,[5.64768158],[0.25 0.25 0.5 ]
Ti4+,Tc4+,Eu3+,[5.64747302],[0.25 0.25 0.5 ]
V5+,Zn2+,Ra2+,[5.64738369],[0.25 0.25 0.5 ]
Rh3+,Cs1+,Cm3+,[5.64731846],[0.25 0.25 0.5 ]
Fe3+,Sr2+,Ho3+,[5.64727114],[0.25 0.25 0.5 ]
V5+,Ce3+,Ho3+,[5.64719074],[0.25 0.25 0.5 ]
Zn2+,Eu3+,Gd3+,[5.6471205],[0.25 0.25 0.5 ]
Co3+,In3+,Ba2+,[5.6470468],[0.25 0.25 0.5 ]
In3+,Ce3+,Hf4+,[5.64695087],[0.25 0.25 0.5 ]
Be2+,Cr3+,Cd2+,[5.64672287],[0.25 0.25 0.5 ]
Ce3+,Cm3+,Bk3+,[5.64664439],[0.25 0.25 0.5 ]
Al3+,Ti4+,Mo4+,[5.6463589],[0.25 0.25 0.5 ]
Zr4+,Tc4+,Tm3+,[5.6460907],[0.25 0.25 0.5 ]
Cr3+,Zr4+,Mo4+,[5.64602409],[0.25 0.25 0.5 ]
Li1+,Ga3+,Mo4+,[5.64593048],[0.25 0.25 0.5 ]
Tb3+,Dy3+,W6+,[5.64582564],[0.25 0.25 0.5 ]
Sn2+,Fr1+,Th4+,[5.6457502],[0.25 0.25 0.5 ]
Zn2+,Ir3+,Fr1+,[5.64542838],[0.25 0.25 0.5 ]
Ni2+,Eu3+,Tb3+,[5.64537458],[0.25 0.25 0.5 ]
Cs1+,Hg1+,Am3+,[5.64535534],[0.25 0.25 0.5 ]
Cs1+,Ce3+,Re4+,[5.6452407],[0.25 0.25 0.5 ]
Cu2+,Rb1+,Gd3+,[5.64522995],[0.25 0.25 0.5 ]
Tc4+,Yb3+,Hf4+,[5.64503148],[0.25 0.25 0.5 ]
Y3+,Yb3+,Bk3+,[5.64502977],[0.25 0.25 0.5 ]
Pr3+,Tm3+,W6+,[5.64501589],[0.25 0.25 0.5 ]
In3+,Eu3+,W6+,[5.64494163],[0.25 0.25 0.5 ]
K1+,Tc4+,Tb3+,[5.64488744],[0.25 0.25 0.5 ]
K1+,Tc4+,Dy3+,[5.64488744],[0.25 0.25 0.5 ]
Ni2+,Gd3+,Tb3+,[5.64460846],[0.25 0.25 0.5 ]
Cu2+,Tc4+,Tm3+,[5.64460647],[0.25 0.25 0.5 ]
Pr3+,Ho3+,W6+,[5.64401973],[0.25 0.25 0.5 ]
W6+,Au3+,Ac3+,[5.64373264],[0.25 0.25 0.5 ]
Ga3+,Rb1+,Tm3+,[5.64357854],[0.25 0.25 0.5 ]
Sc3+,Pm3+,Ir3+,[5.6435678],[0.25 0.25 0.5 ]
Al3+,Rh3+,Er3+,[5.64336938],[0.25 0.25 0.5 ]
Zn2+,Pd4+,Lu3+,[5.64318548],[0.25 0.25 0.5 ]
Co3+,Y3+,Yb3+,[5.64315425],[0.25 0.25 0.5 ]
Zr4+,La3+,Ir3+,[5.6430705],[0.25 0.25 0.5 ]
Fe3+,Ni2+,Tb3+,[5.64306569],[0.25 0.25 0.5 ]
Zr4+,Mo4+,Tm3+,[5.64296197],[0.25 0.25 0.5 ]
K1+,Ru3+,Hg1+,[5.6429474],[0.25 0.25 0.5 ]
Sb3+,Tb3+,W6+,[5.6428531],[0.25 0.25 0.5 ]
Ce3+,Gd3+,Hf4+,[5.64261778],[0.25 0.25 0.5 ]
Sr2+,Mo4+,Au3+,[5.64254727],[0.25 0.25 0.5 ]
Co3+,Ga3+,Dy3+,[5.6424678],[0.25 0.25 0.5 ]
Rb1+,Rh3+,Ba2+,[5.64217913],[0.25 0.25 0.5 ]
Nb5+,Cs1+,Eu3+,[5.64212073],[0.25 0.25 0.5 ]
Pm3+,Er3+,W6+,[5.64198695],[0.25 0.25 0.5 ]
Cu2+,Sm3+,Ho3+,[5.64189168],[0.25 0.25 0.5 ]
Mn2+,Nb5+,Tb3+,[5.64189099],[0.25 0.25 0.5 ]
Gd3+,Yb3+,W6+,[5.64183109],[0.25 0.25 0.5 ]
Mo4+,Er3+,Au3+,[5.64182601],[0.25 0.25 0.5 ]
Zn2+,Ga3+,Sm3+,[5.64171085],[0.25 0.25 0.5 ]
Rb1+,Gd3+,Hf4+,[5.64155011],[0.25 0.25 0.5 ]
Cs1+,La3+,W6+,[5.64153462],[0.25 0.25 0.5 ]
Ho3+,Yb3+,Fr1+,[5.64145059],[0.25 0.25 0.5 ]
Cs1+,Ir3+,U6+,[5.64132716],[0.25 0.25 0.5 ]
Cu2+,Pd4+,Ho3+,[5.64105781],[0.25 0.25 0.5 ]
Sr2+,W6+,Ir3+,[5.64094225],[0.25 0.25 0.5 ]
Al3+,Ba2+,Am3+,[5.64077434],[0.25 0.25 0.5 ]
Rb1+,Pr3+,Os4+,[5.64058169],[0.25 0.25 0.5 ]
Dy3+,Yb3+,Re4+,[5.64058053],[0.25 0.25 0.5 ]
Zn2+,Sm3+,Gd3+,[5.64051081],[0.25 0.25 0.5 ]
Co3+,Ni2+,Tb3+,[5.64048341],[0.25 0.25 0.5 ]
Ca2+,Tb3+,Tm3+,[5.64040911],[0.25 0.25 0.5 ]
Mn2+,Dy3+,W6+,[5.64040602],[0.25 0.25 0.5 ]
K1+,Er3+,Bi3+,[5.64024501],[0.25 0.25 0.5 ]
V5+,Pm3+,Re4+,[5.64018996],[0.25 0.25 0.5 ]
Cs1+,Tb3+,W6+,[5.64015931],[0.25 0.25 0.5 ]
Ba2+,Tb3+,Hf4+,[5.64008733],[0.25 0.25 0.5 ]
Pm3+,Au3+,Fr1+,[5.63990604],[0.25 0.25 0.5 ]
Pr3+,Re4+,Ra2+,[5.63984723],[0.25 0.25 0.5 ]
In3+,Cs1+,Tb3+,[5.63979949],[0.25 0.25 0.5 ]
Li1+,Rb1+,Ac3+,[5.6397684],[0.25 0.25 0.5 ]
Sr2+,Sb3+,Dy3+,[5.63969919],[0.25 0.25 0.5 ]
Cr3+,Rh3+,Yb3+,[5.63968541],[0.25 0.25 0.5 ]
Zr4+,Pd4+,Tm3+,[5.63967901],[0.25 0.25 0.5 ]
Al3+,Er3+,Hf4+,[5.63905105],[0.25 0.25 0.5 ]
Ca2+,Zn2+,Hf4+,[5.63904471],[0.25 0.25 0.5 ]
Be2+,Tc4+,Er3+,[5.63900695],[0.25 0.25 0.5 ]
Zn2+,Ba2+,Dy3+,[5.63878679],[0.25 0.25 0.5 ]
V5+,Ni2+,Tb3+,[5.63873715],[0.25 0.25 0.5 ]
Rh3+,Eu3+,Ta5+,[5.63863703],[0.25 0.25 0.5 ]
V5+,Dy3+,Er3+,[5.63862511],[0.25 0.25 0.5 ]
Cs1+,Lu3+,Cm3+,[5.63859313],[0.25 0.25 0.5 ]
Mo4+,Tc4+,Eu3+,[5.6383927],[0.25 0.25 0.5 ]
Ti4+,Cu2+,Gd3+,[5.63813145],[0.25 0.25 0.5 ]
In3+,Gd3+,Os4+,[5.637981],[0.25 0.25 0.5 ]
Sn2+,Au3+,Ra2+,[5.63781567],[0.25 0.25 0.5 ]
Ba2+,Ta5+,Os4+,[5.63777631],[0.25 0.25 0.5 ]
Mg2+,Cd2+,Er3+,[5.63721439],[0.25 0.25 0.5 ]
Cr3+,Ni2+,Dy3+,[5.6368566],[0.25 0.25 0.5 ]
Rb1+,Gd3+,Pb2+,[5.63678825],[0.25 0.25 0.5 ]
Sr2+,Hf4+,Th4+,[5.63677631],[0.25 0.25 0.5 ]
Rb1+,Pr3+,Hg1+,[5.6365953],[0.25 0.25 0.5 ]
Ti4+,Ho3+,Th4+,[5.63650279],[0.25 0.25 0.5 ]
Ni2+,Pr3+,Dy3+,[5.63644086],[0.25 0.25 0.5 ]
Tc4+,Cs1+,Am3+,[5.63643064],[0.25 0.25 0.5 ]
Ce3+,Pb2+,Ra2+,[5.63624457],[0.25 0.25 0.5 ]
Hg1+,Tl1+,Po2+,[5.63605795],[0.25 0.25 0.5 ]
Pd4+,In3+,Hf4+,[5.63590563],[0.25 0.25 0.5 ]
Mg2+,Zn2+,Ag1+,[5.63587369],[0.25 0.25 0.5 ]
Rb1+,Sn2+,Ir3+,[5.63577851],[0.25 0.25 0.5 ]
Ni2+,Y3+,Ho3+,[5.63576912],[0.25 0.25 0.5 ]
V5+,Pd4+,Ba2+,[5.63575982],[0.25 0.25 0.5 ]
Gd3+,Tl1+,Fr1+,[5.63575852],[0.25 0.25 0.5 ]
Zn2+,Sn2+,Pr3+,[5.63573278],[0.25 0.25 0.5 ]
V5+,Eu3+,Dy3+,[5.63570409],[0.25 0.25 0.5 ]
Rb1+,Tm3+,Re4+,[5.63564171],[0.25 0.25 0.5 ]
Cr3+,Mo4+,Hf4+,[5.63562229],[0.25 0.25 0.5 ]
Fe3+,Co3+,Pm3+,[5.63561236],[0.25 0.25 0.5 ]
Ni2+,Rb1+,Ac3+,[5.63553763],[0.25 0.25 0.5 ]
Dy3+,W6+,Ra2+,[5.63551314],[0.25 0.25 0.5 ]
Er3+,Tl1+,Fr1+,[5.63542229],[0.25 0.25 0.5 ]
Co3+,Fr1+,Ac3+,[5.63539571],[0.25 0.25 0.5 ]
Ru3+,Pr3+,W6+,[5.63537083],[0.25 0.25 0.5 ]
Ti4+,Cr3+,Co3+,[5.63536014],[0.25 0.25 0.5 ]
Fe3+,Pd4+,Hf4+,[5.63528928],[0.25 0.25 0.5 ]
Sn2+,Pr3+,W6+,[5.63515951],[0.25 0.25 0.5 ]
Ni2+,Rh3+,Ba2+,[5.63477925],[0.25 0.25 0.5 ]
Ca2+,Yb3+,Bk3+,[5.63476627],[0.25 0.25 0.5 ]
Cu2+,Pm3+,Yb3+,[5.63469144],[0.25 0.25 0.5 ]
V5+,Tb3+,Yb3+,[5.63428791],[0.25 0.25 0.5 ]
Cs1+,Ba2+,W6+,[5.63420608],[0.25 0.25 0.5 ]
Pr3+,Re4+,Cm3+,[5.63409758],[0.25 0.25 0.5 ]
Sb3+,Gd3+,W6+,[5.63400778],[0.25 0.25 0.5 ]
Fe3+,Ba2+,Nd3+,[5.63395419],[0.25 0.25 0.5 ]
Sc3+,Ru3+,Pm3+,[5.63394895],[0.25 0.25 0.5 ]
Sc3+,Gd3+,Pa5+,[5.63338105],[0.25 0.25 0.5 ]
Ga3+,Sm3+,Tb3+,[5.63334977],[0.25 0.25 0.5 ]
Ce3+,Er3+,Re4+,[5.63327802],[0.25 0.25 0.5 ]
Cr3+,Ce3+,Pr3+,[5.63322519],[0.25 0.25 0.5 ]
Mg2+,Er3+,Os4+,[5.63317643],[0.25 0.25 0.5 ]
Mg2+,Dy3+,Tm3+,[5.63316149],[0.25 0.25 0.5 ]
Rb1+,Hf4+,W6+,[5.63310856],[0.25 0.25 0.5 ]
Rb1+,Pb2+,Cm3+,[5.63267785],[0.25 0.25 0.5 ]
Gd3+,Tm3+,W6+,[5.63257035],[0.25 0.25 0.5 ]
K1+,Ta5+,Hg1+,[5.63254408],[0.25 0.25 0.5 ]
Cr3+,Re4+,Ra2+,[5.63250569],[0.25 0.25 0.5 ]
