number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,material
1,26.981,26.981,26.981,26.981,0.0,0.0,0.0,0.0,0.0,0.0,577.5,577.5,577.4999999999999,577.5,0.0,0.0,0.0,0.0,0.0,0.0,118.0,118.0,118.00000000000004,118.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,2700.0,2699.999999999999,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,41.76,41.76,41.75999999999999,41.76,0.0,0.0,0.0,0.0,0.0,0.0,10.7,10.7,10.699999999999998,10.7,0.0,0.0,0.0,0.0,0.0,0.0,235.0,235.0,235.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Al3+
1,28.085,28.085,28.085000000000008,28.085,0.0,0.0,0.0,0.0,0.0,0.0,786.5,786.5,786.4999999999998,786.5,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,110.99999999999997,111.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.0,2330.0,2329.9999999999995,2330.0,0.0,0.0,0.0,0.0,0.0,0.0,134.068,134.068,134.06799999999998,134.068,0.0,0.0,0.0,0.0,0.0,0.0,50.2,50.2,50.199999999999996,50.2,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,149.99999999999997,150.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Si4+
1,28.085,28.085,28.085000000000008,28.085,0.0,0.0,0.0,0.0,0.0,0.0,786.5,786.5,786.4999999999998,786.5,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,110.99999999999997,111.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.0,2330.0,2329.9999999999995,2330.0,0.0,0.0,0.0,0.0,0.0,0.0,134.068,134.068,134.06799999999998,134.068,0.0,0.0,0.0,0.0,0.0,0.0,50.2,50.2,50.199999999999996,50.2,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,149.99999999999997,150.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Si3+
1,28.085,28.085,28.085000000000008,28.085,0.0,0.0,0.0,0.0,0.0,0.0,786.5,786.5,786.4999999999998,786.5,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,110.99999999999997,111.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.0,2330.0,2329.9999999999995,2330.0,0.0,0.0,0.0,0.0,0.0,0.0,134.068,134.068,134.06799999999998,134.068,0.0,0.0,0.0,0.0,0.0,0.0,50.2,50.2,50.199999999999996,50.2,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,149.99999999999997,150.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Si2+
1,28.085,28.085,28.085000000000008,28.085,0.0,0.0,0.0,0.0,0.0,0.0,786.5,786.5,786.4999999999998,786.5,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,110.99999999999997,111.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.0,2330.0,2329.9999999999995,2330.0,0.0,0.0,0.0,0.0,0.0,0.0,134.068,134.068,134.06799999999998,134.068,0.0,0.0,0.0,0.0,0.0,0.0,50.2,50.2,50.199999999999996,50.2,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,149.99999999999997,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Si1+
1,30.973,30.973,30.973000000000003,30.973,0.0,0.0,0.0,0.0,0.0,0.0,1011.8,1011.8,1011.7999999999996,1011.8,0.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,98.00000000000004,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1823.0,1823.0,1822.9999999999998,1823.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.64,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.236,0.236,0.236,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.999999999999999,5.0,0.0,0.0,0.0,0.0,0.0,0.0,P5+
1,30.973,30.973,30.973000000000003,30.973,0.0,0.0,0.0,0.0,0.0,0.0,1011.8,1011.8,1011.7999999999996,1011.8,0.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,98.00000000000004,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1823.0,1823.0,1822.9999999999998,1823.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.64,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.236,0.236,0.236,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,P4+
1,30.973,30.973,30.973000000000003,30.973,0.0,0.0,0.0,0.0,0.0,0.0,1011.8,1011.8,1011.7999999999996,1011.8,0.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,98.00000000000004,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1823.0,1823.0,1822.9999999999998,1823.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.64,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.236,0.236,0.236,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,P3+
1,30.973,30.973,30.973000000000003,30.973,0.0,0.0,0.0,0.0,0.0,0.0,1011.8,1011.8,1011.7999999999996,1011.8,0.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,98.00000000000004,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1823.0,1823.0,1822.9999999999998,1823.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.64,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.236,0.236,0.236,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,P2+
1,30.973,30.973,30.973000000000003,30.973,0.0,0.0,0.0,0.0,0.0,0.0,1011.8,1011.8,1011.7999999999996,1011.8,0.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,98.00000000000004,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1823.0,1823.0,1822.9999999999998,1823.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.64,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.236,0.236,0.236,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,P1+
1,32.06,32.06,32.06,32.06,0.0,0.0,0.0,0.0,0.0,0.0,999.6,999.6,999.5999999999998,999.6,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1960.0,1960.0,1959.9999999999995,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,199.99999999999991,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,1.73,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.205,0.20499999999999996,0.205,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,S6+
1,32.06,32.06,32.06,32.06,0.0,0.0,0.0,0.0,0.0,0.0,999.6,999.6,999.5999999999998,999.6,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1960.0,1960.0,1959.9999999999995,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,199.99999999999991,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,1.73,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.205,0.20499999999999996,0.205,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.999999999999999,5.0,0.0,0.0,0.0,0.0,0.0,0.0,S5+
1,32.06,32.06,32.06,32.06,0.0,0.0,0.0,0.0,0.0,0.0,999.6,999.6,999.5999999999998,999.6,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1960.0,1960.0,1959.9999999999995,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,199.99999999999991,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,1.73,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.205,0.20499999999999996,0.205,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,S4+
1,32.06,32.06,32.06,32.06,0.0,0.0,0.0,0.0,0.0,0.0,999.6,999.6,999.5999999999998,999.6,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1960.0,1960.0,1959.9999999999995,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,199.99999999999991,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,1.73,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.205,0.20499999999999996,0.205,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,S3+
1,32.06,32.06,32.06,32.06,0.0,0.0,0.0,0.0,0.0,0.0,999.6,999.6,999.5999999999998,999.6,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1960.0,1960.0,1959.9999999999995,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,199.99999999999991,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,1.73,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.205,0.20499999999999996,0.205,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,S2+
1,32.06,32.06,32.06,32.06,0.0,0.0,0.0,0.0,0.0,0.0,999.6,999.6,999.5999999999998,999.6,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1960.0,1960.0,1959.9999999999995,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,199.99999999999991,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,1.73,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.205,0.20499999999999996,0.205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,S1+
1,35.45,35.45,35.45,35.45,0.0,0.0,0.0,0.0,0.0,0.0,1251.2,1251.2,1251.2000000000003,1251.2,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,3.214,3.214,3.214,3.214,0.0,0.0,0.0,0.0,0.0,0.0,349.0,349.0,348.99999999999994,349.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0089,0.008899999999999998,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.999999999999999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Cl7+
1,35.45,35.45,35.45,35.45,0.0,0.0,0.0,0.0,0.0,0.0,1251.2,1251.2,1251.2000000000003,1251.2,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,3.214,3.214,3.214,3.214,0.0,0.0,0.0,0.0,0.0,0.0,349.0,349.0,348.99999999999994,349.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0089,0.008899999999999998,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Cl6+
1,35.45,35.45,35.45,35.45,0.0,0.0,0.0,0.0,0.0,0.0,1251.2,1251.2,1251.2000000000003,1251.2,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,3.214,3.214,3.214,3.214,0.0,0.0,0.0,0.0,0.0,0.0,349.0,349.0,348.99999999999994,349.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0089,0.008899999999999998,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.999999999999999,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Cl5+
1,35.45,35.45,35.45,35.45,0.0,0.0,0.0,0.0,0.0,0.0,1251.2,1251.2,1251.2000000000003,1251.2,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,3.214,3.214,3.214,3.214,0.0,0.0,0.0,0.0,0.0,0.0,349.0,349.0,348.99999999999994,349.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0089,0.008899999999999998,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Cl4+
1,35.45,35.45,35.45,35.45,0.0,0.0,0.0,0.0,0.0,0.0,1251.2,1251.2,1251.2000000000003,1251.2,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,3.214,3.214,3.214,3.214,0.0,0.0,0.0,0.0,0.0,0.0,349.0,349.0,348.99999999999994,349.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0089,0.008899999999999998,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Cl3+
1,35.45,35.45,35.45,35.45,0.0,0.0,0.0,0.0,0.0,0.0,1251.2,1251.2,1251.2000000000003,1251.2,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,3.214,3.214,3.214,3.214,0.0,0.0,0.0,0.0,0.0,0.0,349.0,349.0,348.99999999999994,349.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0089,0.008899999999999998,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Cl2+
1,35.45,35.45,35.45,35.45,0.0,0.0,0.0,0.0,0.0,0.0,1251.2,1251.2,1251.2000000000003,1251.2,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,3.214,3.214,3.214,3.214,0.0,0.0,0.0,0.0,0.0,0.0,349.0,349.0,348.99999999999994,349.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0089,0.008899999999999998,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Cl1+
1,39.098,39.098,39.098,39.098,0.0,0.0,0.0,0.0,0.0,0.0,418.8,418.8,418.80000000000007,418.8,0.0,0.0,0.0,0.0,0.0,0.0,243.0,243.0,242.99999999999994,243.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0,856.0,855.9999999999999,856.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4,48.4,48.39999999999999,48.4,0.0,0.0,0.0,0.0,0.0,0.0,2.33,2.33,2.33,2.33,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.00000000000004,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,K1+
1,40.078,40.078,40.077999999999996,40.078,0.0,0.0,0.0,0.0,0.0,0.0,589.8,589.8,589.8000000000001,589.8,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,194.00000000000003,194.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.0,1550.0,1550.0000000000007,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,2.37,2.37,2.37,0.0,0.0,0.0,0.0,0.0,0.0,8.54,8.54,8.54,8.54,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,199.99999999999991,200.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Ca2+
1,44.955,44.955,44.955000000000005,44.955,0.0,0.0,0.0,0.0,0.0,0.0,633.1,633.1,633.1,633.1,0.0,0.0,0.0,0.0,0.0,0.0,184.0,184.0,184.00000000000006,184.0,0.0,0.0,0.0,0.0,0.0,0.0,2985.0,2985.0,2985.000000000001,2985.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,18.2,18.2,18.2,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,15.999999999999998,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,15.999999999999998,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Sc3+
1,44.955,44.955,44.955000000000005,44.955,0.0,0.0,0.0,0.0,0.0,0.0,633.1,633.1,633.1,633.1,0.0,0.0,0.0,0.0,0.0,0.0,184.0,184.0,184.00000000000006,184.0,0.0,0.0,0.0,0.0,0.0,0.0,2985.0,2985.0,2985.000000000001,2985.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,18.2,18.2,18.2,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,15.999999999999998,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,15.999999999999998,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Sc2+
1,44.955,44.955,44.955000000000005,44.955,0.0,0.0,0.0,0.0,0.0,0.0,633.1,633.1,633.1,633.1,0.0,0.0,0.0,0.0,0.0,0.0,184.0,184.0,184.00000000000006,184.0,0.0,0.0,0.0,0.0,0.0,0.0,2985.0,2985.0,2985.000000000001,2985.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,18.2,18.2,18.2,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,15.999999999999998,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,15.999999999999998,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Sc1+
1,47.867,47.867,47.867,47.867,0.0,0.0,0.0,0.0,0.0,0.0,658.8,658.8,658.8000000000001,658.8,0.0,0.0,0.0,0.0,0.0,0.0,176.0,176.0,175.99999999999991,176.0,0.0,0.0,0.0,0.0,0.0,0.0,4507.0,4507.0,4506.999999999997,4507.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28,7.28,7.28,7.28,0.0,0.0,0.0,0.0,0.0,0.0,18.7,18.7,18.7,18.7,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.000000000000004,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Ti4+
1,47.867,47.867,47.867,47.867,0.0,0.0,0.0,0.0,0.0,0.0,658.8,658.8,658.8000000000001,658.8,0.0,0.0,0.0,0.0,0.0,0.0,176.0,176.0,175.99999999999991,176.0,0.0,0.0,0.0,0.0,0.0,0.0,4507.0,4507.0,4506.999999999997,4507.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28,7.28,7.28,7.28,0.0,0.0,0.0,0.0,0.0,0.0,18.7,18.7,18.7,18.7,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.000000000000004,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Ti3+
1,47.867,47.867,47.867,47.867,0.0,0.0,0.0,0.0,0.0,0.0,658.8,658.8,658.8000000000001,658.8,0.0,0.0,0.0,0.0,0.0,0.0,176.0,176.0,175.99999999999991,176.0,0.0,0.0,0.0,0.0,0.0,0.0,4507.0,4507.0,4506.999999999997,4507.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28,7.28,7.28,7.28,0.0,0.0,0.0,0.0,0.0,0.0,18.7,18.7,18.7,18.7,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.000000000000004,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Ti2+
1,50.941,50.941,50.94100000000001,50.941,0.0,0.0,0.0,0.0,0.0,0.0,650.9,650.9,650.8999999999999,650.9,0.0,0.0,0.0,0.0,0.0,0.0,171.0,171.0,171.00000000000009,171.0,0.0,0.0,0.0,0.0,0.0,0.0,6110.0,6110.0,6109.999999999997,6110.0,0.0,0.0,0.0,0.0,0.0,0.0,50.9,50.9,50.9,50.9,0.0,0.0,0.0,0.0,0.0,0.0,22.8,22.8,22.8,22.8,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.999999999999999,5.0,0.0,0.0,0.0,0.0,0.0,0.0,V5+
1,50.941,50.941,50.94100000000001,50.941,0.0,0.0,0.0,0.0,0.0,0.0,650.9,650.9,650.8999999999999,650.9,0.0,0.0,0.0,0.0,0.0,0.0,171.0,171.0,171.00000000000009,171.0,0.0,0.0,0.0,0.0,0.0,0.0,6110.0,6110.0,6109.999999999997,6110.0,0.0,0.0,0.0,0.0,0.0,0.0,50.9,50.9,50.9,50.9,0.0,0.0,0.0,0.0,0.0,0.0,22.8,22.8,22.8,22.8,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,V4+
1,50.941,50.941,50.94100000000001,50.941,0.0,0.0,0.0,0.0,0.0,0.0,650.9,650.9,650.8999999999999,650.9,0.0,0.0,0.0,0.0,0.0,0.0,171.0,171.0,171.00000000000009,171.0,0.0,0.0,0.0,0.0,0.0,0.0,6110.0,6110.0,6109.999999999997,6110.0,0.0,0.0,0.0,0.0,0.0,0.0,50.9,50.9,50.9,50.9,0.0,0.0,0.0,0.0,0.0,0.0,22.8,22.8,22.8,22.8,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,V3+
1,50.941,50.941,50.94100000000001,50.941,0.0,0.0,0.0,0.0,0.0,0.0,650.9,650.9,650.8999999999999,650.9,0.0,0.0,0.0,0.0,0.0,0.0,171.0,171.0,171.00000000000009,171.0,0.0,0.0,0.0,0.0,0.0,0.0,6110.0,6110.0,6109.999999999997,6110.0,0.0,0.0,0.0,0.0,0.0,0.0,50.9,50.9,50.9,50.9,0.0,0.0,0.0,0.0,0.0,0.0,22.8,22.8,22.8,22.8,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,V2+
1,50.941,50.941,50.94100000000001,50.941,0.0,0.0,0.0,0.0,0.0,0.0,650.9,650.9,650.8999999999999,650.9,0.0,0.0,0.0,0.0,0.0,0.0,171.0,171.0,171.00000000000009,171.0,0.0,0.0,0.0,0.0,0.0,0.0,6110.0,6110.0,6109.999999999997,6110.0,0.0,0.0,0.0,0.0,0.0,0.0,50.9,50.9,50.9,50.9,0.0,0.0,0.0,0.0,0.0,0.0,22.8,22.8,22.8,22.8,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,V1+
1,51.996,51.996,51.996,51.996,0.0,0.0,0.0,0.0,0.0,0.0,652.9,652.9,652.9,652.9,0.0,0.0,0.0,0.0,0.0,0.0,166.0,166.0,166.00000000000006,166.0,0.0,0.0,0.0,0.0,0.0,0.0,7190.0,7190.0,7190.000000000004,7190.0,0.0,0.0,0.0,0.0,0.0,0.0,65.21,65.21,65.21,65.21,0.0,0.0,0.0,0.0,0.0,0.0,20.5,20.5,20.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Cr6+
